game;away_score;data;form_minute_-12;form_minute_-13;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
BAH X SPO 2017-08-06;1;2017-08-06;;;10.0;-8.0;-10.0;-14.0;-11.0;-1.0;3.0;49.0;35.0;22.0;10.0;14.0;2.0;8.0;-8.0;-1.0;-4.0;2.0;-4.0;-5.0;-2.0;-29.0;6.0;-25.0;-22.0;-21.0;-73.0;-34.0;-18.0;-15.0;-13.0;-3.0;-2.0;35.0;7.0;85.0;52.0;27.0;92.0;61.0;-85.0;8.0;-5.0;-4.0;-2.0;50.0;-5.0;-8.0;-34.0;21.0;-15.0;-12.0;-9.0;-20.0;-18.0;-15.0;35.0;-34.0;35.0;3.0;-7.0;-7.0;-8.0;-6.0;-2.0;-39.0;-30.0;60.0;-45.0;-35.0;-47.0;-32.0;-25.0;-19.0;-17.0;-15.0;-15.0;-15.0;4.0;-15.0;-10.0;-4.0;41.0;23.0;10.0;6.0;-25.0;-14.0;31.0;-2.0;14.0;10.0;2;17:00:00;1;SPO;BAH
CFC X CHA 2017-08-06;0;2017-08-06;;;4.0;2.0;9.0;1.0;11.0;11.0;6.0;-8.0;-10.0;-14.0;-13.0;6.0;-11.0;-20.0;-7.0;74.0;34.0;14.0;2.0;-24.0;-21.0;-11.0;-3.0;-4.0;2.0;2.0;3.0;3.0;3.0;23.0;20.0;-19.0;-27.0;-2.0;-19.0;-16.0;-13.0;-10.0;77.0;39.0;-25.0;-9.0;-7.0;-7.0;-6.0;4.0;-46.0;38.0;-48.0;63.0;55.0;38.0;16.0;10.0;-64.0;-42.0;33.0;-63.0;-35.0;-19.0;-9.0;-3.0;-4.0;-5.0;-7.0;-32.0;-23.0;19.0;-36.0;-18.0;-8.0;3.0;-7.0;-12.0;-33.0;-18.0;-9.0;-3.0;11.0;2.0;3.0;23.0;-33.0;-8.0;-2.0;-4.0;8.0;9.0;66.0;11.0;44.0;30.0;2;17:00:00;1;CHA;CFC
CRU X BOT 2017-08-06;0;2017-08-06;;;2.0;38.0;29.0;24.0;-41.0;-19.0;-12.0;24.0;16.0;20.0;20.0;1.0;19.0;10.0;66.0;43.0;29.0;13.0;15.0;8.0;7.0;7.0;2.0;8.0;-6.0;4.0;-2.0;-6.0;-5.0;-4.0;-4.0;-4.0;-4.0;-4.0;-4.0;-4.0;-4.0;-4.0;-26.0;-19.0;75.0;6.0;58.0;38.0;37.0;94.0;-26.0;-4.0;19.0;4.0;-2.0;-2.0;-32.0;39.0;9.0;13.0;64.0;36.0;57.0;34.0;24.0;22.0;14.0;14.0;1.0;4.0;5.0;41.0;6.0;11.0;16.0;18.0;14.0;7.0;22.0;11.0;17.0;45.0;53.0;32.0;43.0;7.0;4.0;11.0;12.0;15.0;11.0;11.0;-20.0;64.0;-2.0;35.0;0;17:00:00;0;BOT;CRU
GRE X CAM 2017-08-06;0;2017-08-06;;;-10.0;4.0;-27.0;-35.0;-16.0;-3.0;6.0;8.0;16.0;5.0;-42.0;-1.0;-11.0;-6.0;-3.0;5.0;9.0;9.0;10.0;11.0;11.0;100.0;5.0;55.0;37.0;26.0;19.0;6.0;5.0;7.0;8.0;9.0;10.0;-2.0;11.0;11.0;11.0;41.0;25.0;20.0;0.0;6.0;2.0;-1.0;-25.0;18.0;-14.0;-13.0;-9.0;-7.0;8.0;9.0;53.0;31.0;18.0;-61.0;4.0;-43.0;-32.0;-21.0;-40.0;-21.0;-13.0;-13.0;-8.0;-3.0;-2.0;7.0;-2.0;10.0;10.0;5.0;13.0;12.0;11.0;-36.0;-11.0;-6.0;11.0;6.0;1.0;4.0;3.0;-5.0;-5.0;-6.0;-7.0;-7.0;-1.0;-9.0;-23.0;-75.0;2;17:00:00;1;CAM;GRE
PAL X CAP 2017-08-06;1;2017-08-06;;;-10.0;13.0;7.0;28.0;20.0;-22.0;-7.0;-5.0;-46.0;-35.0;-100.0;55.0;-72.0;-36.0;-13.0;-2.0;6.0;38.0;25.0;12.0;10.0;14.0;33.0;8.0;2.0;-3.0;11.0;9.0;15.0;8.0;54.0;25.0;13.0;24.0;6.0;8.0;7.0;10.0;12.0;6.0;15.0;-68.0;-71.0;-35.0;-55.0;15.0;-28.0;-6.0;6.0;18.0;39.0;28.0;26.0;25.0;21.0;18.0;10.0;91.0;54.0;31.0;23.0;18.0;30.0;29.0;49.0;40.0;19.0;3.0;-10.0;-3.0;33.0;13.0;15.0;17.0;13.0;56.0;39.0;28.0;3.0;42.0;60.0;42.0;65.0;44.0;29.0;50.0;34.0;83.0;52.0;3.0;33.0;-10.0;0;17:00:00;-1;CAP;PAL
AVA X SAN 2017-08-06;0;2017-08-06;;;-6.0;27.0;12.0;38.0;17.0;-34.0;-18.0;-27.0;-21.0;-19.0;-21.0;-10.0;-19.0;-17.0;-17.0;-16.0;-10.0;-47.0;-4.0;-9.0;16.0;23.0;-13.0;29.0;47.0;29.0;42.0;25.0;50.0;27.0;16.0;9.0;27.0;-15.0;25.0;17.0;13.0;5.0;-4.0;-65.0;-5.0;-1.0;-1.0;-1.0;-1.0;-16.0;-48.0;-76.0;-68.0;-39.0;31.0;8.0;6.0;13.0;2.0;15.0;-12.0;7.0;-31.0;-16.0;-9.0;-8.0;4.0;24.0;-33.0;-17.0;-11.0;-5.0;-8.0;-8.0;-4.0;-3.0;-3.0;-3.0;-8.0;-1.0;-22.0;-19.0;27.0;-12.0;-7.0;-24.0;-43.0;-20.0;-2.0;-46.0;-26.0;-9.0;-7.0;51.0;19.0;-45.0;0;20:00:00;0;SAN;AVA
PON X VAS 2017-08-06;0;2017-08-06;;;-2.0;4.0;-5.0;8.0;-5.0;7.0;6.0;7.0;67.0;36.0;17.0;-8.0;6.0;-4.0;-8.0;-13.0;-4.0;4.0;3.0;5.0;3.0;-6.0;-12.0;-3.0;-2.0;-2.0;70.0;100.0;88.0;53.0;32.0;20.0;10.0;-14.0;38.0;30.0;26.0;18.0;12.0;7.0;30.0;2.0;3.0;-4.0;22.0;-12.0;14.0;2.0;-11.0;-8.0;17.0;1.0;2.0;-55.0;-29.0;-17.0;-23.0;-39.0;-52.0;-26.0;-14.0;-6.0;2.0;4.0;14.0;10.0;27.0;-14.0;23.0;20.0;29.0;15.0;6.0;1.0;-7.0;-6.0;-10.0;-7.0;-8.0;19.0;7.0;2.0;-27.0;31.0;23.0;19.0;15.0;15.0;56.0;-5.0;5.0;30.0;0;20:00:00;0;VAS;PON
ATG X CFC 2017-08-12;0;2017-08-12;;;-2.0;14.0;11.0;7.0;3.0;1.0;1.0;1.0;2.0;-23.0;-15.0;3.0;24.0;31.0;21.0;34.0;-46.0;-17.0;-18.0;-44.0;-30.0;-17.0;1.0;-12.0;-12.0;-1.0;4.0;4.0;8.0;11.0;32.0;69.0;41.0;3.0;59.0;35.0;24.0;11.0;7.0;1.0;-45.0;4.0;12.0;7.0;6.0;4.0;-18.0;-10.0;-4.0;3.0;2.0;-18.0;-12.0;-37.0;-28.0;-18.0;35.0;-6.0;-4.0;-1.0;37.0;53.0;28.0;20.0;15.0;10.0;7.0;21.0;23.0;-34.0;-21.0;-11.0;-11.0;-32.0;-21.0;-14.0;-11.0;-9.0;24.0;-36.0;-18.0;-13.0;-9.0;-27.0;-21.0;38.0;-33.0;-17.0;-8.0;20.0;5.0;5.0;1;17:00:00;1;CFC;ATG
VIT X AVA 2017-08-12;1;2017-08-12;;;10.0;37.0;26.0;19.0;13.0;9.0;15.0;15.0;13.0;10.0;7.0;8.0;1.0;-23.0;-16.0;-6.0;79.0;53.0;31.0;22.0;35.0;18.0;10.0;-15.0;2.0;2.0;2.0;7.0;67.0;87.0;49.0;27.0;14.0;-12.0;-13.0;-33.0;-20.0;-39.0;-25.0;-37.0;10.0;42.0;26.0;17.0;12.0;-28.0;8.0;3.0;3.0;44.0;28.0;18.0;13.0;9.0;4.0;9.0;-12.0;12.0;23.0;55.0;34.0;21.0;14.0;39.0;22.0;-28.0;-6.0;-2.0;-2.0;-1.0;33.0;22.0;-68.0;-30.0;-16.0;-5.0;37.0;35.0;36.0;14.0;-27.0;-6.0;-30.0;-13.0;-2.0;7.0;71.0;51.0;32.0;56.0;45.0;50.0;0;20:00:00;-1;AVA;VIT
SPO X CRU 2017-08-13;2;2017-08-13;;;-4.0;-7.0;4.0;-12.0;5.0;-30.0;-38.0;-19.0;-2.0;4.0;-5.0;-1.0;20.0;10.0;-7.0;-27.0;-13.0;-7.0;8.0;13.0;38.0;21.0;-6.0;11.0;-6.0;7.0;-4.0;2.0;2.0;-4.0;2.0;-22.0;-14.0;-29.0;-10.0;-32.0;-16.0;-35.0;-23.0;-18.0;85.0;11.0;1.0;-25.0;57.0;-13.0;46.0;28.0;-76.0;-32.0;-22.0;-18.0;-10.0;-28.0;-100.0;-74.0;-11.0;-46.0;-55.0;-27.0;-4.0;4.0;-3.0;-3.0;18.0;6.0;-3.0;-10.0;-3.0;-10.0;91.0;45.0;-30.0;7.0;-59.0;-41.0;-67.0;-20.0;-34.0;-15.0;8.0;-3.0;74.0;40.0;21.0;1.0;-6.0;-43.0;-30.0;-17.0;-14.0;-45.0;3;12:00:00;1;CRU;SPO
CAM X FLA 2017-08-13;0;2017-08-13;;;10.0;23.0;12.0;27.0;21.0;15.0;10.0;88.0;38.0;29.0;59.0;15.0;36.0;15.0;11.0;1.0;-1.0;6.0;8.0;5.0;1.0;-2.0;57.0;-2.0;-9.0;-11.0;-12.0;-13.0;-14.0;-35.0;-23.0;18.0;34.0;36.0;13.0;6.0;-9.0;-7.0;8.0;23.0;-65.0;36.0;14.0;1.0;-8.0;29.0;-7.0;-28.0;-18.0;13.0;69.0;73.0;43.0;26.0;15.0;19.0;20.0;40.0;19.0;12.0;59.0;42.0;60.0;76.0;40.0;15.0;77.0;30.0;78.0;47.0;40.0;31.0;8.0;-5.0;-6.0;-6.0;-15.0;-10.0;-28.0;-7.0;-5.0;-4.0;29.0;14.0;7.0;40.0;20.0;5.0;-5.0;-4.0;-54.0;40.0;2;17:00:00;1;FLA;CAM
SPT X PON 2017-08-13;0;2017-08-13;;;10.0;10.0;26.0;16.0;18.0;15.0;13.0;10.0;40.0;45.0;30.0;11.0;22.0;16.0;12.0;11.0;12.0;38.0;28.0;27.0;35.0;24.0;12.0;15.0;12.0;10.0;-27.0;-10.0;-3.0;3.0;3.0;5.0;3.0;12.0;53.0;32.0;20.0;13.0;9.0;2.0;5.0;10.0;4.0;1.0;-2.0;12.0;5.0;66.0;64.0;43.0;30.0;52.0;31.0;-41.0;-49.0;-25.0;17.0;-17.0;-10.0;-3.0;10.0;10.0;11.0;-30.0;-8.0;56.0;33.0;54.0;49.0;41.0;34.0;21.0;17.0;13.0;12.0;8.0;5.0;4.0;-56.0;3.0;3.0;-39.0;-20.0;-15.0;-17.0;-8.0;2.0;27.0;17.0;-9.0;-30.0;-20.0;0;17:00:00;0;PON;SPT
VAS X PAL 2017-08-13;1;2017-08-13;;;10.0;-8.0;16.0;-7.0;-7.0;9.0;-11.0;-16.0;-10.0;-10.0;-12.0;6.0;-6.0;-15.0;-16.0;-9.0;-29.0;-17.0;-27.0;-14.0;-8.0;5.0;9.0;4.0;1.0;-13.0;-12.0;-12.0;-2.0;2.0;-39.0;-27.0;-22.0;4.0;-20.0;37.0;13.0;5.0;4.0;-4.0;5.0;-5.0;-7.0;-3.0;-6.0;1.0;-7.0;-13.0;-14.0;-16.0;-11.0;-7.0;-11.0;-14.0;7.0;2.0;-1.0;8.0;-26.0;-16.0;-31.0;-19.0;-17.0;-8.0;-5.0;-17.0;40.0;-1.0;18.0;2.0;2.0;28.0;49.0;30.0;14.0;9.0;-80.0;-47.0;-5.0;-27.0;59.0;53.0;35.0;-22.0;-2.0;-2.0;-5.0;99.0;36.0;-6.0;14.0;25.0;1;17:00:00;0;PAL;VAS
CAP X BAH 2017-08-13;1;2017-08-13;;;-10.0;20.0;36.0;22.0;14.0;8.0;-23.0;-50.0;-25.0;-9.0;7.0;-1.0;-6.0;-81.0;-35.0;-33.0;32.0;24.0;97.0;62.0;42.0;-24.0;-1.0;7.0;-5.0;8.0;14.0;17.0;16.0;16.0;60.0;5.0;2.0;-3.0;1.0;-2.0;-10.0;-15.0;-10.0;4.0;25.0;-33.0;-11.0;8.0;52.0;3.0;39.0;43.0;100.0;62.0;31.0;17.0;33.0;12.0;52.0;37.0;2.0;100.0;65.0;32.0;-37.0;-9.0;-5.0;62.0;46.0;26.0;36.0;5.0;19.0;10.0;4.0;1.0;-21.0;-4.0;-4.0;-3.0;39.0;27.0;7.0;-26.0;-1.0;-1.0;5.0;5.0;2.0;-23.0;108.0;54.0;29.0;28.0;19.0;0.0;4;20:00:00;1;BAH;CAP
BOT X GRE 2017-08-13;0;2017-08-13;;;-3.0;20.0;67.0;61.0;27.0;15.0;8.0;1.0;-1.0;1.0;1.0;4.0;-2.0;-2.0;-45.0;-32.0;-44.0;37.0;2.0;-16.0;45.0;30.0;8.0;-55.0;-33.0;-23.0;-21.0;-17.0;-9.0;-8.0;-2.0;-44.0;-40.0;11.0;-33.0;-23.0;-19.0;-13.0;-12.0;5.0;-45.0;-21.0;-10.0;-56.0;-34.0;13.0;-25.0;-23.0;-18.0;-11.0;-11.0;-28.0;-18.0;-6.0;39.0;20.0;9.0;67.0;34.0;18.0;7.0;3.0;-3.0;39.0;21.0;7.0;-45.0;44.0;-33.0;-32.0;-28.0;-46.0;-21.0;-39.0;-60.0;-39.0;-25.0;-20.0;57.0;-14.0;-10.0;-10.0;26.0;-42.0;-19.0;-8.0;34.0;13.0;-32.0;30.0;-18.0;55.0;1;20:00:00;1;GRE;BOT
SAN X FLU 2017-08-14;0;2017-08-14;;;10.0;-7.0;13.0;8.0;31.0;18.0;45.0;31.0;28.0;9.0;10.0;2.0;-26.0;41.0;18.0;14.0;6.0;4.0;9.0;-5.0;-5.0;-8.0;-4.0;-2.0;3.0;67.0;84.0;53.0;28.0;12.0;-9.0;-15.0;-32.0;-3.0;-26.0;18.0;-3.0;-2.0;-3.0;-3.0;-10.0;25.0;-26.0;8.0;8.0;6.0;12.0;13.0;-13.0;-2.0;-2.0;-3.0;-13.0;-7.0;-5.0;-43.0;5.0;-26.0;-35.0;-22.0;-13.0;-2.0;3.0;5.0;11.0;-18.0;-3.0;8.0;3.0;3.0;4.0;6.0;11.0;-42.0;-16.0;39.0;15.0;7.0;-26.0;31.0;17.0;6.0;2.0;19.0;7.0;32.0;11.0;-8.0;-3.0;-7.0;-1.0;10.0;0;21:00:00;0;FLU;SAN
CHA X COR 2017-08-23;1;2017-08-23;;;-10.0;10.0;2.0;-5.0;21.0;5.0;-5.0;1.0;-7.0;-13.0;-7.0;-13.0;-28.0;-22.0;-27.0;-21.0;-17.0;-33.0;-22.0;-14.0;-10.0;-8.0;-14.0;23.0;10.0;14.0;7.0;-21.0;-17.0;-16.0;-10.0;30.0;14.0;-16.0;2.0;-7.0;-9.0;-14.0;-14.0;5.0;-5.0;58.0;35.0;47.0;34.0;-16.0;71.0;37.0;21.0;9.0;-31.0;-25.0;-21.0;-19.0;-28.0;-19.0;38.0;-16.0;-14.0;-13.0;-17.0;-10.0;-7.0;-6.0;-5.0;-4.0;43.0;14.0;26.0;14.0;6.0;1.0;3.0;-3.0;-43.0;-15.0;-4.0;6.0;6.0;2.0;-5.0;1.0;36.0;53.0;3.0;-4.0;-33.0;-31.0;-19.0;9.0;-12.0;-75.0;0;20:30:00;-1;COR;CHA
COR X VIT 2017-08-19;1;2017-08-19;;;-10.0;12.0;10.0;17.0;-68.0;-29.0;-8.0;10.0;3.0;17.0;61.0;7.0;41.0;30.0;26.0;43.0;42.0;76.0;52.0;67.0;67.0;45.0;31.0;30.0;54.0;36.0;27.0;14.0;11.0;11.0;14.0;20.0;38.0;25.0;24.0;45.0;32.0;21.0;13.0;55.0;80.0;3.0;3.0;4.0;22.0;31.0;-25.0;-3.0;4.0;3.0;34.0;25.0;18.0;13.0;35.0;21.0;56.0;15.0;16.0;10.0;4.0;3.0;5.0;5.0;31.0;32.0;22.0;34.0;21.0;-32.0;44.0;15.0;35.0;-34.0;7.0;7.0;-24.0;-7.0;19.0;7.0;9.0;1.0;44.0;22.0;14.0;-9.0;6.0;1.0;21.0;12.0;8.0;0.0;0;17:00:00;-1;VIT;COR
FLA X ATG 2017-08-19;0;2017-08-19;;;6.0;76.0;39.0;15.0;8.0;-26.0;-7.0;75.0;64.0;39.0;24.0;9.0;17.0;-5.0;11.0;5.0;3.0;1.0;-1.0;-3.0;-40.0;-24.0;8.0;-9.0;-5.0;5.0;3.0;7.0;14.0;-31.0;-9.0;-1.0;-1.0;32.0;-56.0;-55.0;-26.0;-9.0;7.0;10.0;75.0;46.0;37.0;37.0;29.0;29.0;22.0;19.0;20.0;11.0;10.0;9.0;100.0;71.0;46.0;31.0;21.0;28.0;14.0;13.0;8.0;4.0;22.0;13.0;7.0;-25.0;-16.0;42.0;-14.0;-10.0;-9.0;-3.0;25.0;-18.0;73.0;40.0;21.0;4.0;32.0;-7.0;-2.0;-1.0;-1.0;-1.0;-1.0;-21.0;-8.0;-9.0;-9.0;24.0;-4.0;-10.0;2;20:00:00;1;ATG;FLA
GRE X CAP 2017-08-20;0;2017-08-20;;;10.0;-28.0;-27.0;-24.0;-22.0;-8.0;10.0;9.0;-13.0;-1.0;2.0;12.0;2.0;1.0;8.0;-39.0;-62.0;-37.0;-23.0;-19.0;12.0;19.0;14.0;10.0;4.0;-32.0;-24.0;-21.0;-37.0;-42.0;-17.0;-8.0;-2.0;14.0;1.0;4.0;3.0;-2.0;-2.0;-2.0;0.0;19.0;9.0;7.0;1.0;15.0;-3.0;-4.0;-9.0;19.0;-27.0;-17.0;-43.0;68.0;20.0;11.0;15.0;-12.0;-7.0;-42.0;-18.0;-13.0;-10.0;-8.0;-5.0;-46.0;-24.0;12.0;-11.0;-3.0;3.0;6.0;7.0;18.0;19.0;15.0;7.0;2.0;12.0;-2.0;49.0;25.0;13.0;-22.0;-40.0;-25.0;-22.0;-15.0;-15.0;4.0;-9.0;-25.0;0;12:00:00;0;CAP;GRE
AVA X SPO 2017-08-20;1;2017-08-20;;;10.0;-44.0;-27.0;45.0;20.0;12.0;5.0;-5.0;-9.0;-11.0;-7.0;4.0;-14.0;-44.0;-20.0;-6.0;-4.0;-52.0;30.0;-2.0;-2.0;-8.0;1.0;19.0;2.0;-10.0;-9.0;-9.0;26.0;12.0;3.0;26.0;41.0;-2.0;17.0;5.0;-5.0;-12.0;21.0;21.0;-10.0;-35.0;-17.0;-14.0;16.0;-1.0;-10.0;-45.0;-24.0;-17.0;-3.0;-6.0;36.0;10.0;-70.0;-43.0;-2.0;-70.0;-49.0;-29.0;-12.0;30.0;-19.0;7.0;5.0;-6.0;-9.0;7.0;75.0;34.0;19.0;15.0;13.0;1.0;-2.0;-21.0;-64.0;-79.0;-3.0;-88.0;-53.0;-26.0;-7.0;-22.0;-15.0;-69.0;-42.0;-51.0;-34.0;-3.0;-60.0;-20.0;1;17:00:00;0;SPO;AVA
BAH X VAS 2017-08-20;0;2017-08-20;;;-10.0;-4.0;-1.0;6.0;2.0;-14.0;-9.0;-13.0;-11.0;-9.0;7.0;-7.0;8.0;-36.0;-9.0;8.0;100.0;54.0;27.0;2.0;-1.0;-12.0;-9.0;-31.0;-17.0;-9.0;-5.0;3.0;-3.0;-3.0;-5.0;-6.0;-1.0;-50.0;-3.0;-13.0;-13.0;-1.0;-8.0;-7.0;45.0;-17.0;111.0;55.0;-35.0;-35.0;-4.0;-6.0;-8.0;-1.0;4.0;1.0;25.0;-26.0;-12.0;-12.0;-18.0;-7.0;-51.0;-33.0;-19.0;-11.0;-5.0;-4.0;7.0;4.0;9.0;-11.0;6.0;15.0;10.0;7.0;17.0;13.0;10.0;8.0;7.0;-13.0;-6.0;43.0;28.0;28.0;11.0;2.0;-6.0;-9.0;-12.0;-22.0;-23.0;1.0;-6.0;-10.0;3;17:00:00;1;VAS;BAH
CRU X SPT 2017-08-20;0;2017-08-20;;;10.0;1.0;-1.0;1.0;42.0;25.0;16.0;11.0;5.0;-2.0;7.0;6.0;10.0;9.0;9.0;9.0;9.0;13.0;4.0;-40.0;-56.0;-30.0;13.0;20.0;4.0;9.0;52.0;36.0;100.0;61.0;35.0;17.0;8.0;13.0;-2.0;-2.0;-2.0;-12.0;-3.0;24.0;0.0;4.0;-2.0;-2.0;6.0;-49.0;7.0;34.0;15.0;12.0;9.0;7.0;4.0;10.0;-6.0;-6.0;-23.0;28.0;6.0;-13.0;-7.0;58.0;82.0;47.0;6.0;-28.0;-30.0;-7.0;-54.0;-35.0;-22.0;-24.0;-17.0;22.0;3.0;-5.0;-4.0;-37.0;-1.0;-34.0;-26.0;-21.0;-33.0;-27.0;-21.0;-17.0;63.0;60.0;34.0;4.0;-2.0;0.0;2;17:00:00;1;SPT;CRU
PON X BOT 2017-08-20;1;2017-08-20;;;-5.0;8.0;9.0;10.0;11.0;100.0;68.0;39.0;49.0;31.0;14.0;-1.0;10.0;-73.0;-38.0;-20.0;-14.0;-15.0;-10.0;36.0;20.0;15.0;6.0;12.0;51.0;30.0;14.0;4.0;-4.0;-4.0;-13.0;-8.0;-5.0;8.0;-33.0;-45.0;-29.0;-15.0;-7.0;2.0;10.0;42.0;27.0;19.0;15.0;10.0;7.0;-52.0;-36.0;-28.0;-41.0;-13.0;-9.0;-35.0;-24.0;-11.0;7.0;-40.0;47.0;52.0;57.0;35.0;25.0;12.0;16.0;54.0;42.0;3.0;41.0;-35.0;-13.0;-18.0;-19.0;-19.0;23.0;-13.0;-26.0;-9.0;5.0;41.0;22.0;18.0;16.0;7.0;35.0;17.0;6.0;80.0;44.0;7.0;-4.0;-60.0;2;17:00:00;1;BOT;PON
CFC X SAN 2017-08-20;0;2017-08-20;;;10.0;-32.0;-17.0;-34.0;-24.0;-20.0;34.0;17.0;53.0;34.0;22.0;85.0;12.0;9.0;4.0;-36.0;-15.0;-5.0;-19.0;-9.0;-1.0;2.0;47.0;1.0;3.0;-9.0;-10.0;-4.0;3.0;48.0;31.0;22.0;41.0;29.0;20.0;-29.0;-19.0;-18.0;-19.0;-2.0;-25.0;-41.0;-74.0;-41.0;-32.0;27.0;-36.0;-15.0;68.0;64.0;69.0;87.0;55.0;26.0;-62.0;39.0;37.0;4.0;5.0;11.0;5.0;-12.0;-4.0;-10.0;-9.0;-3.0;-3.0;26.0;8.0;-8.0;-6.0;-9.0;-5.0;-4.0;-17.0;-35.0;-19.0;-14.0;14.0;-52.0;-3.0;-33.0;-23.0;-25.0;-18.0;-19.0;-1.0;8.0;13.0;6.0;16.0;-35.0;0;20:00:00;0;SAN;CFC
PAL X CHA 2017-08-20;2;2017-08-20;;;-2.0;63.0;43.0;24.0;82.0;42.0;28.0;20.0;16.0;8.0;9.0;-6.0;-18.0;-8.0;-10.0;62.0;-59.0;-29.0;-12.0;-2.0;30.0;21.0;-9.0;20.0;23.0;18.0;14.0;13.0;22.0;19.0;17.0;-24.0;-12.0;-6.0;-76.0;-39.0;-17.0;-7.0;6.0;7.0;-40.0;-6.0;7.0;9.0;12.0;-1.0;8.0;6.0;29.0;-29.0;24.0;12.0;14.0;18.0;19.0;21.0;8.0;18.0;16.0;14.0;34.0;25.0;20.0;17.0;7.0;-28.0;-15.0;11.0;-10.0;-2.0;3.0;34.0;27.0;23.0;45.0;48.0;22.0;15.0;35.0;15.0;14.0;14.0;21.0;18.0;32.0;-24.0;-36.0;-41.0;32.0;95.0;63.0;40.0;0;20:00:00;-1;CHA;PAL
FLU X CAM 2017-08-21;1;2017-08-21;;;8.0;8.0;9.0;48.0;48.0;34.0;23.0;16.0;5.0;-21.0;-16.0;11.0;-14.0;-23.0;-8.0;-4.0;-47.0;-61.0;-11.0;-8.0;29.0;20.0;11.0;98.0;62.0;43.0;29.0;22.0;6.0;47.0;32.0;100.0;100.0;10.0;65.0;-37.0;-2.0;-43.0;-30.0;-19.0;-5.0;-49.0;-32.0;-50.0;-60.0;10.0;-21.0;-9.0;-10.0;-4.0;-6.0;-5.0;-3.0;-87.0;-45.0;-20.0;7.0;-13.0;-8.0;-7.0;-4.0;84.0;77.0;29.0;17.0;17.0;11.0;1.0;-12.0;-10.0;-8.0;-2.0;-4.0;-8.0;-7.0;-6.0;-66.0;-42.0;38.0;-23.0;-37.0;-55.0;-27.0;-14.0;-7.0;32.0;40.0;100.0;60.0;-35.0;37.0;30.0;2;21:00:00;1;CAM;FLU
FLU X VAS 2017-08-26;1;2017-08-26;;;-10.0;-2.0;-9.0;-3.0;1.0;2.0;7.0;4.0;1.0;1.0;26.0;-2.0;12.0;-28.0;-4.0;-1.0;13.0;18.0;10.0;3.0;4.0;-7.0;4.0;-5.0;-7.0;-83.0;-52.0;-33.0;-22.0;-6.0;-3.0;-3.0;-5.0;4.0;-6.0;-7.0;-1.0;3.0;-3.0;3.0;-70.0;7.0;10.0;2.0;-4.0;6.0;-3.0;-4.0;-10.0;-6.0;-9.0;-36.0;-22.0;-13.0;20.0;15.0;7.0;14.0;12.0;10.0;8.0;12.0;10.0;13.0;-22.0;-10.0;-3.0;12.0;-34.0;-24.0;-16.0;-8.0;-8.0;-5.0;-5.0;-5.0;-27.0;-10.0;-32.0;7.0;-9.0;42.0;24.0;15.0;44.0;28.0;15.0;10.0;2.0;-10.0;2.0;-5.0;0;17:00:00;-1;VAS;FLU
COR X ATG 2017-08-26;1;2017-08-26;;;-10.0;45.0;32.0;20.0;33.0;-20.0;-2.0;6.0;-12.0;-2.0;10.0;-2.0;-6.0;5.0;34.0;16.0;4.0;-5.0;1.0;57.0;75.0;49.0;4.0;34.0;69.0;-49.0;-49.0;-33.0;44.0;38.0;30.0;24.0;48.0;37.0;29.0;15.0;9.0;6.0;1.0;1.0;0.0;8.0;-63.0;-67.0;-7.0;23.0;-2.0;-3.0;6.0;40.0;21.0;48.0;63.0;2.0;47.0;94.0;15.0;58.0;37.0;49.0;-26.0;65.0;60.0;36.0;26.0;18.0;2.0;10.0;7.0;-4.0;-39.0;-22.0;-8.0;5.0;40.0;86.0;55.0;57.0;11.0;38.0;24.0;14.0;13.0;7.0;35.0;56.0;44.0;32.0;30.0;6.0;14.0;-45.0;0;20:00:00;-1;ATG;COR
