game;away_score;data;form_minute_-12;form_minute_-13;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
SPT X GRE 2017-05-28;3;2017-05-28;;;10.0;-2.0;6.0;6.0;-4.0;66.0;45.0;100.0;63.0;-100.0;-40.0;6.0;-23.0;-18.0;-4.0;32.0;26.0;57.0;35.0;-40.0;-12.0;-2.0;11.0;41.0;21.0;-61.0;35.0;9.0;67.0;100.0;71.0;49.0;34.0;-26.0;45.0;21.0;61.0;42.0;31.0;7.0;40.0;7.0;3.0;-36.0;-15.0;-81.0;-4.0;5.0;6.0;11.0;1.0;10.0;10.0;12.0;9.0;12.0;-100.0;13.0;43.0;35.0;86.0;100.0;100.0;67.0;45.0;27.0;13.0;-59.0;8.0;-5.0;-5.0;-2.0;67.0;35.0;66.0;45.0;28.0;7.0;-33.0;-20.0;-11.0;56.0;29.0;79.0;49.0;30.0;-81.0;-40.0;-29.0;-16.0;-18.0;-70.0;4;19:00:00;1;GRE;SPT
BOT X BAH 2017-05-28;0;2017-05-28;;;3.0;-7.0;5.0;6.0;16.0;16.0;16.0;16.0;16.0;15.0;9.0;4.0;-34.0;-10.0;6.0;11.0;11.0;11.0;8.0;6.0;4.0;3.0;5.0;3.0;3.0;3.0;2.0;2.0;-3.0;32.0;19.0;12.0;3.0;-30.0;-14.0;47.0;23.0;14.0;17.0;99.0;-25.0;-7.0;24.0;9.0;3.0;-10.0;-3.0;-3.0;-6.0;-51.0;-34.0;-28.0;-20.0;-15.0;-10.0;-10.0;-39.0;8.0;14.0;1.0;-7.0;34.0;-44.0;-19.0;-19.0;-21.0;-80.0;-19.0;-100.0;-77.0;-51.0;-35.0;-21.0;-8.0;39.0;18.0;9.0;4.0;-29.0;-2.0;4.0;-22.0;-23.0;-19.0;-27.0;-42.0;-29.0;39.0;-36.0;-18.0;-42.0;20.0;1;20:00:00;1;BAH;BOT
CHA X AVA 2017-05-29;0;2017-05-29;;;10.0;74.0;69.0;68.0;44.0;20.0;36.0;32.0;16.0;100.0;70.0;-34.0;37.0;17.0;6.0;-7.0;-8.0;-8.0;-38.0;-16.0;31.0;6.0;-10.0;3.0;-44.0;25.0;45.0;61.0;40.0;31.0;12.0;39.0;60.0;12.0;33.0;17.0;9.0;-2.0;-4.0;-2.0;35.0;-13.0;-9.0;-7.0;-5.0;7.0;-2.0;-4.0;7.0;8.0;39.0;31.0;22.0;16.0;18.0;12.0;17.0;10.0;9.0;14.0;11.0;-22.0;-4.0;-28.0;-13.0;-3.0;10.0;18.0;4.0;-11.0;-40.0;-26.0;-18.0;-58.0;-36.0;-21.0;-15.0;-11.0;26.0;-1.0;-3.0;-5.0;-26.0;-17.0;-12.0;-8.0;14.0;-7.0;-2.0;100.0;49.0;0.0;2;21:00:00;1;AVA;CHA
CFC X CAP 2017-06-03;0;2017-06-03;;;10.0;-26.0;20.0;45.0;24.0;23.0;11.0;32.0;8.0;-31.0;-15.0;5.0;-13.0;-14.0;-11.0;-31.0;-28.0;-81.0;-57.0;-38.0;-24.0;14.0;2.0;-4.0;46.0;29.0;12.0;-30.0;-16.0;-21.0;-16.0;-13.0;-56.0;2.0;-39.0;-38.0;-28.0;-14.0;-2.0;2.0;25.0;4.0;-23.0;-13.0;-4.0;-3.0;42.0;23.0;51.0;71.0;48.0;31.0;19.0;12.0;7.0;6.0;-7.0;33.0;50.0;100.0;62.0;33.0;14.0;3.0;-2.0;3.0;2.0;-10.0;3.0;4.0;3.0;3.0;43.0;-39.0;-11.0;-5.0;-2.0;-2.0;-12.0;-4.0;17.0;6.0;-34.0;-21.0;-45.0;-25.0;-11.0;-1.0;39.0;-34.0;33.0;-5.0;1;17:00:00;1;CAP;CFC
FLU X VIT 2017-06-03;1;2017-06-03;;;-10.0;14.0;9.0;5.0;1.0;-31.0;-17.0;-14.0;-8.0;-7.0;-5.0;-4.0;-1.0;2.0;1.0;2.0;1.0;-1.0;6.0;9.0;11.0;5.0;-5.0;31.0;17.0;8.0;88.0;51.0;27.0;18.0;7.0;-4.0;-2.0;-1.0;-1.0;5.0;1.0;-12.0;-9.0;-13.0;0.0;-4.0;2.0;5.0;36.0;9.0;100.0;84.0;56.0;39.0;27.0;18.0;35.0;25.0;34.0;35.0;5.0;25.0;13.0;7.0;10.0;12.0;10.0;9.0;-92.0;-47.0;-25.0;9.0;-23.0;-11.0;-3.0;-19.0;19.0;2.0;40.0;27.0;26.0;98.0;39.0;62.0;61.0;49.0;31.0;39.0;26.0;21.0;9.0;7.0;5.0;24.0;25.0;80.0;2;19:00:00;1;VIT;FLU
COR X SAN 2017-06-03;0;2017-06-03;;;3.0;-10.0;-11.0;-12.0;-12.0;-12.0;-13.0;-13.0;-9.0;20.0;19.0;-4.0;42.0;31.0;59.0;61.0;41.0;58.0;68.0;37.0;19.0;4.0;-49.0;-12.0;-7.0;-7.0;-1.0;3.0;3.0;3.0;3.0;3.0;18.0;-26.0;12.0;9.0;67.0;41.0;25.0;-34.0;-30.0;35.0;12.0;4.0;23.0;-12.0;18.0;-13.0;3.0;-3.0;-5.0;-5.0;-4.0;44.0;28.0;20.0;-9.0;16.0;78.0;39.0;-29.0;-1.0;47.0;28.0;18.0;14.0;30.0;-6.0;64.0;33.0;4.0;-4.0;2.0;-7.0;72.0;38.0;29.0;13.0;-1.0;9.0;26.0;12.0;8.0;21.0;14.0;7.0;6.0;9.0;10.0;-7.0;12.0;70.0;2;20:00:00;1;SAN;COR
AVA X SPT 2017-06-04;0;2017-06-04;;;10.0;-4.0;3.0;3.0;3.0;-7.0;-9.0;35.0;29.0;25.0;11.0;7.0;11.0;32.0;-65.0;-52.0;-35.0;-17.0;-3.0;1.0;1.0;4.0;-14.0;34.0;22.0;-28.0;82.0;45.0;26.0;-34.0;-6.0;27.0;7.0;32.0;2.0;1.0;-3.0;-5.0;28.0;-3.0;5.0;-66.0;-49.0;-36.0;-59.0;8.0;-42.0;-26.0;-21.0;38.0;-23.0;-9.0;-7.0;-6.0;-8.0;-35.0;2.0;-23.0;-15.0;-16.0;-12.0;-9.0;-14.0;-53.0;-35.0;-25.0;-13.0;-2.0;-5.0;2.0;2.0;-8.0;-25.0;-27.0;-22.0;-18.0;-16.0;-13.0;19.0;-12.0;-7.0;-8.0;-15.0;-8.0;-4.0;-7.0;-9.0;-7.0;-7.0;-9.0;-37.0;-30.0;1;12:00:00;1;SPT;AVA
FLA X BOT 2017-06-04;0;2017-06-04;;;4.0;-5.0;-64.0;-38.0;-23.0;-14.0;-1.0;83.0;52.0;88.0;62.0;3.0;61.0;29.0;21.0;31.0;85.0;42.0;27.0;18.0;16.0;12.0;5.0;9.0;6.0;4.0;3.0;2.0;2.0;6.0;8.0;9.0;10.0;7.0;6.0;3.0;7.0;-6.0;-2.0;-7.0;5.0;6.0;4.0;3.0;2.0;2.0;2.0;2.0;-13.0;8.0;3.0;-3.0;22.0;13.0;41.0;24.0;-2.0;19.0;16.0;16.0;13.0;3.0;6.0;3.0;6.0;3.0;32.0;-17.0;25.0;26.0;26.0;22.0;31.0;48.0;58.0;39.0;33.0;23.0;-11.0;46.0;26.0;10.0;5.0;8.0;2.0;1.0;23.0;11.0;8.0;-7.0;30.0;65.0;0;12:00:00;0;BOT;FLA
GRE X VAS 2017-06-04;0;2017-06-04;;;8.0;14.0;-46.0;30.0;-31.0;-20.0;-6.0;6.0;1.0;9.0;3.0;12.0;-17.0;9.0;29.0;16.0;19.0;14.0;4.0;3.0;4.0;3.0;15.0;-28.0;28.0;14.0;9.0;11.0;15.0;13.0;25.0;17.0;87.0;38.0;24.0;14.0;7.0;-5.0;-61.0;-44.0;0.0;15.0;2.0;-12.0;-30.0;35.0;-22.0;-13.0;-12.0;-45.0;-48.0;-31.0;-47.0;-36.0;-19.0;25.0;27.0;13.0;9.0;15.0;9.0;3.0;26.0;-21.0;-3.0;20.0;10.0;68.0;4.0;-6.0;-1.0;5.0;-30.0;-21.0;-11.0;-6.0;-3.0;1.0;47.0;1.0;6.0;29.0;22.0;18.0;-25.0;21.0;12.0;14.0;15.0;20.0;17.0;75.0;2;17:00:00;1;VAS;GRE
PAL X CAM 2017-06-04;0;2017-06-04;;;4.0;11.0;33.0;29.0;20.0;-25.0;31.0;15.0;13.0;57.0;37.0;6.0;26.0;16.0;8.0;-1.0;6.0;-3.0;47.0;31.0;16.0;-23.0;2.0;-10.0;-7.0;-7.0;-7.0;7.0;9.0;53.0;36.0;46.0;24.0;25.0;-49.0;-2.0;5.0;9.0;16.0;28.0;60.0;-9.0;-9.0;-9.0;11.0;12.0;4.0;5.0;100.0;81.0;54.0;74.0;45.0;46.0;23.0;9.0;1.0;-4.0;7.0;-24.0;-18.0;-21.0;-13.0;-9.0;-10.0;-6.0;-4.0;4.0;4.0;-2.0;-2.0;-1.0;-8.0;-2.0;-53.0;-18.0;-15.0;21.0;31.0;-20.0;-5.0;-6.0;-5.0;-16.0;-10.0;-7.0;-6.0;7.0;-54.0;24.0;37.0;0.0;0;17:00:00;0;CAM;PAL
PON X SPO 2017-06-04;0;2017-06-04;;;10.0;12.0;3.0;6.0;9.0;12.0;14.0;-12.0;-28.0;-74.0;-46.0;9.0;-50.0;-6.0;6.0;21.0;39.0;28.0;23.0;17.0;13.0;10.0;9.0;-36.0;-18.0;-16.0;-10.0;-12.0;-61.0;-29.0;-24.0;-21.0;13.0;-36.0;12.0;-9.0;-3.0;-4.0;-29.0;5.0;20.0;-3.0;-3.0;38.0;18.0;-16.0;47.0;100.0;57.0;68.0;28.0;9.0;-25.0;-13.0;-15.0;-12.0;-14.0;31.0;62.0;36.0;16.0;9.0;-8.0;-13.0;-7.0;-18.0;-17.0;-4.0;-15.0;-34.0;-18.0;-13.0;-5.0;-1.0;2.0;3.0;-4.0;12.0;-8.0;-9.0;7.0;44.0;33.0;26.0;24.0;17.0;10.0;-7.0;8.0;4.0;-13.0;-35.0;1;17:00:00;1;SPO;PON
CRU X CHA 2017-06-04;2;2017-06-04;;;-10.0;17.0;15.0;8.0;-4.0;3.0;2.0;-7.0;-9.0;-12.0;-13.0;-4.0;-55.0;-34.0;-2.0;3.0;4.0;4.0;8.0;-75.0;-37.0;-17.0;2.0;-5.0;23.0;20.0;19.0;13.0;9.0;6.0;6.0;10.0;8.0;1.0;7.0;7.0;7.0;2.0;4.0;4.0;5.0;-8.0;-3.0;-100.0;-77.0;4.0;-36.0;-18.0;43.0;32.0;22.0;41.0;-32.0;9.0;44.0;30.0;4.0;39.0;25.0;13.0;4.0;-21.0;-14.0;-5.0;-5.0;3.0;-3.0;6.0;-42.0;-24.0;-13.0;-7.0;31.0;19.0;57.0;34.0;21.0;11.0;24.0;-25.0;-24.0;-50.0;-25.0;-10.0;5.0;6.0;11.0;11.0;-7.0;22.0;29.0;-10.0;0;20:00:00;-1;CHA;CRU
BAH X ATG 2017-06-05;0;2017-06-05;;;11.0;32.0;20.0;19.0;48.0;20.0;17.0;15.0;84.0;48.0;36.0;13.0;37.0;24.0;11.0;9.0;8.0;6.0;7.0;3.0;-33.0;-11.0;-18.0;-4.0;23.0;12.0;10.0;5.0;52.0;34.0;15.0;-15.0;-16.0;-5.0;-6.0;-29.0;70.0;21.0;1.0;47.0;50.0;-62.0;-38.0;-25.0;-12.0;11.0;-2.0;7.0;9.0;10.0;10.0;1.0;6.0;3.0;2.0;1.0;9.0;-4.0;-5.0;61.0;35.0;20.0;11.0;6.0;-1.0;-1.0;-6.0;10.0;-49.0;-55.0;-43.0;75.0;28.0;19.0;17.0;44.0;24.0;38.0;13.0;71.0;71.0;48.0;19.0;5.0;-4.0;6.0;11.0;76.0;51.0;43.0;25.0;0.0;3;21:00:00;1;ATG;BAH
FLU X CAP 2017-06-06;1;2017-06-06;;;2.0;-21.0;110.0;63.0;91.0;51.0;52.0;26.0;14.0;3.0;1.0;7.0;9.0;33.0;16.0;15.0;15.0;11.0;7.0;7.0;7.0;11.0;2.0;31.0;23.0;24.0;84.0;80.0;39.0;-52.0;-27.0;-47.0;38.0;40.0;-8.0;-3.0;-3.0;-3.0;-7.0;-1.0;45.0;1.0;-5.0;-1.0;7.0;22.0;39.0;54.0;53.0;28.0;47.0;62.0;37.0;-23.0;-3.0;-2.0;10.0;-2.0;3.0;4.0;4.0;4.0;4.0;-5.0;-10.0;-5.0;-58.0;-8.0;-39.0;-27.0;-42.0;-27.0;-18.0;-12.0;-9.0;-5.0;-4.0;4.0;-88.0;-2.0;-2.0;4.0;4.0;5.0;6.0;6.0;8.0;9.0;10.0;-53.0;65.0;50.0;1;21:00:00;0;CAP;FLU
CAM X AVA 2017-06-07;0;2017-06-07;;;6.0;-22.0;-19.0;-2.0;7.0;5.0;-23.0;-1.0;88.0;47.0;29.0;8.0;14.0;1.0;-2.0;-5.0;-7.0;11.0;4.0;1.0;-2.0;-2.0;-37.0;-2.0;-3.0;3.0;8.0;12.0;15.0;16.0;-28.0;-19.0;-15.0;-14.0;-6.0;-1.0;-8.0;3.0;-32.0;-35.0;5.0;34.0;-32.0;-5.0;27.0;-6.0;8.0;-6.0;-16.0;-17.0;-21.0;-17.0;-19.0;-55.0;-32.0;-9.0;-1.0;-6.0;4.0;2.0;30.0;51.0;29.0;-52.0;-17.0;-49.0;-28.0;5.0;-13.0;-1.0;5.0;34.0;25.0;14.0;6.0;1.0;-8.0;-7.0;11.0;-6.0;-5.0;-4.0;-100.0;-65.0;-65.0;-45.0;-28.0;-14.0;-13.0;-14.0;-11.0;-5.0;1;20:30:00;1;AVA;CAM
CFC X PAL 2017-06-07;0;2017-06-07;;;10.0;-2.0;11.0;10.0;6.0;8.0;6.0;5.0;5.0;6.0;-7.0;9.0;-5.0;-6.0;-7.0;-7.0;5.0;-3.0;-3.0;6.0;7.0;9.0;-12.0;6.0;2.0;-2.0;-67.0;-67.0;-66.0;-37.0;-20.0;8.0;69.0;-12.0;47.0;21.0;51.0;28.0;16.0;4.0;-25.0;-15.0;-2.0;7.0;9.0;-94.0;4.0;-7.0;74.0;41.0;22.0;12.0;6.0;-2.0;-2.0;-2.0;-61.0;9.0;-5.0;-5.0;-32.0;-18.0;-60.0;-34.0;-13.0;-3.0;2.0;-60.0;5.0;-4.0;-3.0;-30.0;-16.0;-27.0;-9.0;-10.0;-9.0;-10.0;-69.0;-9.0;26.0;12.0;2.0;-5.0;-45.0;-33.0;-24.0;-19.0;-15.0;-46.0;-5.0;-40.0;1;20:30:00;1;PAL;CFC
SAN X BOT 2017-06-07;0;2017-06-07;;;10.0;-4.0;-7.0;-8.0;-1.0;-2.0;24.0;17.0;49.0;2.0;5.0;10.0;5.0;7.0;5.0;9.0;47.0;30.0;19.0;13.0;8.0;-45.0;15.0;-50.0;-35.0;-20.0;-12.0;-3.0;1.0;5.0;-30.0;-14.0;22.0;13.0;14.0;4.0;6.0;5.0;-44.0;-23.0;0.0;2.0;2.0;3.0;28.0;70.0;18.0;17.0;-54.0;-27.0;-19.0;-13.0;-10.0;-3.0;-1.0;1.0;42.0;-5.0;-2.0;-31.0;-17.0;-9.0;-9.0;51.0;29.0;23.0;14.0;25.0;9.0;54.0;29.0;9.0;11.0;3.0;12.0;36.0;19.0;13.0;19.0;5.0;-11.0;-38.0;-30.0;-22.0;27.0;17.0;11.0;5.0;2.0;7.0;-2.0;80.0;1;22:00:00;1;BOT;SAN
SPT X FLA 2017-06-07;0;2017-06-07;;;-1.0;22.0;2.0;2.0;-24.0;-76.0;-45.0;-69.0;-44.0;-32.0;-14.0;-1.0;-3.0;6.0;18.0;11.0;4.0;-3.0;23.0;5.0;4.0;39.0;-1.0;18.0;4.0;9.0;21.0;-30.0;-45.0;-31.0;-13.0;-14.0;-52.0;0.0;-22.0;-17.0;-15.0;-8.0;2.0;2.0;;6.0;7.0;7.0;-12.0;-1.0;-16.0;-8.0;-3.0;2.0;2.0;4.0;4.0;77.0;40.0;18.0;-1.0;2.0;-3.0;-10.0;-30.0;-22.0;-22.0;-42.0;-39.0;-25.0;-19.0;-2.0;-15.0;-11.0;-9.0;-9.0;-2.0;3.0;3.0;-6.0;-27.0;-22.0;2.0;-19.0;-47.0;-32.0;56.0;23.0;89.0;31.0;14.0;7.0;48.0;-8.0;26.0;-245.0;2;22:45:00;1;FLA;SPT
VAS X COR 2017-06-07;5;2017-06-07;;;10.0;-5.0;3.0;6.0;13.0;38.0;62.0;37.0;62.0;41.0;27.0;10.0;19.0;38.0;51.0;32.0;61.0;50.0;52.0;68.0;42.0;23.0;11.0;15.0;14.0;7.0;31.0;44.0;22.0;9.0;18.0;17.0;11.0;-83.0;-77.0;-35.0;-11.0;-2.0;71.0;77.0;65.0;6.0;75.0;46.0;100.0;-47.0;100.0;79.0;39.0;38.0;21.0;12.0;32.0;69.0;70.0;-50.0;-36.0;-19.0;66.0;33.0;23.0;33.0;19.0;6.0;27.0;44.0;19.0;-26.0;21.0;12.0;10.0;8.0;15.0;35.0;28.0;48.0;32.0;-22.0;-21.0;4.0;29.0;-37.0;-16.0;37.0;-79.0;-45.0;39.0;4.0;-9.0;-11.0;-5.0;-80.0;2;22:45:00;-1;COR;VAS
ATG X PON 2017-06-08;0;2017-06-08;;;40.0;9.0;-38.0;-22.0;-17.0;-14.0;-11.0;-2.0;5.0;7.0;51.0;-24.0;53.0;36.0;26.0;20.0;15.0;19.0;16.0;4.0;-36.0;-30.0;-4.0;-22.0;-11.0;37.0;23.0;38.0;15.0;1.0;88.0;47.0;42.0;-10.0;22.0;10.0;-3.0;-5.0;-2.0;-4.0;75.0;2.0;-24.0;-19.0;-15.0;-10.0;-33.0;-24.0;-16.0;-13.0;-11.0;-9.0;-14.0;-9.0;-7.0;-5.0;-10.0;-4.0;-3.0;-3.0;-3.0;69.0;42.0;-42.0;-11.0;-8.0;-41.0;-5.0;-26.0;-14.0;-11.0;-35.0;-67.0;-18.0;27.0;-34.0;102.0;53.0;19.0;46.0;22.0;12.0;-3.0;-5.0;-48.0;-31.0;22.0;38.0;19.0;12.0;-34.0;20.0;3;20:30:00;1;PON;ATG
SPO X VIT 2017-06-08;0;2017-06-08;;;-10.0;22.0;17.0;13.0;10.0;27.0;52.0;33.0;21.0;-24.0;-9.0;-51.0;-3.0;5.0;-21.0;20.0;5.0;2.0;6.0;17.0;73.0;48.0;35.0;29.0;12.0;-22.0;-15.0;14.0;39.0;46.0;26.0;13.0;45.0;22.0;23.0;6.0;3.0;11.0;8.0;30.0;5.0;6.0;8.0;7.0;6.0;100.0;-23.0;58.0;-28.0;3.0;28.0;55.0;50.0;77.0;46.0;5.0;68.0;1.0;26.0;25.0;10.0;4.0;74.0;38.0;18.0;7.0;6.0;44.0;-7.0;-15.0;-18.0;-14.0;-58.0;-54.0;-100.0;-100.0;-83.0;-6.0;26.0;5.0;10.0;8.0;-5.0;6.0;-30.0;-12.0;-3.0;-3.0;4.0;47.0;-7.0;75.0;2;20:30:00;1;VIT;SPO
CHA X GRE 2017-06-08;6;2017-06-08;;;-10.0;13.0;9.0;3.0;2.0;39.0;18.0;6.0;-4.0;-9.0;-8.0;32.0;-5.0;-84.0;-50.0;-29.0;-22.0;-3.0;7.0;-72.0;-31.0;30.0;16.0;40.0;28.0;22.0;8.0;3.0;1.0;36.0;20.0;13.0;7.0;32.0;-35.0;-25.0;-19.0;-16.0;-7.0;47.0;35.0;57.0;40.0;50.0;51.0;15.0;31.0;15.0;75.0;78.0;46.0;63.0;33.0;11.0;5.0;8.0;5.0;-70.0;-100.0;-75.0;-50.0;-35.0;-21.0;7.0;36.0;9.0;-43.0;9.0;-26.0;-21.0;-20.0;77.0;67.0;41.0;26.0;22.0;8.0;4.0;-27.0;-19.0;-8.0;-84.0;-31.0;-19.0;-11.0;-3.0;7.0;7.0;8.0;36.0;79.0;-120.0;3;21:00:00;-1;GRE;CHA
BAH X CRU 2017-06-08;0;2017-06-08;;;10.0;29.0;19.0;53.0;34.0;-38.0;-8.0;5.0;5.0;9.0;71.0;8.0;35.0;13.0;-22.0;-35.0;-52.0;-27.0;40.0;20.0;43.0;32.0;6.0;23.0;15.0;13.0;10.0;7.0;-5.0;-44.0;-54.0;-35.0;-23.0;7.0;-9.0;5.0;57.0;74.0;38.0;41.0;15.0;24.0;14.0;4.0;-29.0;7.0;-12.0;-1.0;7.0;10.0;14.0;2.0;-21.0;-37.0;-28.0;-18.0;11.0;-26.0;-13.0;-65.0;-7.0;-3.0;1.0;-19.0;-51.0;-7.0;-4.0;3.0;-2.0;-4.0;1.0;-21.0;26.0;8.0;30.0;23.0;15.0;7.0;-4.0;5.0;54.0;31.0;22.0;16.0;13.0;1.0;23.0;11.0;4.0;23.0;2.0;0.0;1;22:00:00;1;CRU;BAH
PAL X FLU 2017-06-10;1;2017-06-10;;;8.0;13.0;88.0;59.0;42.0;46.0;34.0;12.0;5.0;5.0;-72.0;-21.0;-35.0;-19.0;12.0;62.0;47.0;28.0;-33.0;-13.0;-13.0;-8.0;-7.0;-4.0;1.0;7.0;32.0;26.0;17.0;12.0;8.0;40.0;23.0;-4.0;-25.0;76.0;41.0;22.0;13.0;-46.0;-30.0;-33.0;-27.0;-23.0;-9.0;-2.0;-2.0;-1.0;-1.0;-1.0;-6.0;-4.0;4.0;-2.0;-4.0;-11.0;6.0;8.0;22.0;100.0;91.0;52.0;29.0;19.0;3.0;-2.0;1.0;13.0;1.0;1.0;1.0;65.0;44.0;56.0;33.0;50.0;23.0;12.0;10.0;9.0;4.0;-2.0;-1.0;-27.0;-29.0;-35.0;-25.0;-13.0;32.0;12.0;-59.0;65.0;3;17:00:00;1;FLU;PAL
VAS X SPT 2017-06-10;1;2017-06-10;;;7.0;-7.0;-7.0;-7.0;-5.0;-5.0;-5.0;-19.0;-3.0;-4.0;-34.0;10.0;-25.0;-9.0;10.0;8.0;-44.0;-25.0;-17.0;-13.0;-5.0;3.0;8.0;-6.0;12.0;4.0;1.0;-2.0;-1.0;-3.0;-3.0;-3.0;-3.0;10.0;-5.0;-12.0;-2.0;5.0;6.0;10.0;40.0;41.0;29.0;23.0;49.0;12.0;24.0;7.0;41.0;21.0;2.0;-17.0;-24.0;24.0;13.0;3.0;7.0;63.0;37.0;38.0;100.0;64.0;27.0;15.0;-57.0;-36.0;-27.0;-6.0;-17.0;-11.0;-8.0;-8.0;-7.0;-7.0;-72.0;-43.0;-27.0;-42.0;-7.0;-30.0;-14.0;-9.0;-11.0;-6.0;-4.0;-3.0;-3.0;-2.0;-7.0;-5.0;-9.0;5.0;2;20:00:00;1;SPT;VAS
BOT X CFC 2017-06-11;2;2017-06-11;;;10.0;-18.0;-11.0;32.0;15.0;-25.0;19.0;-33.0;-15.0;33.0;46.0;9.0;24.0;15.0;-27.0;-16.0;86.0;41.0;22.0;14.0;7.0;-3.0;11.0;-3.0;7.0;9.0;2.0;-33.0;-21.0;-16.0;-7.0;-6.0;33.0;14.0;-24.0;62.0;41.0;21.0;32.0;2.0;5.0;-4.0;-9.0;-8.0;10.0;16.0;7.0;5.0;5.0;4.0;3.0;-74.0;-41.0;-23.0;-13.0;-11.0;-25.0;37.0;19.0;-31.0;-11.0;-1.0;35.0;87.0;48.0;-67.0;-28.0;-8.0;64.0;14.0;9.0;6.0;-5.0;8.0;9.0;43.0;23.0;12.0;-75.0;24.0;6.0;-3.0;5.0;27.0;19.0;16.0;14.0;13.0;10.0;-39.0;10.0;-20.0;2;12:00:00;0;CFC;BOT
AVA X FLA 2017-06-11;1;2017-06-11;;;-10.0;-7.0;-9.0;-1.0;-1.0;6.0;8.0;10.0;1.0;-4.0;-4.0;-9.0;27.0;7.0;-12.0;-9.0;-11.0;-37.0;-19.0;-33.0;-24.0;-18.0;27.0;-53.0;-28.0;-8.0;7.0;53.0;65.0;44.0;26.0;41.0;16.0;8.0;3.0;2.0;-4.0;-1.0;2.0;-9.0;25.0;27.0;-43.0;-15.0;-7.0;-10.0;-7.0;-9.0;-5.0;-6.0;-37.0;-24.0;-42.0;78.0;28.0;16.0;-4.0;-24.0;-88.0;-61.0;-19.0;-14.0;-9.0;-69.0;-59.0;-41.0;-29.0;-5.0;-21.0;-12.0;-12.0;-19.0;-18.0;-7.0;-1.0;3.0;-9.0;17.0;-4.0;23.0;15.0;4.0;-4.0;-10.0;-11.0;-10.0;-9.0;-4.0;-15.0;-7.0;7.0;0.0;1;17:00:00;0;FLA;AVA
COR X SPO 2017-06-11;2;2017-06-11;;;10.0;22.0;15.0;5.0;5.0;5.0;5.0;5.0;15.0;-70.0;-30.0;10.0;-12.0;-2.0;2.0;41.0;20.0;8.0;-29.0;-8.0;-1.0;15.0;10.0;8.0;11.0;7.0;5.0;3.0;9.0;17.0;11.0;7.0;5.0;45.0;7.0;92.0;91.0;50.0;25.0;11.0;;-14.0;-16.0;-15.0;-14.0;36.0;-13.0;-17.0;-4.0;-27.0;-10.0;60.0;42.0;29.0;24.0;-21.0;23.0;-13.0;-3.0;5.0;-3.0;73.0;42.0;-41.0;-9.0;-10.0;-12.0;94.0;-12.0;-4.0;-2.0;-39.0;-26.0;-18.0;-14.0;-12.0;-43.0;-29.0;58.0;-20.0;-15.0;-16.0;-8.0;-81.0;-10.0;-7.0;-5.0;-5.0;40.0;34.0;17.0;20.0;3;17:00:00;1;SPO;COR
PON X CHA 2017-06-11;2;2017-06-11;;;10.0;18.0;5.0;3.0;-2.0;-53.0;-34.0;68.0;27.0;16.0;12.0;4.0;7.0;-12.0;-14.0;-45.0;-34.0;23.0;52.0;27.0;14.0;4.0;6.0;-76.0;-53.0;-36.0;-32.0;-24.0;-14.0;-13.0;-18.0;-15.0;-14.0;-7.0;-39.0;-29.0;-23.0;-25.0;-11.0;-2.0;-5.0;-2.0;-3.0;-26.0;-14.0;-4.0;-7.0;7.0;5.0;4.0;-21.0;-7.0;-5.0;-4.0;-3.0;-1.0;-2.0;-2.0;71.0;21.0;2.0;-5.0;-11.0;-17.0;-13.0;-47.0;-27.0;-4.0;-15.0;-8.0;-99.0;-100.0;-100.0;-100.0;-100.0;-74.0;-41.0;-22.0;-11.0;-5.0;-1.0;-1.0;-1.0;3.0;3.0;-13.0;-5.0;-22.0;-8.0;30.0;6.0;5.0;3;17:00:00;1;CHA;PON
