game;addedTime;assist1;assist1Name;awayScore;homeScore;id;incidentClass;incidentType;isHome;player;time
CHV X MIL 25-10-2017;;{'name': 'Suso', 'slug': 'suso', 'shortName': 'Suso', 'position': 'F', 'userCount': 4448, 'id': 96370};;4;1;121933551;regular;goal;False;{'name': 'Nikola Kalinić', 'slug': 'nikola-kalinic', 'shortName': 'N. Kalinić', 'position': 'F', 'userCount': 2497, 'id': 31273};64
CHV X MIL 25-10-2017;;;;3;1;121933547;regular;goal;True;{'name': 'Valter Birsa', 'slug': 'valter-birsa', 'shortName': 'V. Birsa', 'position': 'M', 'userCount': 386, 'id': 15635};61
CHV X MIL 25-10-2017;;{'name': 'Franck Kessié', 'slug': 'franck-kessie', 'shortName': 'F. Kessié', 'position': 'M', 'userCount': 2950, 'id': 359226};;3;0;121933550;regular;goal;False;{'name': 'Hakan Çalhanoğlu', 'slug': 'hakan-calhanoglu', 'shortName': 'H. Çalhanoğlu', 'position': 'M', 'userCount': 6474, 'id': 135700};55
CHV X MIL 25-10-2017;;;;2;0;121933549;ownGoal;goal;False;{'name': 'Boštjan Cesar', 'slug': 'bostjan-cesar', 'shortName': 'B. Cesar', 'position': 'D', 'userCount': 69, 'id': 11068};42
CHV X MIL 25-10-2017;;;;1;0;121933548;regular;goal;False;{'name': 'Suso', 'slug': 'suso', 'shortName': 'Suso', 'position': 'F', 'userCount': 4448, 'id': 96370};36
FIO X TOR 25-10-2017;;;;0;3;121933567;penalty;goal;True;{'name': 'Khouma Babacar', 'slug': 'khouma-babacar', 'shortName': 'K. Babacar', 'position': 'F', 'userCount': 702, 'id': 88697};74
FIO X TOR 25-10-2017;;{'name': 'Marco Benassi', 'slug': 'marco-benassi', 'shortName': 'M. Benassi', 'position': 'M', 'userCount': 846, 'id': 249629};;0;2;121933566;regular;goal;True;{'name': 'Giovanni Simeone', 'slug': 'giovanni-simeone', 'shortName': 'G. Simeone', 'position': 'F', 'userCount': 2499, 'id': 341143};66
FIO X TOR 25-10-2017;;{'name': 'Giovanni Simeone', 'slug': 'giovanni-simeone', 'shortName': 'G. Simeone', 'position': 'F', 'userCount': 2499, 'id': 341143};;0;1;121933565;regular;goal;True;{'name': 'Marco Benassi', 'slug': 'marco-benassi', 'shortName': 'M. Benassi', 'position': 'M', 'userCount': 846, 'id': 249629};29
GEN X NAP 25-10-2017;;{'name': 'Luca Rigoni', 'slug': 'luca-rigoni', 'shortName': 'L. Rigoni', 'position': 'M', 'userCount': 73, 'id': 11724};;3;2;121933569;regular;goal;True;{'name': 'Armando Izzo', 'slug': 'armando-izzo', 'shortName': 'A. Izzo', 'position': 'D', 'userCount': 1208, 'id': 165583};76
GEN X NAP 25-10-2017;;;;3;1;121933572;ownGoal;goal;False;{'name': 'Ervin Zukanović', 'slug': 'ervin-zukanovic', 'shortName': 'E. Zukanović', 'position': 'D', 'userCount': 320, 'id': 48543};60
GEN X NAP 25-10-2017;;{'name': 'Amadou Diawara', 'slug': 'amadou-diawara', 'shortName': 'A. Diawara', 'position': 'M', 'userCount': 2592, 'id': 788895};;2;1;121933571;regular;goal;False;{'name': 'Dries Mertens', 'slug': 'dries-mertens', 'shortName': 'D. Mertens', 'position': 'F', 'userCount': 8984, 'id': 32493};30
GEN X NAP 25-10-2017;;;;1;1;121933570;regular;goal;False;{'name': 'Dries Mertens', 'slug': 'dries-mertens', 'shortName': 'D. Mertens', 'position': 'F', 'userCount': 8984, 'id': 32493};14
GEN X NAP 25-10-2017;;{'name': 'Andrej Gălăbinov', 'slug': 'andrej-galabinov', 'shortName': 'A. Gălăbinov', 'position': 'F', 'userCount': 133, 'id': 80110};;0;1;121933568;regular;goal;True;{'name': 'Adel Taarabt', 'slug': 'adel-taarabt', 'shortName': 'A. Taarabt', 'position': 'M', 'userCount': 2551, 'id': 18126};4
JUV X SPA 25-10-2017;;{'name': 'Douglas Costa', 'slug': 'douglas-costa', 'shortName': 'D. Costa', 'position': 'F', 'userCount': 16920, 'id': 47908};;1;4;121933558;regular;goal;True;{'name': 'Juan Cuadrado', 'slug': 'juan-cuadrado', 'shortName': 'J. Cuadrado', 'position': 'D', 'userCount': 10324, 'id': 47743};70
JUV X SPA 25-10-2017;;;;1;3;121933557;regular;goal;True;{'name': 'Gonzalo Higuaín', 'slug': 'gonzalo-higuain', 'shortName': 'G. Higuaín', 'position': 'F', 'userCount': 18167, 'id': 19438};65
JUV X SPA 25-10-2017;;{'name': 'Federico Mattiello', 'slug': 'federico-mattiello', 'shortName': 'F. Mattiello', 'position': 'M', 'userCount': 199, 'id': 227866};;1;2;121933559;regular;goal;False;{'name': 'Alberto Paloschi', 'slug': 'alberto-paloschi', 'shortName': 'A. Paloschi', 'position': 'F', 'userCount': 167, 'id': 33903};34
JUV X SPA 25-10-2017;;;;0;2;121933556;regular;goal;True;{'name': 'Paulo Dybala', 'slug': 'paulo-dybala', 'shortName': 'P. Dybala', 'position': 'F', 'userCount': 83197, 'id': 256219};22
JUV X SPA 25-10-2017;;{'name': 'Douglas Costa', 'slug': 'douglas-costa', 'shortName': 'D. Costa', 'position': 'F', 'userCount': 16920, 'id': 47908};;0;1;121933555;regular;goal;True;{'name': 'Federico Bernardeschi', 'slug': 'federico-bernardeschi', 'shortName': 'F. Bernardeschi', 'position': 'M', 'userCount': 6675, 'id': 294597};14
ROM X CRO 25-10-2017;;;;0;1;121933576;penalty;goal;True;{'name': 'Diego Perotti', 'slug': 'diego-perotti', 'shortName': 'D. Perotti', 'position': 'M', 'userCount': 1760, 'id': 47171};10
SAS X UDI 25-10-2017;;{'name': 'Stipe Perica', 'slug': 'stipe-perica', 'shortName': 'S. Perica', 'position': 'F', 'userCount': 271, 'id': 284845};;1;0;121933579;regular;goal;False;{'name': 'Antonín Barák', 'slug': 'antonin-barak', 'shortName': 'A. Barák', 'position': 'M', 'userCount': 488, 'id': 330705};32
MIL X JUV 28-10-2017;;{'name': 'Kwadwo Asamoah', 'slug': 'kwadwo-asamoah', 'shortName': 'K. Asamoah', 'position': 'M', 'userCount': 6545, 'id': 32742};;2;0;121950043;regular;goal;False;{'name': 'Gonzalo Higuaín', 'slug': 'gonzalo-higuain', 'shortName': 'G. Higuaín', 'position': 'F', 'userCount': 18167, 'id': 19438};63
MIL X JUV 28-10-2017;;{'name': 'Paulo Dybala', 'slug': 'paulo-dybala', 'shortName': 'P. Dybala', 'position': 'F', 'userCount': 83197, 'id': 256219};;1;0;121950042;regular;goal;False;{'name': 'Gonzalo Higuaín', 'slug': 'gonzalo-higuain', 'shortName': 'G. Higuaín', 'position': 'F', 'userCount': 18167, 'id': 19438};23
ROM X BGN 28-10-2017;;{'name': 'Lorenzo Pellegrini', 'slug': 'lorenzo-pellegrini', 'shortName': 'L. Pellegrini', 'position': 'M', 'userCount': 3083, 'id': 555540};;0;1;121951729;regular;goal;True;{'name': 'Stephan El Shaarawy', 'slug': 'stephan-el-shaarawy', 'shortName': 'S. El Shaarawy', 'position': 'M', 'userCount': 3724, 'id': 45925};33
BEM X LAZ 29-10-2017;;{'name': 'Ciro Immobile', 'slug': 'ciro-immobile', 'shortName': 'C. Immobile', 'position': 'F', 'userCount': 10467, 'id': 45923};;5;1;121956024;regular;goal;False;{'name': 'Nani', 'slug': 'nani', 'shortName': 'Nani', 'position': 'F', 'userCount': 2182, 'id': 17740};86
BEM X LAZ 29-10-2017;;{'name': 'Nani', 'slug': 'nani', 'shortName': 'Nani', 'position': 'F', 'userCount': 2182, 'id': 17740};;4;1;121956023;regular;goal;False;{'name': 'Marco Parolo', 'slug': 'marco-parolo', 'shortName': 'M. Parolo', 'position': 'M', 'userCount': 643, 'id': 76122};76
BEM X LAZ 29-10-2017;;{'name': 'Danilo Cataldi', 'slug': 'danilo-cataldi', 'shortName': 'D. Cataldi', 'position': 'M', 'userCount': 342, 'id': 317301};;3;1;121956019;regular;goal;True;{'name': 'Achraf Lazaar', 'slug': 'achraf-lazaar', 'shortName': 'A. Lazaar', 'position': 'D', 'userCount': 426, 'id': 209940};55
BEM X LAZ 29-10-2017;;{'name': 'Ciro Immobile', 'slug': 'ciro-immobile', 'shortName': 'C. Immobile', 'position': 'F', 'userCount': 10467, 'id': 45923};;3;0;121956022;regular;goal;False;{'name': 'Adam Marušić', 'slug': 'adam-marusic', 'shortName': 'A. Marušić', 'position': 'M', 'userCount': 387, 'id': 267619};24
BEM X LAZ 29-10-2017;;{'name': 'Sergej Milinković-Savić', 'slug': 'sergej-milinkovic-savic', 'shortName': 'S. Milinković-Savić', 'position': 'M', 'userCount': 5986, 'id': 331447};;2;0;121956021;regular;goal;False;{'name': 'Ciro Immobile', 'slug': 'ciro-immobile', 'shortName': 'C. Immobile', 'position': 'F', 'userCount': 10467, 'id': 45923};13
BEM X LAZ 29-10-2017;;{'name': 'Ciro Immobile', 'slug': 'ciro-immobile', 'shortName': 'C. Immobile', 'position': 'F', 'userCount': 10467, 'id': 45923};;1;0;121956020;regular;goal;False;{'name': 'Bastos', 'slug': 'bastos', 'shortName': 'Bastos', 'position': 'D', 'userCount': 836, 'id': 215956};4
CRO X FIO 29-10-2017;;{'name': 'Federico Chiesa', 'slug': 'federico-chiesa', 'shortName': 'F. Chiesa', 'position': 'F', 'userCount': 4580, 'id': 845386};;1;2;121957869;regular;goal;False;{'name': 'Marco Benassi', 'slug': 'marco-benassi', 'shortName': 'M. Benassi', 'position': 'M', 'userCount': 846, 'id': 249629};44
CRO X FIO 29-10-2017;;;;0;2;121957868;regular;goal;True;{'name': 'Marcello Trotta', 'slug': 'marcello-trotta', 'shortName': 'M. Trotta', 'position': 'F', 'userCount': 106, 'id': 157641};18
CRO X FIO 29-10-2017;;{'name': 'Marcello Trotta', 'slug': 'marcello-trotta', 'shortName': 'M. Trotta', 'position': 'F', 'userCount': 106, 'id': 157641};;0;1;121957867;regular;goal;True;{'name': 'Ante Budimir', 'slug': 'ante-budimir', 'shortName': 'A. Budimir', 'position': 'F', 'userCount': 841, 'id': 37318};17
NAP X SAS 29-10-2017;;{'name': 'Raúl Albiol', 'slug': 'raul-albiol', 'shortName': 'R. Albiol', 'position': 'D', 'userCount': 1064, 'id': 3041};;1;3;121957845;regular;goal;True;{'name': 'Dries Mertens', 'slug': 'dries-mertens', 'shortName': 'D. Mertens', 'position': 'F', 'userCount': 8984, 'id': 32493};54
NAP X SAS 29-10-2017;;;;1;2;121957844;regular;goal;True;{'name': 'José Callejón', 'slug': 'jose-callejon', 'shortName': 'J. Callejón', 'position': 'M', 'userCount': 2940, 'id': 40965};44
NAP X SAS 29-10-2017;;{'name': 'Matteo Politano', 'slug': 'matteo-politano', 'shortName': 'M. Politano', 'position': 'F', 'userCount': 1987, 'id': 235672};;1;1;121957846;regular;goal;False;{'name': 'Diego Falcinelli', 'slug': 'diego-falcinelli', 'shortName': 'D. Falcinelli', 'position': 'F', 'userCount': 172, 'id': 80802};41
NAP X SAS 29-10-2017;;;;0;1;121957843;regular;goal;True;{'name': 'Allan', 'slug': 'allan', 'shortName': 'Allan', 'position': 'M', 'userCount': 2850, 'id': 158277};22
SPA X GEN 29-10-2017;;{'name': 'Alberto Paloschi', 'slug': 'alberto-paloschi', 'shortName': 'A. Paloschi', 'position': 'F', 'userCount': 167, 'id': 33903};;0;1;121957921;regular;goal;True;{'name': 'Mirco Antenucci', 'slug': 'mirco-antenucci', 'shortName': 'M. Antenucci', 'position': 'F', 'userCount': 303, 'id': 587720};56
SAM X CHV 29-10-2017;;;;1;4;121957835;regular;goal;True;{'name': 'Lucas Torreira', 'slug': 'lucas-torreira', 'shortName': 'L. Torreira', 'position': 'M', 'userCount': 5072, 'id': 754794};84
SAM X CHV 29-10-2017;;{'name': 'Fabio Quagliarella', 'slug': 'fabio-quagliarella', 'shortName': 'F. Quagliarella', 'position': 'F', 'userCount': 2932, 'id': 11621};;1;3;121957834;regular;goal;True;{'name': 'Duván Zapata', 'slug': 'duvan-zapata', 'shortName': 'D. Zapata', 'position': 'F', 'userCount': 7878, 'id': 38162};44
SAM X CHV 29-10-2017;;;;1;2;121957833;regular;goal;True;{'name': 'Lucas Torreira', 'slug': 'lucas-torreira', 'shortName': 'L. Torreira', 'position': 'M', 'userCount': 5072, 'id': 754794};26
SAM X CHV 29-10-2017;;{'name': 'Valter Birsa', 'slug': 'valter-birsa', 'shortName': 'V. Birsa', 'position': 'M', 'userCount': 386, 'id': 15635};;1;1;121957836;regular;goal;False;{'name': 'Fabrizio Cacciatore', 'slug': 'fabrizio-cacciatore', 'shortName': 'F. Cacciatore', 'position': 'D', 'userCount': 212, 'id': 44136};24
SAM X CHV 29-10-2017;;;;0;1;121957832;regular;goal;True;{'name': 'Karol Linetty', 'slug': 'karol-linetty', 'shortName': 'K. Linetty', 'position': 'M', 'userCount': 3032, 'id': 189135};20
UDI X ATT 29-10-2017;;{'name': 'Valon Behrami', 'slug': 'valon-behrami', 'shortName': 'V. Behrami', 'position': 'M', 'userCount': 296, 'id': 11654};;1;2;121957830;regular;goal;True;{'name': 'Antonín Barák', 'slug': 'antonin-barak', 'shortName': 'A. Barák', 'position': 'M', 'userCount': 488, 'id': 330705};68
UDI X ATT 29-10-2017;1.0;;;1;1;121957829;penalty;goal;True;{'name': 'Rodrigo De Paul', 'slug': 'rodrigo-de-paul', 'shortName': 'R. D. Paul', 'position': 'M', 'userCount': 3349, 'id': 249399};45
UDI X ATT 29-10-2017;;{'name': 'Rafael Tolói', 'slug': 'rafael-toloi', 'shortName': 'R. Tolói', 'position': 'D', 'userCount': 1020, 'id': 82943};;1;0;121957831;regular;goal;False;{'name': 'Jasmin Kurtić', 'slug': 'jasmin-kurtic', 'shortName': 'J. Kurtić', 'position': 'M', 'userCount': 822, 'id': 61445};29
TOR X CAG 29-10-2017;;;;1;2;121962614;regular;goal;True;{'name': 'Joel Obi', 'slug': 'joel-obi', 'shortName': 'J. Obi', 'position': 'M', 'userCount': 144, 'id': 79403};66
TOR X CAG 29-10-2017;;{'name': 'Cristian Ansaldi', 'slug': 'cristian-ansaldi', 'shortName': 'C. Ansaldi', 'position': 'M', 'userCount': 975, 'id': 43476};;1;1;121962613;regular;goal;True;{'name': 'Iago Falque', 'slug': 'iago-falque', 'shortName': 'I. Falque', 'position': 'F', 'userCount': 894, 'id': 46707};40
TOR X CAG 29-10-2017;;{'name': 'Diego Farias', 'slug': 'diego-farias', 'shortName': 'D. Farias', 'position': 'F', 'userCount': 274, 'id': 41008};;1;0;121962615;regular;goal;False;{'name': 'Nicolò Barella', 'slug': 'nicolo-barella', 'shortName': 'N. Barella', 'position': 'M', 'userCount': 4686, 'id': 363856};30
HEL X INT 30-10-2017;;;;2;1;121965150;regular;goal;False;{'name': 'Ivan Perišić', 'slug': 'ivan-perisic', 'shortName': 'I. Perišić', 'position': 'M', 'userCount': 8958, 'id': 38710};67
HEL X INT 30-10-2017;;;;1;1;121965148;penalty;goal;True;{'name': 'Giampaolo Pazzini', 'slug': 'giampaolo-pazzini', 'shortName': 'G. Pazzini', 'position': 'F', 'userCount': 400, 'id': 2033};59
HEL X INT 30-10-2017;;{'name': 'Antonio Candreva', 'slug': 'antonio-candreva', 'shortName': 'A. Candreva', 'position': 'M', 'userCount': 2164, 'id': 27982};;1;0;121965149;regular;goal;False;{'name': 'Borja Valero', 'slug': 'borja-valero', 'shortName': 'B. Valero', 'position': 'M', 'userCount': 977, 'id': 19373};36
BGN X CRO 04-11-2017;;;;3;2;121997690;regular;goal;False;{'name': 'Ante Budimir', 'slug': 'ante-budimir', 'shortName': 'A. Budimir', 'position': 'F', 'userCount': 841, 'id': 37318};70
BGN X CRO 04-11-2017;;;;2;2;121997689;penalty;goal;False;{'name': 'Marcello Trotta', 'slug': 'marcello-trotta', 'shortName': 'M. Trotta', 'position': 'F', 'userCount': 106, 'id': 157641};68
BGN X CRO 04-11-2017;1.0;;;1;2;121997687;regular;goal;True;{'name': 'Simone Verdi', 'slug': 'simone-verdi', 'shortName': 'S. Verdi', 'position': 'F', 'userCount': 1607, 'id': 98058};45
BGN X CRO 04-11-2017;;;;1;1;121997688;regular;goal;False;{'name': 'Ante Budimir', 'slug': 'ante-budimir', 'shortName': 'A. Budimir', 'position': 'F', 'userCount': 841, 'id': 37318};42
BGN X CRO 04-11-2017;;;;0;1;121997686;regular;goal;True;{'name': 'Simone Verdi', 'slug': 'simone-verdi', 'shortName': 'S. Verdi', 'position': 'F', 'userCount': 1607, 'id': 98058};38
GEN X SAM 04-11-2017;;{'name': 'Duván Zapata', 'slug': 'duvan-zapata', 'shortName': 'D. Zapata', 'position': 'F', 'userCount': 7878, 'id': 38162};;2;0;122000441;regular;goal;False;{'name': 'Fabio Quagliarella', 'slug': 'fabio-quagliarella', 'shortName': 'F. Quagliarella', 'position': 'F', 'userCount': 2932, 'id': 11621};84
GEN X SAM 04-11-2017;;{'name': 'Duván Zapata', 'slug': 'duvan-zapata', 'shortName': 'D. Zapata', 'position': 'F', 'userCount': 7878, 'id': 38162};;1;0;122000440;regular;goal;False;{'name': 'Gastón Ramírez', 'slug': 'gaston-ramirez', 'shortName': 'G. Ramírez', 'position': 'M', 'userCount': 762, 'id': 135590};24
INT X TOR 05-11-2017;;{'name': 'Mauro Icardi', 'slug': 'mauro-icardi', 'shortName': 'M. Icardi', 'position': 'F', 'userCount': 15518, 'id': 233114};;1;1;122005379;regular;goal;True;{'name': 'Éder', 'slug': 'eder', 'shortName': 'Éder', 'position': 'F', 'userCount': 645, 'id': 18082};79
INT X TOR 05-11-2017;;{'name': 'Lorenzo De Silvestri', 'slug': 'lorenzo-de-silvestri', 'shortName': 'L. D. Silvestri', 'position': 'M', 'userCount': 711, 'id': 14718};;1;0;122005380;regular;goal;False;{'name': 'Iago Falque', 'slug': 'iago-falque', 'shortName': 'I. Falque', 'position': 'F', 'userCount': 894, 'id': 46707};59
CAG X HEL 05-11-2017;;;;1;2;122007719;regular;goal;True;{'name': 'Paolo Faragò', 'slug': 'paolo-farago', 'shortName': 'P. Faragò', 'position': 'D', 'userCount': 100, 'id': 253387};85
CAG X HEL 05-11-2017;;{'name': 'Luca Cigarini', 'slug': 'luca-cigarini', 'shortName': 'L. Cigarini', 'position': 'M', 'userCount': 173, 'id': 12656};;1;1;122007718;regular;goal;True;{'name': 'Luca Ceppitelli', 'slug': 'luca-ceppitelli', 'shortName': 'L. Ceppitelli', 'position': 'D', 'userCount': 245, 'id': 131108};28
CAG X HEL 05-11-2017;;{'name': 'Alessio Cerci', 'slug': 'alessio-cerci', 'shortName': 'A. Cerci', 'position': 'F', 'userCount': 160, 'id': 1778};;1;0;122007720;regular;goal;False;{'name': 'Bruno Zuculini', 'slug': 'bruno-zuculini', 'shortName': 'B. Zuculini', 'position': 'M', 'userCount': 139, 'id': 249409};6
FIO X ROM 05-11-2017;;{'name': 'Radja Nainggolan', 'slug': 'radja-nainggolan', 'shortName': 'R. Nainggolan', 'position': 'M', 'userCount': 6198, 'id': 44001};;4;2;122007773;regular;goal;False;{'name': 'Diego Perotti', 'slug': 'diego-perotti', 'shortName': 'D. Perotti', 'position': 'M', 'userCount': 1760, 'id': 47171};87
FIO X ROM 05-11-2017;;{'name': 'Edin Džeko', 'slug': 'edin-dzeko', 'shortName': 'E. Džeko', 'position': 'F', 'userCount': 7795, 'id': 14990};;3;2;122007772;regular;goal;False;{'name': 'Konstantinos Manolas', 'slug': 'konstantinos-manolas', 'shortName': 'K. Manolas', 'position': 'D', 'userCount': 3017, 'id': 41234};50
FIO X ROM 05-11-2017;;{'name': 'Cristiano Biraghi', 'slug': 'cristiano-biraghi', 'shortName': 'C. Biraghi', 'position': 'M', 'userCount': 1261, 'id': 122848};;2;2;122007769;regular;goal;True;{'name': 'Giovanni Simeone', 'slug': 'giovanni-simeone', 'shortName': 'G. Simeone', 'position': 'F', 'userCount': 2499, 'id': 341143};39
FIO X ROM 05-11-2017;;{'name': 'Maxime Gonalons', 'slug': 'maxime-gonalons', 'shortName': 'M. Gonalons', 'position': 'M', 'userCount': 476, 'id': 82555};;2;1;122007771;regular;goal;False;{'name': 'Gerson', 'slug': 'gerson', 'shortName': 'Gerson', 'position': 'M', 'userCount': 4003, 'id': 611876};30
FIO X ROM 05-11-2017;;{'name': 'Gil Dias', 'slug': 'gil-dias', 'shortName': 'Gil', 'position': 'M', 'userCount': 413, 'id': 583838};;1;1;122007768;regular;goal;True;{'name': 'Jordan Veretout', 'slug': 'jordan-veretout', 'shortName': 'J. Veretout', 'position': 'M', 'userCount': 1307, 'id': 151124};9
FIO X ROM 05-11-2017;;{'name': 'Stephan El Shaarawy', 'slug': 'stephan-el-shaarawy', 'shortName': 'S. El Shaarawy', 'position': 'M', 'userCount': 3724, 'id': 45925};;1;0;122007770;regular;goal;False;{'name': 'Gerson', 'slug': 'gerson', 'shortName': 'Gerson', 'position': 'M', 'userCount': 4003, 'id': 611876};5
JUV X BEM 05-11-2017;;{'name': 'Alex Sandro', 'slug': 'alex-sandro', 'shortName': 'A. Sandro', 'position': 'D', 'userCount': 6819, 'id': 84854};;1;2;122007739;regular;goal;True;{'name': 'Juan Cuadrado', 'slug': 'juan-cuadrado', 'shortName': 'J. Cuadrado', 'position': 'D', 'userCount': 10324, 'id': 47743};65
JUV X BEM 05-11-2017;;{'name': 'Blaise Matuidi', 'slug': 'blaise-matuidi', 'shortName': 'B. Matuidi', 'position': 'M', 'userCount': 7024, 'id': 5846};;1;1;122007738;regular;goal;True;{'name': 'Gonzalo Higuaín', 'slug': 'gonzalo-higuain', 'shortName': 'G. Higuaín', 'position': 'F', 'userCount': 18167, 'id': 19438};57
JUV X BEM 05-11-2017;;;;1;0;122007740;regular;goal;False;{'name': 'Amato Ciciretti', 'slug': 'amato-ciciretti', 'shortName': 'A. Ciciretti', 'position': 'M', 'userCount': 294, 'id': 185349};19
ATT X SPA 05-11-2017;;{'name': 'Mirco Antenucci', 'slug': 'mirco-antenucci', 'shortName': 'M. Antenucci', 'position': 'F', 'userCount': 303, 'id': 587720};;1;1;122011668;regular;goal;False;{'name': 'Luca Rizzo', 'slug': 'luca-rizzo', 'shortName': 'L. Rizzo', 'position': 'M', 'userCount': 22, 'id': 177295};63
ATT X SPA 05-11-2017;;{'name': 'Rafael Tolói', 'slug': 'rafael-toloi', 'shortName': 'R. Tolói', 'position': 'D', 'userCount': 1020, 'id': 82943};;0;1;122011667;regular;goal;True;{'name': 'Bryan Cristante', 'slug': 'bryan-cristante', 'shortName': 'B. Cristante', 'position': 'M', 'userCount': 1335, 'id': 186855};23
SAS X MIL 05-11-2017;;{'name': 'Fabio Borini', 'slug': 'fabio-borini', 'shortName': 'F. Borini', 'position': 'F', 'userCount': 897, 'id': 89510};;2;0;122012655;regular;goal;False;{'name': 'Suso', 'slug': 'suso', 'shortName': 'Suso', 'position': 'F', 'userCount': 4448, 'id': 96370};67
SAS X MIL 05-11-2017;;;;1;0;122012654;regular;goal;False;{'name': 'Alessio Romagnoli', 'slug': 'alessio-romagnoli', 'shortName': 'A. Romagnoli', 'position': 'D', 'userCount': 3208, 'id': 227864};39
LAZ X UDI 24-01-2018;;{'name': 'Senad Lulić', 'slug': 'senad-lulic', 'shortName': 'S. Lulić', 'position': 'M', 'userCount': 828, 'id': 23213};;0;3;122653269;regular;goal;True;{'name': 'Felipe Anderson', 'slug': 'felipe-anderson', 'shortName': 'F. Anderson', 'position': 'M', 'userCount': 3579, 'id': 152276};87
