game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Big chances missed_away_1ST;Big chances missed_away_2ND;Big chances missed_away_ALL;Big chances missed_home_1ST;Big chances missed_home_2ND;Big chances missed_home_ALL;Big chances_away_1ST;Big chances_away_2ND;Big chances_away_ALL;Big chances_home_1ST;Big chances_home_2ND;Big chances_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Clearances_away_1ST;Clearances_away_2ND;Clearances_away_ALL;Clearances_home_1ST;Clearances_home_2ND;Clearances_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Crosses_away_1ST;Crosses_away_2ND;Crosses_away_ALL;Crosses_home_1ST;Crosses_home_2ND;Crosses_home_ALL;Dribbles_away_1ST;Dribbles_away_2ND;Dribbles_away_ALL;Dribbles_home_1ST;Dribbles_home_2ND;Dribbles_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Interceptions_away_1ST;Interceptions_away_2ND;Interceptions_away_ALL;Interceptions_home_1ST;Interceptions_home_2ND;Interceptions_home_ALL;Long balls_away_1ST;Long balls_away_2ND;Long balls_away_ALL;Long balls_home_1ST;Long balls_home_2ND;Long balls_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Possession lost_away_ALL;Possession lost_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Tackles_away_1ST;Tackles_away_2ND;Tackles_away_ALL;Tackles_home_1ST;Tackles_home_2ND;Tackles_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
HUD X WBA 2017-11-04;95 (69%);235 (84%);330 (79%);248 (86%);91 (68%);339 (81%);9;8;17;11;8;19;32%;69%;50%;68%;31%;50%;;;;;;;;;;;;;1;3;4;1;0;1;;;;;;;2;3;5;3;0;3;;;;;;;;;;;;;;;;;;;20;26;46;30;28;58;15;8;2;0;2;1;2;3;;;;;;;;;;;;;;;;;;;1;3;4;2;2;4;137;280;417;287;134;421;150;131;0;0;0;0;1;1;1;2;3;2;0;2;0;2;2;3;0;3;1;2;3;3;0;3;1;5;6;5;0;5;;;;;;;2;7;9;7;0;7;2;2;4;1;2;3;0;2017-11-04;-2;5;5;29;45;32;29;27;41;19;17;-7;55;37;22;21;1;2;-4;-1;2;2;-34;2;14;35;22;44;33;71;-44;5;5;-13;1;5;9;10;10;40;40.0;-1;-2;-7;-1;12;-2;-2;-3;-2;12;12;13;5;-8;-19;4;-12;-8;-5;-11;-9;-11;-13;-13;-13;-18;-22;-37;-19;-17;-17;-40;-58;-35;-21;-38;-26;22;-14;-4;-3;-1;-1;-3;-4;-5;-10;-8.0;8;-12.0;-20.0;1;13:00:00;1;WBA;HUD
NEW X BOU 2017-11-04;177 (78%);131 (73%);308 (76%);164 (80%);112 (67%);276 (74%);18;18;36;13;18;31;52%;53%;52%;48%;47%;48%;;;;;;;;;;;;;3;1;4;3;0;3;;;;;;;3;6;9;5;6;11;;;;;;;;;;;;;;;;;;;28;33;61;28;41;69;12;11;3;1;4;2;2;4;0;1;1;1;0;1;;;;;;;;;;;;;1;0;1;3;2;5;227;180;407;205;168;373;155;147;;;;;;;4;7;11;6;2;8;2;4;6;6;3;9;2;4;6;3;1;4;3;2;5;6;2;8;;;;;;;7;9;16;12;4;16;1;1;2;0;2;2;1;2017-11-04;1;37;18;3;25;56;38;32;42;22;9;4;34;17;1;2;3;2;2;31;16;12;9;5;-27;-10;-4;-1;-4;-13;23;5;9;7;7;6;28;21;16;3;-45.0;-13;28;16;13;6;91;23;5;-27;-20;-21;-13;-10;-7;-2;35;32;20;14;-39;-15;-37;-24;-15;39;27;24;17;8;-7;-4;-4;-24;-15;-10;-2;4;58;31;22;12;24;11;-28;-41;-27;-20;-14.0;67;-100.0;-135.0;0;13:00:00;-1;BOU;NEW
SOU X BUR 2017-11-04;133 (71%);106 (68%);239 (69%);273 (83%);193 (78%);466 (81%);11;12;23;8;8;16;37%;39%;38%;63%;61%;62%;;;;;;;;;;;;;1;1;2;2;2;4;;;;;;;1;0;1;2;7;9;;;;;;;;;;;;;;;;;;;17;28;45;21;24;45;4;4;2;1;3;0;0;0;;;;;;;;;;;;;;;;;;;0;1;1;2;0;2;187;157;344;329;246;575;148;160;;;;;;;0;2;2;6;5;11;2;0;2;2;4;6;0;1;1;2;1;3;3;0;3;0;2;2;;;;;;;3;2;5;6;7;13;;;;;;;1;2017-11-04;4;-9;7;2;2;4;4;-4;2;2;2;5;8;7;7;7;6;6;6;36;28;23;7;20;48;28;-26;-5;25;9;46;29;17;7;16;17;14;74;19;-15;;-2;-1;-5;1;8;5;7;9;10;10;65;48;97;82;83;8;49;33;19;19;28;41;24;8;-4;-4;9;-6;-10;-7;-5;-4;-4;-8;-1;4;5;9;2;35;24;-77;-33;-16;-13;44;30;21.0;-16;16.0;30.0;0;13:00:00;-1;BUR;SOU
SWA X BHA 2017-11-04;165 (78%);102 (64%);267 (72%);211 (85%);168 (76%);379 (81%);11;12;23;13;14;27;47%;42%;44%;53%;58%;56%;;;;;;;;;;;;;1;0;1;3;4;7;;;;;;;6;1;7;4;4;8;;;;;;;;;;;;;;;;;;;24;30;54;26;35;61;12;13;0;2;2;1;0;1;0;0;0;0;1;1;;;;;;;;;;;;;0;2;2;0;1;1;212;159;371;248;220;468;154;149;;;;;;;3;0;3;2;9;11;2;0;2;0;3;3;2;0;2;0;2;2;2;0;2;1;0;1;;;;;;;5;0;5;3;9;12;1;0;1;1;1;2;1;2017-11-04;-10;12;-43;-18;-12;8;4;19;30;17;3;-6;6;8;8;15;1;-2;-3;-11;-8;-5;-24;-14;-84;-51;-31;-40;-85;-42;-40;-19;-6;-13;-27;-7;4;-3;-10;-11;20.0;6;8;10;12;-12;4;-3;3;63;40;32;22;16;8;7;-8;7;2;4;-17;12;2;22;19;9;5;-2;9;5;3;3;3;7;5;4;3;8;42;5;4;3;8;-24;-10;32;20;3;9.0;23;46.0;50.0;0;13:00:00;-1;BHA;SWA
WES X LIV 2017-11-04;241 (82%);140 (72%);381 (78%);163 (75%);172 (77%);335 (76%);6;8;14;5;11;16;57%;46%;52%;43%;54%;48%;;;;;;;;;;;;;0;1;1;0;0;0;;;;;;;2;1;3;1;1;2;2;1;3;0;0;0;;;;;;;;;;;;;22;29;51;23;25;48;13;9;0;0;0;2;2;4;0;0;0;1;0;1;;;;;;;;;;;;;1;0;1;1;4;5;293;195;488;218;224;442;153;164;;;;;;;3;9;12;1;4;5;0;7;7;2;3;5;3;4;7;0;1;1;0;3;3;1;0;1;;;;;;;3;12;15;2;4;6;0;0;0;1;2;3;4;2017-11-04;-10;25;17;14;12;9;5;6;-6;-2;-7;-9;-10;-8;-4;-56;-94;-92;-51;-35;-21;-6;-14;2;-1;-5;-3;-2;-1;-1;-10;-9;-8;-47;-8;-8;-7;-7;-7;-17;;-13;42;11;-34;-24;-11;-2;-4;-1;6;4;82;-75;-15;-44;-11;29;-1;8;37;27;12;4;-3;-29;28;-3;-33;-17;-14;-10;-12;-9;-76;-40;-24;-10;8;9;10;-37;-20;-10;-9;-8;13;-8;-53.0;4;-84.0;-5.0;1;15:30:00;-1;LIV;WES
TOT X CRY 2017-11-05;73 (65%);112 (72%);185 (69%);279 (87%);212 (80%);491 (84%);5;9;14;8;8;16;26%;38%;32%;74%;62%;68%;;;;;;;;;;;;;1;2;3;2;2;4;;;;;;;2;7;9;2;8;10;0;2;2;0;0;0;;;;;;;;;;;;;18;29;47;25;24;49;7;6;1;0;1;1;2;3;;;;;;;;;;;;;;;;;;;2;2;4;2;1;3;113;155;268;319;264;583;144;155;;;;;;;1;6;7;2;4;6;0;5;5;4;2;6;1;2;3;1;1;2;1;3;4;5;1;6;;;;;;;2;9;11;7;5;12;1;1;2;0;0;0;0;2017-11-05;-6;9;49;36;33;46;31;24;17;-12;-4;-7;-5;-5;-5;6;8;11;12;13;13;38;-7;29;44;68;52;36;53;33;-22;-35;-18;-13;-14;-6;3;-3;2;37;5.0;27;42;31;-19;-3;-41;-44;-30;-15;44;22;-17;9;-37;-23;5;-30;-23;-12;-42;-18;82;45;34;45;53;6;27;18;7;-53;-44;-46;-47;-32;-15;-7;8;-27;-49;31;6;25;18;9;4;53;31.0;9;2.0;5.0;1;10:00:00;1;CRY;TOT
MCI X ARS 2017-11-05;169 (79%);200 (85%);369 (82%);280 (86%);264 (88%);544 (87%);1;4;5;4;1;5;41%;44%;42%;59%;56%;58%;;;;;;;;;;;;;0;0;0;1;1;2;;;;;;;4;1;5;2;3;5;1;0;1;1;0;1;;;;;;;;;;;;;15;24;39;23;31;54;15;15;2;1;3;1;1;2;;;;;;;;;;;;;;;;;;;2;1;3;1;2;3;215;235;450;324;300;624;133;123;;;;;;;2;1;3;2;5;7;3;0;3;1;1;2;1;2;3;2;3;5;2;1;3;2;0;2;;;;;;;4;2;6;4;5;9;0;6;6;0;1;1;1;2017-11-05;10;-73;-38;-17;-1;6;11;6;8;9;87;-16;87;57;39;24;30;17;11;8;31;18;34;6;-5;6;2;5;7;9;9;9;-10;22;-4;4;-4;-5;-25;-22;0.0;-34;-13;-9;-7;-30;79;44;23;8;5;-3;-42;-25;-14;-4;-9;10;12;16;8;2;-2;-77;-55;-17;106;-3;62;87;57;33;8;36;60;39;22;12;-52;3;-1;-2;8;10;13;3;-5;-5;-2.0;-34;2.0;10.0;3;12:15:00;1;ARS;MCI
CHE X MUN 2017-11-05;141 (73%);160 (78%);301 (76%);194 (80%);176 (78%);370 (79%);7;12;19;7;10;17;44%;49%;46%;56%;51%;54%;;;;;;;;;;;;;2;3;5;3;1;4;;;;;;;2;5;7;3;1;4;;;;;;;;;;;;;;;;;;;24;28;52;25;33;58;20;16;4;3;7;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;192;204;396;244;227;471;149;150;;;;;;;1;2;3;6;6;12;1;2;3;4;2;6;1;1;2;4;4;8;3;4;7;5;1;6;;;;;;;4;6;10;11;7;18;0;3;3;1;0;1;0;2017-11-05;-3;-22;-9;-2;9;56;22;19;13;9;-20;4;11;-10;37;34;24;15;10;-6;-8;41;47;27;-18;-3;43;23;15;12;10;46;30;8;45;50;32;18;18;11;;13;-18;-2;34;4;27;19;21;19;56;31;91;52;35;17;-6;15;3;21;10;-7;-1;3;-2;-4;-22;8;-48;-67;-23;-7;3;25;15;50;23;12;-5;8;3;-2;-2;-3;33;11;-10;-11;-16.0;-32;-36.0;-50.0;1;14:30:00;1;MUN;CHE
EVE X WAT 2017-11-05;181 (76%);175 (75%);356 (75%);123 (72%);73 (60%);196 (67%);16;18;34;10;15;25;59%;67%;63%;41%;33%;37%;;;;;;;;;;;;;1;1;2;0;2;2;;;;;;;1;4;5;0;2;2;;;;;;;;;;;;;;;;;;;38;37;75;29;32;61;12;14;1;1;2;1;0;1;;;;;;;;;;;;;;;;;;;1;0;1;2;3;5;238;234;472;172;122;294;185;152;;;;;;;1;6;7;1;6;7;2;4;6;2;0;2;1;2;3;1;4;5;3;1;4;2;0;2;;;;;;;4;7;11;3;6;9;0;2;2;0;0;0;2;2017-11-05;-6;-3;-4;-5;-6;-6;-6;-4;-2;-1;-21;-8;-13;-13;-1;7;2;42;22;8;-4;-24;-10;-20;-10;-3;3;10;2;27;7;4;2;-11;2;-35;-30;-22;-18;-20;0.0;-25;-94;-61;-41;-21;-29;-50;-22;-11;42;11;4;-5;-6;-11;-19;-10;-10;-4;-31;-14;-100;-67;-46;74;29;-12;35;22;14;9;-7;94;47;27;10;1;7;-11;-11;-4;2;-53;-29;-23;-15;-16;-62.0;-3;-44.0;60.0;3;14:30:00;1;WAT;EVE
ARS X TOT 2017-11-18;187 (76%);249 (82%);436 (79%);153 (69%);128 (73%);281 (70%);5;15;20;11;5;16;53%;64%;58%;47%;36%;42%;;;;;;;;;;;;;0;2;2;1;4;5;;;;;;;0;4;4;4;3;7;0;0;0;0;2;2;;;;;;;;;;;;;26;31;57;32;24;56;16;11;0;3;3;2;2;4;;;;;;;;;;;;;;;;;;;1;0;1;5;3;8;247;302;549;223;176;399;166;176;;;;;;;4;6;10;3;5;8;3;5;8;1;3;4;2;2;4;2;3;5;1;3;4;1;5;6;;;;;;;5;9;14;4;10;14;0;1;1;2;2;4;0;2017-11-18;-10;-11;-7;4;7;11;-7;-32;-33;-17;-10;-7;-5;1;2;22;17;38;21;10;3;5;5;38;20;9;-12;-32;-63;-39;78;30;13;4;6;-5;43;58;31;-34;5.0;5;11;1;-36;4;-11;-7;5;29;16;5;-4;-58;-41;-29;30;-22;16;6;-5;-35;-17;-9;-3;2;-3;15;48;65;35;18;8;-3;-11;38;15;-45;-48;-24;-18;-78;-50;-46;-28;-43;-27;-12;-7.0;-22;-1.0;65.0;2;10:30:00;1;TOT;ARS
BOU X HUD 2017-11-18;208 (77%);233 (87%);441 (82%);99 (63%);48 (54%);147 (60%);7;5;12;13;9;22;63%;77%;70%;37%;23%;30%;;;;;;;;;;;;;3;3;6;0;0;0;;;;;;;5;6;11;6;2;8;;;;;;;;;;;;;;;;;;;33;22;55;20;25;45;10;13;1;0;1;2;1;3;;;;;;;;;;;;;;;;;;;0;0;0;1;0;1;270;269;539;157;89;246;162;141;0;0;0;1;0;1;7;3;10;4;2;6;5;5;10;4;0;4;2;1;3;3;2;5;3;6;9;3;0;3;;;;;;;10;9;19;7;2;9;0;2;2;4;1;5;0;2017-11-18;10;-70;-27;-14;43;-28;2;-1;-1;-4;-42;3;26;31;18;56;16;8;2;100;56;35;-3;15;9;80;46;27;46;17;-31;-20;-17;-3;-57;46;49;24;14;7;-70.0;26;-28;-13;-19;3;-18;-17;-13;-42;-29;-22;-22;-49;-27;-21;-6;-13;-8;-3;-7;-9;-11;-22;-14;-13;-18;-49;30;41;19;-26;-12;-35;-28;20;-6;-23;-36;-14;-11;-15;-11;-7;38;21;10;-33;-42.0;-74;-31.0;-5.0;4;13:00:00;1;HUD;BOU
BUR X SWA 2017-11-18;186 (78%);193 (83%);379 (80%);116 (71%);88 (66%);204 (69%);11;11;22;11;13;24;59%;64%;61%;41%;36%;39%;;;;;;;;;;;;;2;2;4;2;4;6;;;;;;;3;3;6;4;4;8;;;;;;;;;;;;;;;;;;;32;26;58;31;29;60;12;12;5;1;6;0;1;1;;;;;;;;;;;;;;;;;;;1;0;1;1;2;3;238;233;471;163;133;296;150;143;;;;;;;2;6;8;7;5;12;2;7;9;3;1;4;0;1;1;6;1;7;2;4;6;4;1;5;;;;;;;4;10;14;11;6;17;0;1;1;1;0;1;0;2017-11-18;10;-54;-28;-21;-13;-12;-1;36;100;80;54;10;69;35;10;2;-4;37;-37;-6;5;1;5;2;83;51;27;8;-23;-19;-15;-18;-14;2;-7;75;36;22;13;10;20.0;-18;23;-10;-4;-1;41;-35;-11;-34;-28;-47;-34;-18;-16;-12;-1;-13;-10;-14;-11;-9;-3;-5;-6;-7;-3;52;-5;-37;-20;-15;-13;-11;-5;-23;-14;-39;30;-23;-9;-4;-8;20;12;4;-3;8;-23.0;10;-13.0;-75.0;2;13:00:00;1;SWA;BUR
CRY X EVE 2017-11-18;81 (62%);78 (67%);159 (64%);231 (82%);208 (81%);439 (81%);5;12;17;5;11;16;32%;32%;32%;68%;68%;68%;0;1;1;1;1;2;2;1;3;3;1;4;1;0;1;0;4;4;;;;;;;2;2;4;3;6;9;;;;;;;;;;;;;;;;;;;28;41;69;23;43;66;26;9;2;3;5;1;2;3;;;;;;;;;;;;;;;;;;;1;0;1;1;0;1;131;117;248;283;256;539;136;179;;;;;;;4;2;6;4;5;9;1;1;2;1;4;5;3;2;5;4;3;7;1;1;2;1;6;7;;;;;;;5;3;8;5;11;16;2;1;3;1;1;2;2;2017-11-18;-10;7;13;13;15;16;17;17;37;-48;-13;116;33;14;-19;-2;2;-1;7;12;18;57;71;40;30;23;13;9;50;100;77;51;35;41;23;12;-40;-19;-6;11;-70.0;7;1;-4;-50;20;-23;-7;7;1;29;22;40;30;50;63;-74;98;56;38;25;28;22;13;7;3;-46;-42;-19;-4;8;10;49;29;12;7;4;1;-19;31;18;36;24;52;22;-35;-9;-6;-41.0;-5;-29.0;0.0;2;13:00:00;0;EVE;CRY
LEI X MCI 2017-11-18;307 (90%);398 (90%);705 (90%);72 (61%);103 (70%);175 (66%);8;5;13;6;6;12;75%;75%;75%;25%;25%;25%;0;1;1;0;0;0;1;1;2;0;0;0;0;2;2;0;1;1;;;;;;;4;3;7;1;0;1;;;;;;;;;;;;;;;;;;;21;26;47;18;23;41;10;8;1;0;1;1;1;2;0;0;0;0;1;1;;;;;;;;;;;;;1;0;1;1;2;3;343;441;784;119;147;266;126;128;;;;;;;3;4;7;0;1;1;4;2;6;0;1;1;2;2;4;0;0;0;3;2;5;0;1;1;;;;;;;6;6;12;0;2;2;1;0;1;0;1;1;2;2017-11-18;-10;-12;-13;-12;-11;-11;-17;-13;-13;-14;-13;-9;-13;-13;-75;-42;-52;-33;-13;-3;-3;9;-3;4;1;-1;-1;-1;20;-27;-15;-15;-20;4;-64;-42;-60;-71;-52;-33;-75.0;-2;-2;4;-10;-2;6;-35;-23;-42;-33;-48;-29;-20;-13;-11;-2;-7;-7;-17;-12;-3;-8;-21;-18;-18;-19;-6;-18;-17;-27;-13;-13;-14;-14;-3;-9;-11;-32;-13;-13;-5;-3;-9;-13;-15;-16;-17;-12.0;-23;-41.0;-5.0;0;13:00:00;-1;MCI;LEI
LIV X SOU 2017-11-18;136 (72%);125 (72%);261 (72%);223 (82%);249 (86%);472 (84%);12;6;18;7;4;11;41%;38%;39%;59%;62%;61%;;;;;;;;;;;;;1;1;2;4;3;7;;;;;;;1;1;2;5;5;10;;;;;;;;;;;;;;;;;;;32;28;60;27;18;45;9;15;3;2;5;0;0;0;;;;;;;;;;;;;;;;;;;2;0;2;1;1;2;189;173;362;273;289;562;143;154;;;;;;;1;3;4;5;7;12;1;2;3;2;4;6;0;0;0;5;3;8;1;0;1;6;3;9;;;;;;;2;3;5;11;10;21;0;1;1;1;0;1;0;2017-11-18;-10;27;11;2;-6;-7;-16;-12;-9;8;3;-2;10;23;11;26;40;28;15;9;4;1;9;67;47;100;69;46;23;13;1;4;5;-5;6;7;82;21;12;-26;0.0;130;64;30;-29;-4;-14;-11;32;22;27;55;35;21;16;32;-8;20;15;18;39;51;34;24;18;28;89;-10;52;96;51;24;-26;10;10;6;8;11;-4;10;9;11;12;13;39;25;16;11;8.0;3;3.0;40.0;3;13:00:00;1;SOU;LIV
WBA X CHE 2017-11-18;277 (86%);252 (88%);529 (87%);166 (82%);141 (81%);307 (81%);4;9;13;10;9;19;61%;63%;62%;39%;37%;38%;;;;;;;;;;;;;1;1;2;0;0;0;;;;;;;1;3;4;2;1;3;0;1;1;0;1;1;;;;;;;;;;;;;19;35;54;33;23;56;12;13;1;1;2;1;2;3;;;;;;;;;;;;;;;;;;;0;1;1;2;1;3;322;288;610;203;175;378;131;131;;;;;;;4;4;8;3;2;5;1;1;2;2;3;5;4;3;7;1;1;2;2;1;3;0;2;2;;;;;;;6;5;11;3;4;7;1;2;3;0;2;2;4;2017-11-18;-10;-3;-5;-5;-10;-11;-37;-44;-24;-100;-83;-11;-44;-51;-32;-10;-86;-52;-30;-18;-12;-6;-12;-9;-1;22;18;66;64;38;26;5;-79;-7;-53;-36;-26;-19;-9;-9;0.0;-3;8;6;6;12;50;31;-34;-5;4;-12;-11;-47;-32;-23;49;-37;-20;-8;-3;-75;-48;-34;-25;-30;-30;27;-40;-26;-22;-19;-22;31;51;11;7;5;14;-5;-11;-12;-13;-14;-3;6;8;5;4.0;6;27.0;5.0;0;13:00:00;-1;CHE;WBA
MUN X NEW 2017-11-18;110 (71%);150 (80%);260 (76%);245 (85%);297 (90%);542 (87%);9;4;13;6;8;14;35%;36%;36%;65%;64%;64%;;;;;;;;;;;;;1;0;1;2;1;3;;;;;;;3;1;4;6;5;11;;;;;;;;;;;;;;;;;;;24;29;53;26;24;50;9;10;1;2;3;3;1;4;;;;;;;;;;;;;;;;;;;1;0;1;0;1;1;156;188;344;289;331;620;122;140;;;;;;;6;0;6;7;7;14;4;2;6;4;2;6;4;1;5;3;4;7;3;3;6;2;0;2;;;;;;;9;3;12;9;7;16;1;0;1;0;1;1;1;2017-11-18;-1;1;-51;-28;47;17;-74;-8;55;30;-53;-11;-46;37;-2;-5;1;10;36;23;16;16;-8;16;7;9;13;15;16;10;7;84;15;-6;15;56;34;14;-40;-12;110.0;-66;-34;-15;-4;7;10;34;20;12;87;57;33;25;41;98;7;63;28;21;36;23;21;20;7;-44;-24;10;-38;76;32;26;15;10;-1;-5;-13;-37;45;-22;-12;-6;-2;5;3;8;11;18;16.0;28;21.0;100.0;4;15:30:00;1;NEW;MUN
WAT X WES 2017-11-19;163 (77%);173 (78%);336 (77%);215 (81%);300 (86%);515 (84%);14;9;23;13;9;22;45%;39%;42%;55%;61%;58%;;;;;;;;;;;;;0;0;0;1;1;2;;;;;;;1;0;1;0;3;3;;;;;;;;;;;;;;;;;;;28;23;51;32;19;51;10;13;1;4;5;5;0;5;;;;;;;;;;;;;;;;;;;2;1;3;0;0;0;213;221;434;264;350;614;146;142;;;;;;;5;3;8;7;5;12;1;3;4;5;3;8;5;1;6;2;5;7;1;1;2;1;4;5;;;;;;;6;4;10;8;9;17;3;1;4;1;0;1;0;2017-11-19;-10;13;4;74;-50;-6;17;13;13;14;3;-7;-3;-3;-5;-5;4;-2;4;-22;-2;4;-5;4;5;2;8;43;44;39;56;37;18;-4;9;14;5;-21;-4;-44;-20.0;-24;-12;-6;-2;-3;3;3;3;3;3;3;3;3;3;3;6;-54;-25;-10;6;41;67;85;55;69;44;8;70;43;65;35;20;-21;-47;-26;-19;-14;11;37;56;28;13;16;11;7;8;4;5.0;12;4.0;-30.0;2;14:00:00;1;WES;WAT
BHA X STO 2017-11-20;176 (81%);140 (78%);316 (80%);186 (82%);178 (75%);364 (79%);12;10;22;4;5;9;50%;43%;47%;50%;57%;53%;;;;;;;;;;;;;4;1;5;0;0;0;;;;;;;5;2;7;0;6;6;;;;;;;;;;;;;;;;;;;29;33;62;22;17;39;5;13;1;0;1;2;2;4;;;;;;;;;;;;;;;;;;;0;1;1;1;2;3;217;179;396;226;236;462;127;146;;;;;;;8;2;10;3;1;4;1;1;2;4;2;6;4;2;6;2;1;3;1;2;3;3;2;5;;;;;;;9;4;13;6;3;9;0;0;0;1;0;1;2;2017-11-20;-2;-3;33;17;-82;-68;-67;-40;-21;33;19;-2;-40;22;6;34;56;42;55;38;18;-77;-3;-34;-25;-19;-14;-6;7;9;-7;-3;-5;-3;-9;-11;-11;-8;-2;83;-95.0;26;18;13;15;6;-5;-5;-20;28;10;9;13;5;18;12;1;36;55;36;23;16;10;6;-21;-6;-29;-18;-13;-4;5;5;9;3;-7;-7;16;1;-18;-40;-67;-14;-5;5;8;13;12;13;14.0;-9;3.0;70.0;2;18:00:00;0;STO;BHA
WES X LEI 2017-11-24;162 (78%);151 (77%);313 (77%);175 (81%);125 (75%);300 (79%);12;11;23;14;14;28;48%;55%;51%;52%;45%;49%;;;;;;;;;;;;;0;0;0;0;1;1;;;;;;;2;3;5;2;3;5;1;0;1;0;0;0;;;;;;;;;;;;;29;36;65;37;38;75;12;9;2;1;3;1;0;1;;;;;;;;;;;;;;;;;;;1;0;1;0;0;0;207;197;404;215;166;381;154;162;;;;;;;3;0;3;3;4;7;3;2;5;1;2;3;2;0;2;3;1;4;2;2;4;1;0;1;;;;;;;5;2;7;4;4;8;0;1;1;0;1;1;1;2017-11-24;-10;-46;-33;-25;-15;-7;-7;-33;-19;-11;-6;6;-3;1;1;-5;-41;-23;-9;5;48;34;11;66;2;3;-8;-3;8;-23;-9;27;14;9;6;4;-7;-10;-7;23;80.0;-3;-4;-5;-6;5;-7;-7;-7;-17;-14;-12;-10;-9;-7;-6;3;-6;-6;-3;41;48;39;23;14;5;1;5;1;1;1;1;1;1;1;1;1;1;1;2;-4;2;-39;-20;-10;7;4;-42;-17.0;-71;-6.0;75.0;1;18:00:00;0;LEI;WES
