game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
TOR X LAZ 23-10-2016;170 (81%);144 (76%);314 (79%);270 (87%);157 (79%);427 (84%);3;11;14;5;3;8;41%;49%;45%;59%;51%;55%;0;0;0;4;1;5;1;4;5;2;2;4;1;0;1;0;0;0;29;32;61;32;23;55;14;12;0;2;2;1;3;4;;;;;;;1;1;2;1;0;1;210;190;400;309;200;509;;;;;;;3;7;10;3;2;5;4;4;8;4;3;7;1;5;6;1;3;4;2;2;4;6;5;11;5;9;14;9;7;16;0;2;2;1;1;2;2.0;2016-10-23;6.0;20.0;18.0;10.0;29.0;49.0;18.0;10.0;6.0;2.0;1.0;8.0;1.0;75.0;39.0;18.0;5.0;-6.0;-12.0;-22.0;-8.0;5.0;34.0;-6.0;-27.0;23.0;7.0;6.0;7.0;-23.0;-8.0;-7.0;-46.0;19.0;-29.0;-45.0;36.0;5.0;7.0;4.0;;5.0;1.0;1.0;3.0;-22.0;9.0;8.0;7.0;7.0;-83.0;-44.0;-23.0;-16.0;-12.0;38.0;-31.0;21.0;8.0;-9.0;-49.0;-35.0;-20.0;-6.0;-27.0;-14.0;-9.0;-15.0;-7.0;-6.0;-83.0;-50.0;-24.0;-3.0;57.0;67.0;43.0;24.0;30.0;12.0;32.0;-32.0;-9.0;-100.0;-87.0;-42.0;-17.0;-24.0;6.0;19.0;31.0;125.0;2.0;11:00:00;0.0;LAZ;TOR
BGN X SAS 23-10-2016;148 (78%);215 (81%);363 (80%);242 (86%);124 (76%);366 (82%);6;6;12;5;6;11;41%;63%;51%;59%;37%;49%;0;2;2;2;0;2;2;9;11;5;2;7;;;;;;;23;33;56;22;35;57;13;11;1;2;3;0;2;2;0;0;0;1;0;1;1;3;4;3;2;5;189;264;453;282;163;445;;;;;;;1;4;5;5;4;9;1;2;3;5;3;8;0;3;3;2;2;4;0;3;3;4;1;5;1;7;8;9;5;14;0;1;1;0;0;0;1.0;2016-10-23;10.0;47.0;69.0;42.0;-29.0;-1.0;51.0;30.0;23.0;21.0;23.0;15.0;11.0;7.0;5.0;28.0;19.0;14.0;11.0;9.0;1.0;53.0;14.0;29.0;14.0;42.0;35.0;23.0;20.0;57.0;31.0;18.0;15.0;13.0;23.0;14.0;8.0;34.0;17.0;6.0;0.0;-1.0;15.0;7.0;-26.0;17.0;-8.0;-46.0;-30.0;-20.0;-16.0;-15.0;-50.0;-60.0;-45.0;-27.0;15.0;-16.0;-13.0;-8.0;28.0;11.0;4.0;-7.0;-13.0;-12.0;-8.0;19.0;-6.0;-5.0;19.0;7.0;77.0;49.0;27.0;-36.0;-17.0;35.0;21.0;4.0;-12.0;-28.0;-16.0;25.0;2.0;-6.0;-101.0;-60.0;-39.0;16.0;-48.0;-80.0;1.0;14:00:00;0.0;SAS;BGN
ROM X PAL 23-10-2016;139 (76%);164 (76%);303 (76%);215 (83%);311 (89%);526 (86%);3;2;5;7;7;14;42%;39%;40%;58%;61%;60%;1;3;4;4;0;4;1;3;4;4;0;4;;;;;;;26;12;38;27;22;49;14;11;3;0;3;0;2;2;;;;;;;1;1;2;0;2;2;184;215;399;260;350;610;;;;;;;0;2;2;5;6;11;1;0;1;3;4;7;0;3;3;4;3;7;2;4;6;6;1;7;2;6;8;11;7;18;2;0;2;2;1;3;1.0;2016-10-23;4.0;5.0;5.0;3.0;1.0;9.0;7.0;5.0;7.0;8.0;93.0;6.0;57.0;35.0;100.0;66.0;34.0;21.0;14.0;2.0;-9.0;-7.0;-5.0;4.0;4.0;80.0;51.0;34.0;23.0;18.0;5.0;2.0;-30.0;6.0;-12.0;-14.0;-1.0;8.0;7.0;-1.0;20.0;-5.0;5.0;1.0;-1.0;7.0;-1.0;-2.0;74.0;42.0;23.0;-22.0;-41.0;-91.0;-50.0;-26.0;27.0;-6.0;8.0;14.0;39.0;33.0;29.0;21.0;16.0;12.0;86.0;12.0;47.0;25.0;11.0;10.0;4.0;6.0;7.0;8.0;8.0;8.0;19.0;8.0;-72.0;-41.0;74.0;26.0;8.0;-20.0;-5.0;20.0;1.0;13.0;-5.0;-5.0;4.0;16:45:00;1.0;PAL;ROM
GEN X MIL 25-10-2016;234 (87%);175 (83%);409 (85%);183 (83%);150 (79%);333 (81%);5;10;15;4;4;8;55%;53%;54%;45%;47%;46%;1;2;3;0;3;3;1;2;3;1;4;5;;;;;;;27;23;50;29;14;43;9;15;0;1;1;1;2;3;;;;;;;0;0;0;1;2;3;270;212;482;220;190;410;0;1;1;0;0;0;0;2;2;1;5;6;2;5;7;0;2;2;1;2;3;1;2;3;4;7;11;0;3;3;4;9;13;1;7;8;0;0;0;1;2;3;0.0;2016-10-25;-10.0;1.0;76.0;42.0;23.0;7.0;9.0;-24.0;-17.0;-11.0;-8.0;-5.0;9.0;1.0;-2.0;-32.0;-18.0;-16.0;-54.0;-37.0;-22.0;-16.0;-3.0;-15.0;-3.0;3.0;7.0;3.0;-7.0;-9.0;-12.0;-14.0;-14.0;-1.0;-11.0;-14.0;-46.0;-30.0;-9.0;23.0;0.0;-3.0;-28.0;-19.0;-19.0;-1.0;-13.0;-50.0;-40.0;-46.0;-25.0;-14.0;-4.0;41.0;25.0;15.0;1.0;9.0;6.0;10.0;-6.0;-6.0;-15.0;-37.0;-26.0;-18.0;-13.0;-5.0;47.0;17.0;42.0;22.0;-39.0;-22.0;-42.0;-27.0;-55.0;-34.0;-2.0;-19.0;36.0;8.0;-7.0;33.0;-23.0;-2.0;80.0;51.0;32.0;-1.0;25.0;-5.0;3.0;16:45:00;1.0;MIL;GEN
CHV X BGN 26-10-2016;180 (81%);160 (76%);340 (78%);221 (82%);211 (78%);432 (80%);11;4;15;9;7;16;46%;44%;45%;54%;56%;55%;2;0;2;2;1;3;3;1;4;4;2;6;;;;;;;33;24;57;27;26;53;14;18;2;2;4;2;1;3;;;;;;;0;0;0;0;1;1;223;211;434;268;270;538;;;;;;;0;0;0;5;2;7;0;2;2;3;1;4;2;2;4;2;1;3;4;4;8;2;2;4;4;4;8;7;3;10;0;4;4;0;0;0;1.0;2016-10-26;10.0;3.0;-2.0;-2.0;-2.0;4.0;68.0;39.0;22.0;12.0;5.0;-36.0;-7.0;-60.0;-37.0;-43.0;-31.0;-17.0;21.0;9.0;8.0;-20.0;-13.0;-6.0;-3.0;2.0;2.0;-7.0;3.0;3.0;3.0;9.0;10.0;-3.0;40.0;51.0;63.0;69.0;44.0;37.0;0.0;18.0;11.0;2.0;-8.0;25.0;-9.0;-7.0;-9.0;-95.0;-47.0;-23.0;-10.0;-2.0;8.0;7.0;19.0;7.0;11.0;-24.0;-15.0;-40.0;-24.0;-10.0;5.0;10.0;12.0;15.0;12.0;46.0;23.0;9.0;6.0;2.0;-3.0;-2.0;-2.0;-2.0;10.0;-2.0;-17.0;-9.0;-4.0;6.0;3.0;29.0;48.0;34.0;21.0;12.0;3.0;80.0;1.0;16:45:00;0.0;BGN;CHV
FIO X CRO 26-10-2016;75 (63%);51 (52%);126 (58%);284 (88%);236 (87%);520 (87%);5;6;11;6;12;18;28%;25%;26%;72%;75%;74%;0;0;0;3;2;5;1;0;1;6;8;14;;;;;;;21;27;48;22;29;51;16;15;5;6;11;1;0;1;;;;;;;2;1;3;2;1;3;120;98;218;323;272;595;;;;;;;2;1;3;3;7;10;0;2;2;3;7;10;2;0;2;5;6;11;0;1;1;8;8;16;2;2;4;11;15;26;0;2;2;0;1;1;1.0;2016-10-26;5.0;63.0;43.0;72.0;86.0;93.0;52.0;34.0;20.0;12.0;8.0;-15.0;8.0;12.0;39.0;24.0;-35.0;-87.0;-44.0;-6.0;5.0;11.0;-1.0;41.0;28.0;34.0;29.0;19.0;7.0;56.0;29.0;22.0;18.0;5.0;16.0;11.0;12.0;12.0;77.0;6.0;5.0;8.0;-15.0;26.0;-25.0;31.0;-2.0;11.0;16.0;13.0;13.0;11.0;35.0;29.0;20.0;31.0;22.0;27.0;17.0;14.0;100.0;66.0;72.0;81.0;54.0;5.0;13.0;13.0;11.0;9.0;11.0;13.0;33.0;30.0;28.0;22.0;53.0;35.0;52.0;26.0;50.0;85.0;53.0;100.0;91.0;100.0;80.0;41.0;18.0;36.0;8.0;145.0;1.0;16:45:00;0.0;CRO;FIO
INT X TOR 26-10-2016;197 (81%);173 (78%);370 (80%);224 (82%);184 (84%);408 (83%);7;6;13;7;12;19;48%;51%;49%;52%;49%;51%;1;2;3;1;4;5;4;6;10;0;2;2;;;;;;;27;27;54;28;39;67;18;14;0;3;3;1;0;1;;;;;;;2;0;2;0;2;2;242;222;464;272;218;490;;;;;;;0;2;2;3;7;10;0;2;2;5;5;10;1;1;2;1;5;6;2;3;5;4;7;11;2;5;7;7;14;21;1;3;4;0;0;0;1.0;2016-10-26;7.0;-33.0;-23.0;22.0;14.0;15.0;9.0;-7.0;32.0;23.0;25.0;16.0;13.0;1.0;-3.0;-5.0;-6.0;-5.0;-29.0;-33.0;-21.0;-8.0;13.0;17.0;15.0;13.0;11.0;9.0;3.0;76.0;44.0;25.0;12.0;37.0;9.0;-8.0;-1.0;-7.0;4.0;4.0;0.0;12.0;17.0;13.0;11.0;23.0;35.0;17.0;-28.0;-12.0;-10.0;-13.0;-8.0;27.0;-24.0;-9.0;11.0;-8.0;32.0;-19.0;2.0;-4.0;2.0;2.0;13.0;40.0;22.0;-8.0;5.0;6.0;-23.0;-31.0;38.0;14.0;41.0;28.0;20.0;57.0;-1.0;42.0;25.0;13.0;5.0;-2.0;-18.0;-43.0;-21.0;45.0;100.0;-29.0;72.0;-15.0;2.0;16:45:00;1.0;TOR;INT
JUV X SAM 26-10-2016;138 (74%);156 (79%);294 (77%);250 (86%);289 (86%);539 (86%);3;2;5;10;7;17;39%;38%;38%;61%;62%;62%;0;1;1;0;0;0;2;0;2;4;1;5;;;;;;;13;16;29;22;22;44;16;6;1;2;3;2;0;2;0;0;0;0;1;1;0;1;1;5;1;6;186;197;383;292;335;627;;;;;;;1;2;3;4;5;9;2;2;4;3;3;6;2;1;3;3;4;7;3;2;5;2;2;4;4;4;8;6;7;13;1;2;3;0;0;0;1.0;2016-10-26;8.0;63.0;33.0;20.0;12.0;1.0;25.0;40.0;25.0;16.0;9.0;36.0;23.0;11.0;11.0;13.0;13.0;7.0;-33.0;-14.0;-8.0;26.0;28.0;-24.0;6.0;46.0;-60.0;-20.0;-29.0;-20.0;-17.0;-48.0;-21.0;24.0;12.0;7.0;6.0;5.0;41.0;27.0;5.0;10.0;9.0;9.0;15.0;100.0;15.0;14.0;14.0;14.0;13.0;23.0;14.0;-75.0;-39.0;-23.0;68.0;-14.0;-8.0;-9.0;-3.0;7.0;9.0;100.0;64.0;34.0;24.0;38.0;19.0;5.0;10.0;11.0;5.0;2.0;-1.0;-1.0;95.0;49.0;29.0;28.0;16.0;13.0;-1.0;-37.0;-27.0;-9.0;87.0;54.0;41.0;100.0;32.0;35.0;4.0;16:45:00;1.0;SAM;JUV
LAZ X CAG 26-10-2016;141 (78%);163 (83%);304 (80%);192 (83%);211 (81%);403 (82%);8;10;18;11;6;17;45%;45%;45%;55%;55%;55%;1;2;3;1;3;4;5;5;10;1;3;4;;;;;;;21;21;42;22;23;45;6;6;4;4;8;3;2;5;;;;;;;0;2;2;0;0;0;181;197;378;231;262;493;;;;;;;3;4;7;6;5;11;4;3;7;2;1;3;3;2;5;7;5;12;5;4;9;4;4;8;8;7;15;10;9;19;2;1;3;2;0;2;1.0;2016-10-26;8.0;-11.0;-35.0;45.0;46.0;25.0;53.0;32.0;13.0;3.0;-3.0;17.0;-30.0;-15.0;-36.0;-18.0;75.0;38.0;2.0;2.0;-6.0;44.0;37.0;24.0;8.0;3.0;-3.0;-10.0;-39.0;-21.0;-5.0;-1.0;-18.0;24.0;33.0;17.0;12.0;12.0;58.0;30.0;10.0;-7.0;-6.0;8.0;35.0;31.0;28.0;22.0;12.0;1.0;-2.0;80.0;51.0;35.0;16.0;7.0;-68.0;-3.0;-5.0;-34.0;-61.0;-37.0;34.0;6.0;5.0;5.0;2.0;86.0;4.0;-2.0;-2.0;-1.0;-33.0;-23.0;-16.0;-7.0;-47.0;-23.0;25.0;83.0;43.0;27.0;82.0;50.0;16.0;-23.0;-5.0;-35.0;23.0;9.0;-10.0;-40.0;4.0;16:45:00;1.0;CAG;LAZ
NAP X EMP 26-10-2016;124 (73%);175 (83%);299 (79%);307 (89%);244 (89%);551 (89%);5;7;12;6;4;10;33%;44%;39%;67%;56%;61%;0;4;4;10;2;12;2;6;8;4;7;11;;;;;;;19;25;44;26;17;43;9;7;6;2;8;0;2;2;0;1;1;0;0;0;0;1;1;0;2;2;169;211;380;345;275;620;;;;;;;0;7;7;13;5;18;0;2;2;9;5;14;0;2;2;6;4;10;0;1;1;12;6;18;0;8;8;25;11;36;1;1;2;0;1;1;0.0;2016-10-26;-10.0;6.0;-16.0;-3.0;4.0;3.0;10.0;43.0;25.0;-45.0;31.0;-8.0;12.0;-7.0;5.0;59.0;40.0;27.0;21.0;16.0;37.0;51.0;-7.0;29.0;24.0;21.0;47.0;32.0;90.0;54.0;32.0;63.0;49.0;29.0;59.0;100.0;100.0;70.0;48.0;89.0;5.0;51.0;29.0;15.0;-27.0;13.0;-10.0;7.0;86.0;43.0;28.0;31.0;18.0;-26.0;36.0;34.0;14.0;19.0;32.0;21.0;-25.0;-20.0;-13.0;-10.0;-7.0;-2.0;-1.0;10.0;35.0;-36.0;-8.0;-5.0;-8.0;35.0;16.0;7.0;-28.0;-20.0;13.0;-8.0;66.0;81.0;61.0;41.0;-31.0;-3.0;5.0;5.0;26.0;11.0;80.0;30.0;2.0;16:45:00;1.0;EMP;NAP
PES X ATT 26-10-2016;240 (87%);168 (78%);408 (83%);167 (78%);203 (79%);370 (79%);1;8;9;7;3;10;57%;47%;52%;43%;53%;48%;3;0;3;0;3;3;4;4;8;0;2;2;;;;;;;14;34;48;29;25;54;22;18;0;0;0;1;1;2;1;0;1;0;0;0;0;0;0;0;2;2;277;216;493;214;257;471;;;;;;;3;3;6;1;3;4;4;3;7;1;1;2;1;2;3;0;0;0;5;2;7;0;1;1;8;5;13;1;4;5;2;1;3;1;2;3;1.0;2016-10-26;-10.0;-4.0;-3.0;7.0;10.0;8.0;-26.0;-52.0;-32.0;-15.0;-9.0;-11.0;4.0;5.0;-5.0;31.0;-38.0;-15.0;-15.0;-4.0;-3.0;2.0;-12.0;-47.0;-28.0;-49.0;-32.0;-21.0;-11.0;-30.0;-19.0;-15.0;-12.0;-13.0;-10.0;-11.0;-24.0;-17.0;-12.0;-9.0;;-33.0;34.0;12.0;3.0;-2.0;-4.0;7.0;-4.0;-4.0;-7.0;-9.0;-36.0;-21.0;-12.0;-7.0;6.0;-4.0;-100.0;-57.0;-34.0;-20.0;-7.0;8.0;7.0;7.0;-52.0;-34.0;-27.0;-50.0;-33.0;-53.0;-11.0;-15.0;-10.0;-39.0;-24.0;-11.0;-11.0;-2.0;-12.0;-2.0;23.0;14.0;10.0;14.0;11.0;18.0;14.0;7.0;11.0;0.0;0.0;16:45:00;-1.0;ATT;PES
SAS X ROM 26-10-2016;223 (82%);202 (82%);425 (82%);102 (68%);126 (72%);228 (70%);15;15;30;9;5;14;66%;58%;62%;34%;42%;38%;5;0;5;4;2;6;10;1;11;3;2;5;;;;;;;33;37;70;22;12;34;10;12;2;0;2;1;1;2;2;0;2;0;0;0;3;1;4;0;0;0;271;247;518;150;176;326;;;;;;;2;6;8;6;1;7;3;3;6;3;4;7;0;5;5;3;0;3;6;2;8;4;5;9;8;8;16;10;6;16;0;0;0;1;2;3;3.0;2016-10-26;0.0;32.0;-66.0;-46.0;44.0;43.0;-26.0;-6.0;-6.0;35.0;12.0;0.0;11.0;15.0;25.0;14.0;10.0;2.0;-4.0;-6.0;-7.0;-1.0;2.0;4.0;-35.0;-24.0;-18.0;-17.0;-17.0;-23.0;-12.0;-10.0;-9.0;-3.0;27.0;-29.0;-18.0;27.0;-89.0;-48.0;-25.0;-5.0;-2.0;-1.0;1.0;-22.0;-5.0;-7.0;-8.0;-9.0;-9.0;-9.0;-9.0;-84.0;-54.0;-36.0;73.0;-30.0;-16.0;16.0;-20.0;-57.0;-38.0;-27.0;-47.0;-31.0;16.0;23.0;-2.0;-12.0;-7.0;-10.0;-39.0;-25.0;-20.0;-89.0;-100.0;-100.0;9.0;-70.0;-68.0;-35.0;-16.0;-7.0;-4.0;-21.0;-8.0;25.0;16.0;1.0;27.0;30.0;1.0;16:45:00;-1.0;ROM;SAS
PAL X UDI 27-10-2016;180 (82%);179 (81%);359 (81%);141 (75%);260 (87%);401 (82%);6;2;8;7;3;10;55%;43%;48%;45%;57%;52%;1;0;1;0;3;3;3;1;4;1;2;3;0;2;2;0;0;0;30;21;51;27;25;52;15;15;1;0;1;3;1;4;0;1;1;0;0;0;0;0;0;1;0;1;220;222;442;188;300;488;0;0;0;0;1;1;3;4;7;3;1;4;0;3;3;3;3;6;4;3;7;2;0;2;2;2;4;2;5;7;5;6;11;5;6;11;1;1;2;2;2;4;3.0;2016-10-27;-10.0;-18.0;72.0;27.0;18.0;32.0;19.0;3.0;-43.0;-27.0;33.0;-11.0;11.0;10.0;37.0;20.0;7.0;2.0;-3.0;-4.0;-4.0;-24.0;-6.0;-34.0;-49.0;-28.0;26.0;7.0;6.0;11.0;-79.0;-47.0;-31.0;-2.0;-21.0;-6.0;9.0;14.0;-37.0;-24.0;;-18.0;-14.0;-12.0;-55.0;-3.0;-28.0;-12.0;-2.0;22.0;17.0;11.0;13.0;8.0;-19.0;-10.0;-2.0;-3.0;3.0;-37.0;-14.0;27.0;7.0;6.0;3.0;3.0;2.0;-2.0;3.0;3.0;9.0;25.0;15.0;-80.0;-41.0;-19.0;-7.0;-6.0;-2.0;-77.0;-46.0;-35.0;-38.0;-24.0;-14.0;25.0;5.0;-19.0;32.0;-25.0;25.0;0.0;1.0;16:45:00;-1.0;UDI;PAL
BGN X FIO 29-10-2016;269 (90%);282 (88%);551 (89%);165 (85%);176 (79%);341 (82%);3;4;7;5;3;8;60%;59%;60%;40%;41%;40%;2;0;2;0;1;1;3;2;5;1;1;2;;;;;;;21;20;41;27;28;55;17;8;0;2;2;2;2;4;2;0;2;0;0;0;3;3;6;0;3;3;299;321;620;195;222;417;0;0;0;1;0;1;4;4;8;1;1;2;2;3;5;2;0;2;3;2;5;0;2;2;3;1;4;1;2;3;7;5;12;2;3;5;1;2;3;1;2;3;1.0;2016-10-29;-10.0;-41.0;-26.0;-32.0;-21.0;-8.0;-5.0;-3.0;-56.0;-27.0;-17.0;-6.0;-12.0;-23.0;-6.0;-5.0;-4.0;4.0;2.0;-5.0;-1.0;-30.0;30.0;-40.0;-24.0;-90.0;-54.0;-31.0;-18.0;-11.0;36.0;14.0;2.0;38.0;-6.0;-3.0;-17.0;-7.0;-1.0;-3.0;-5.0;3.0;8.0;-6.0;-5.0;7.0;-43.0;-18.0;-15.0;-8.0;66.0;35.0;11.0;-35.0;-20.0;-21.0;3.0;-16.0;-13.0;-9.0;-31.0;-19.0;-10.0;-4.0;-41.0;-21.0;-11.0;5.0;-5.0;-1.0;3.0;-5.0;1.0;-4.0;41.0;28.0;17.0;11.0;-2.0;7.0;2.0;1.0;1.0;-8.0;-11.0;-14.0;-36.0;-29.0;-90.0;-68.0;-54.0;5.0;0.0;14:00:00;-1.0;FIO;BGN
JUV X NAP 29-10-2016;195 (83%);238 (85%);433 (84%);216 (85%);229 (82%);445 (83%);7;7;14;6;5;11;48%;50%;49%;52%;50%;51%;2;3;5;1;3;4;1;3;4;1;2;3;;;;;;;26;21;47;19;20;39;10;11;0;0;0;1;0;1;;;;;;;2;2;4;2;0;2;236;279;515;255;278;533;;;;;;;1;3;4;2;3;5;1;4;5;2;2;4;1;1;2;0;2;2;3;5;8;1;4;5;4;8;12;3;7;10;1;0;1;2;2;4;1.0;2016-10-29;10.0;8.0;8.0;17.0;6.0;45.0;34.0;49.0;26.0;13.0;2.0;8.0;38.0;30.0;14.0;-24.0;-14.0;60.0;27.0;-31.0;-7.0;-1.0;12.0;-3.0;-30.0;-12.0;9.0;1.0;2.0;5.0;4.0;3.0;3.0;8.0;6.0;13.0;4.0;-4.0;-3.0;-5.0;-20.0;-3.0;7.0;9.0;17.0;1.0;7.0;96.0;34.0;-39.0;-15.0;-87.0;-52.0;-23.0;-18.0;-18.0;-6.0;-2.0;-27.0;-22.0;-18.0;-11.0;-7.0;-3.0;5.0;1.0;-1.0;6.0;24.0;88.0;51.0;5.0;8.0;3.0;26.0;10.0;5.0;-3.0;10.0;-2.0;-6.0;-5.0;34.0;16.0;8.0;3.0;-12.0;-64.0;-39.0;9.0;-50.0;-10.0;2.0;16:45:00;1.0;NAP;JUV
ATT X GEN 30-10-2016;187 (78%);170 (81%);357 (80%);99 (68%);170 (85%);269 (78%);5;3;8;11;2;13;63%;52%;57%;37%;48%;43%;1;2;3;1;0;1;3;0;3;1;2;3;;;;;;;25;27;52;27;19;46;14;12;4;2;6;0;2;2;0;1;1;0;0;0;1;1;2;1;1;2;240;209;449;145;200;345;;;;;;;2;4;6;7;2;9;2;3;5;3;2;5;0;2;2;6;3;9;1;3;4;3;3;6;3;7;10;10;5;15;2;0;2;1;0;1;0.0;2016-10-30;-10.0;24.0;-7.0;6.0;34.0;20.0;12.0;5.0;-3.0;-4.0;-35.0;-6.0;-22.0;-34.0;-11.0;-18.0;-10.0;-7.0;-7.0;-3.0;1.0;44.0;25.0;100.0;64.0;31.0;12.0;-51.0;-34.0;-20.0;75.0;36.0;19.0;6.0;30.0;11.0;47.0;30.0;20.0;11.0;85.0;6.0;-5.0;-8.0;-7.0;-11.0;-2.0;2.0;1.0;3.0;8.0;6.0;5.0;94.0;55.0;31.0;-6.0;18.0;10.0;-26.0;-16.0;-15.0;-14.0;12.0;-44.0;-22.0;-11.0;-20.0;41.0;19.0;14.0;8.0;-25.0;-14.0;-13.0;-8.0;-9.0;-4.0;-15.0;-42.0;-25.0;-40.0;-23.0;-14.0;75.0;78.0;54.0;39.0;55.0;-40.0;31.0;5.0;3.0;09:30:00;1.0;GEN;ATT
CRO X CHV 30-10-2016;171 (74%);231 (83%);402 (79%);129 (65%);49 (48%);178 (59%);14;11;25;12;13;25;54%;74%;63%;46%;26%;37%;4;3;7;1;0;1;4;1;5;1;3;4;;;;;;;32;28;60;33;29;62;21;19;1;5;6;1;2;3;;;;;;;1;1;2;1;1;2;232;278;510;199;103;302;;;;;;;3;6;9;2;2;4;2;5;7;1;0;1;1;2;3;2;5;7;4;4;8;2;3;5;7;10;17;4;5;9;1;1;2;0;1;1;0.0;2016-10-30;-10.0;-10.0;-6.0;-6.0;-4.0;-6.0;-6.0;-6.0;-11.0;-1.0;-8.0;23.0;-12.0;-28.0;-15.0;-9.0;6.0;13.0;6.0;39.0;20.0;-25.0;11.0;-8.0;6.0;3.0;3.0;1.0;-5.0;-12.0;-1.0;6.0;-30.0;2.0;-14.0;-7.0;-29.0;-17.0;-5.0;-3.0;10.0;73.0;40.0;22.0;11.0;8.0;69.0;33.0;18.0;8.0;83.0;38.0;-62.0;-32.0;-23.0;-34.0;-38.0;-29.0;-17.0;36.0;10.0;27.0;12.0;7.0;-6.0;-6.0;-30.0;-25.0;-93.0;-65.0;-83.0;-48.0;-26.0;-9.0;-3.0;-1.0;49.0;23.0;-37.0;8.0;-6.0;-45.0;-29.0;-16.0;-13.0;-6.0;-8.0;-8.0;-8.0;-11.0;-4.0;45.0;2.0;12:00:00;1.0;CHV;CRO
