game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Big chances missed_away_1ST;Big chances missed_away_2ND;Big chances missed_away_ALL;Big chances missed_home_1ST;Big chances missed_home_2ND;Big chances missed_home_ALL;Big chances_away_1ST;Big chances_away_2ND;Big chances_away_ALL;Big chances_home_1ST;Big chances_home_2ND;Big chances_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Clearances_away_1ST;Clearances_away_2ND;Clearances_away_ALL;Clearances_home_1ST;Clearances_home_2ND;Clearances_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Crosses_away_1ST;Crosses_away_2ND;Crosses_away_ALL;Crosses_home_1ST;Crosses_home_2ND;Crosses_home_ALL;Dribbles_away_1ST;Dribbles_away_2ND;Dribbles_away_ALL;Dribbles_home_1ST;Dribbles_home_2ND;Dribbles_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Interceptions_away_1ST;Interceptions_away_2ND;Interceptions_away_ALL;Interceptions_home_1ST;Interceptions_home_2ND;Interceptions_home_ALL;Long balls_away_1ST;Long balls_away_2ND;Long balls_away_ALL;Long balls_home_1ST;Long balls_home_2ND;Long balls_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Possession lost_away_1ST;Possession lost_away_2ND;Possession lost_away_ALL;Possession lost_home_1ST;Possession lost_home_2ND;Possession lost_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Tackles_away_1ST;Tackles_away_2ND;Tackles_away_ALL;Tackles_home_1ST;Tackles_home_2ND;Tackles_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
FRO X EMP 21-10-2018;220 (86%);177 (85%);397 (86%);120 (74%);107 (79%);227 (76%);12;14;26;3;7;10;61%;60%;60%;39%;40%;40%;0;1;1;0;0;0;0;1;1;0;1;1;4;1;5;0;2;2;6;10;16;6;21;27;5;3;8;1;5;6;0;1;1;0;0;0;4/9 (44%);1/12 (8%);5/21 (24%);1/7 (14%);2/13 (15%);3/20 (15%);4/6 (67%);11/11 (100%);15/17 (88%);4/8 (50%);1/6 (17%);5/14 (36%);30;40;70;23;24;47;17;15;1;1;2;4;3;7;1;0;1;0;0;0;9;5;14;4;6;10;11/24 (46%);7/13 (54%);18/37 (49%);11/29 (38%);12/24 (50%);23/53 (43%);4;0;4;0;1;1;255;209;464;163;136;299;;;122;;;117;;;;;;;5;4;9;0;4;4;4;1;5;1;0;1;5;5;10;1;3;4;8;3;11;2;1;3;7;8;15;9;6;15;13;7;20;2;5;7;1;2;3;0;2;2;3.0;2018-10-21;-8.0;14.0;9.0;-24.0;-22.0;-16.0;-12.0;-10.0;18.0;15.0;2.0;11.0;-8.0;-32.0;-32.0;-27.0;-31.0;-22.0;-28.0;-53.0;-88.0;-57.0;6.0;-54.0;-50.0;-39.0;-76.0;-42.0;-29.0;-16.0;-4.0;-14.0;-26.0;21.0;15.0;-11.0;-60.0;-55.0;-34.0;8.0;-9.0;9.0;30.0;-48.0;-38.0;45.0;-7.0;-5.0;-37.0;-19.0;-10.0;56.0;28.0;19.0;47.0;27.0;17.0;20.0;6.0;-5.0;34.0;12.0;-11.0;-6.0;-11.0;-22.0;-24.0;15.0;-32.0;-41.0;-29.0;-55.0;-39.0;-25.0;-32.0;-66.0;-40.0;-25.0;59.0;-93.0;-55.0;-29.0;-17.0;-10.0;-29.0;-37.0;-20.0;15.0;6.0;30.0;-2.0;13.0;3.0;08:30:00;0.0;EMP;FRO
BGN X TOR 21-10-2018;163 (79%);181 (82%);344 (80%);123 (68%);154 (79%);277 (74%);14;11;25;12;10;22;53%;53%;53%;47%;47%;47%;;;;;;;0;0;0;0;2;2;0;1;1;1;0;1;11;6;17;6;8;14;0;4;4;2;1;3;;;;;;;1/4 (25%);2/9 (22%);3/13 (23%);1/6 (17%);1/11 (9%);2/17 (12%);2/5 (40%);5/7 (71%);7/12 (58%);1/4 (25%);5/6 (83%);6/10 (60%);26;27;53;32;35;67;22;10;0;0;0;1;3;4;0;0;0;0;1;1;6;5;11;2;1;3;21/35 (60%);18/34 (53%);39/69 (57%);16/38 (42%);13/33 (39%);29/71 (41%);1;0;1;1;0;1;207;221;428;180;196;376;;;136;;;147;;;;;;;2;3;5;2;4;6;2;2;4;1;3;4;2;4;6;0;2;2;2;4;6;0;1;1;6;5;11;9;8;17;4;7;11;2;5;7;1;1;2;1;1;2;2.0;2018-10-21;-5.0;2.0;3.0;3.0;-5.0;-71.0;-42.0;-29.0;-10.0;-7.0;3.0;-5.0;4.0;5.0;12.0;9.0;7.0;-11.0;10.0;7.0;8.0;3.0;-9.0;-4.0;-3.0;-5.0;-6.0;-18.0;-25.0;-18.0;-24.0;-20.0;42.0;-12.0;19.0;12.0;8.0;6.0;-38.0;-5.0;12.0;-2.0;4.0;4.0;6.0;-14.0;7.0;30.0;22.0;10.0;-66.0;-34.0;-20.0;-11.0;14.0;59.0;-14.0;55.0;-42.0;15.0;9.0;-5.0;-1.0;3.0;-5.0;3.0;-15.0;13.0;-5.0;-21.0;-4.0;16.0;12.0;16.0;4.0;59.0;26.0;-39.0;-5.0;-17.0;-19.0;-13.0;-5.0;-6.0;-22.0;-13.0;-7.0;-39.0;-38.0;2.0;-53.0;-14.0;2.0;11:00:00;0.0;TOR;BGN
CHV X ATT 21-10-2018;244 (81%);338 (94%);582 (88%);196 (75%);123 (84%);319 (78%);8;3;11;12;4;16;54%;71%;62%;46%;29%;38%;1;0;1;0;0;0;1;1;2;0;1;1;2;0;2;0;0;0;5;3;8;7;4;11;0;2;2;1;0;1;0;2;2;0;0;0;2/4 (50%);1/5 (20%);3/9 (33%);0/7 (0%);1/5 (20%);1/12 (8%);4/8 (50%);4/12 (33%);8/20 (40%);0/1 (0%);1/5 (20%);1/6 (17%);24;22;46;25;24;49;15;14;0;0;0;2;0;2;0;0;0;0;1;1;9;2;11;10;3;13;14/32 (44%);14/17 (82%);28/49 (57%);19/38 (50%);16/22 (73%);35/60 (58%);1;0;1;0;2;2;302;359;661;261;146;407;;;120;;;135;0;0;0;1;0;1;5;4;9;0;2;2;4;4;8;0;2;2;4;3;7;0;1;1;5;3;8;0;1;1;4;9;13;7;11;18;10;7;17;0;3;3;0;1;1;2;1;3;5.0;2018-10-21;-2.0;-10.0;-20.0;-15.0;-5.0;-18.0;-10.0;-5.0;-25.0;-43.0;-23.0;-50.0;-22.0;-10.0;-22.0;-8.0;-14.0;-61.0;-42.0;-26.0;-74.0;-42.0;-40.0;-19.0;23.0;9.0;9.0;-15.0;-9.0;-12.0;-11.0;-12.0;-9.0;-35.0;-15.0;-6.0;-2.0;-20.0;-43.0;-12.0;-9.0;-11.0;-33.0;-23.0;-17.0;-8.0;-13.0;-88.0;-56.0;-75.0;-40.0;-50.0;-31.0;-23.0;-8.0;-10.0;-2.0;-33.0;-23.0;-19.0;-15.0;-31.0;-13.0;-15.0;-13.0;-12.0;-10.0;-3.0;-16.0;-41.0;-31.0;-72.0;-48.0;-35.0;-43.0;-12.0;-20.0;-15.0;-9.0;-30.0;-20.0;-1.0;3.0;47.0;25.0;10.0;-21.0;36.0;-17.0;-8.0;4.0;-4.0;1.0;11:00:00;-1.0;ATT;CHV
PRM X LAZ 21-10-2018;274 (82%);201 (82%);475 (82%);108 (70%);111 (73%);219 (71%);9;11;20;7;6;13;69%;62%;66%;31%;38%;34%;1;2;3;0;0;0;1;4;5;0;0;0;1;2;3;1;0;1;6;12;18;17;7;24;4;4;8;1;1;2;0;2;2;0;0;0;2/18 (11%);3/10 (30%);5/28 (18%);1/4 (25%);1/8 (13%);2/12 (17%);4/5 (80%);4/10 (40%);8/15 (53%);3/6 (50%);4/10 (40%);7/16 (44%);28;29;57;17;26;43;12;6;1;0;1;2;5;7;;;;;;;3;1;4;14;6;20;20/30 (66%);12/25 (48%);32/55 (58%);12/35 (34%);6/19 (32%);18/54 (33%);1;1;2;0;1;1;334;244;578;154;153;307;;;164;;;149;;;;;;;3;8;11;2;0;2;3;3;6;2;0;2;2;7;9;1;0;1;3;4;7;2;0;2;13;10;23;3;9;12;6;12;18;4;0;4;1;2;3;1;1;2;2.0;2018-10-21;-5.0;-15.0;-17.0;-26.0;-31.0;-13.0;-16.0;-11.0;-7.0;-31.0;-23.0;-7.0;-50.0;-7.0;-8.0;-8.0;-9.0;-21.0;-11.0;27.0;10.0;-13.0;-14.0;-6.0;17.0;6.0;2.0;-3.0;-3.0;-8.0;5.0;-4.0;4.0;-9.0;-17.0;-14.0;-57.0;-92.0;-84.0;-29.0;-16.0;-45.0;-31.0;-19.0;-11.0;-19.0;-9.0;5.0;-66.0;-93.0;-55.0;-45.0;-25.0;-1.0;1.0;-6.0;22.0;-16.0;-39.0;-23.0;-17.0;-36.0;-50.0;-44.0;-31.0;-12.0;-5.0;56.0;-1.0;-1.0;-14.0;-14.0;-19.0;-12.0;-13.0;-24.0;-31.0;-40.0;21.0;-21.0;-62.0;-37.0;-22.0;-46.0;-25.0;-47.0;-29.0;-48.0;-22.0;-31.0;14.0;-44.0;0.0;11:00:00;-1.0;LAZ;PRM
FIO X CAG 21-10-2018;124 (69%);130 (71%);254 (70%);230 (83%);151 (76%);381 (80%);10;15;25;9;13;22;40%;47%;43%;60%;53%;57%;0;0;0;0;1;1;0;1;1;0;2;2;1;1;2;1;3;4;13;12;25;18;12;30;5;2;7;2;4;6;;;;;;;0/6 (0%);1/7 (14%);1/13 (8%);1/9 (11%);4/13 (31%);5/22 (23%);2/3 (67%);4/5 (80%);6/8 (75%);0/2 (0%);4/8 (50%);4/10 (40%);27;36;63;23;37;60;20;13;1;1;2;1;2;3;;;;;;;7;6;13;5;9;14;12/36 (33%);13/32 (41%);25/68 (37%);21/36 (58%);15/40 (38%);36/76 (47%);1;1;2;0;0;0;181;182;363;278;200;478;;;169;;;161;;;;;;;2;3;5;2;6;8;3;0;3;1;4;5;1;3;4;0;2;2;3;1;4;0;3;3;9;12;21;5;10;15;5;4;9;2;9;11;1;1;2;0;0;0;1.0;2018-10-21;9.0;6.0;-36.0;-16.0;-23.0;-11.0;22.0;13.0;9.0;12.0;5.0;13.0;-44.0;-24.0;-57.0;-80.0;-42.0;-14.0;-10.0;-4.0;-2.0;8.0;15.0;-26.0;-12.0;15.0;35.0;25.0;22.0;11.0;16.0;12.0;-22.0;17.0;-10.0;-22.0;-5.0;-15.0;-16.0;23.0;;42.0;44.0;28.0;48.0;18.0;40.0;22.0;50.0;38.0;30.0;20.0;6.0;-1.0;4.0;6.0;18.0;28.0;36.0;25.0;26.0;37.0;-28.0;-6.0;-27.0;-1.0;5.0;31.0;-63.0;-29.0;-10.0;-7.0;-10.0;-27.0;-17.0;-22.0;-19.0;37.0;25.0;42.0;16.0;-80.0;-48.0;-24.0;-9.0;15.0;8.0;39.0;80.0;13.0;49.0;-1.0;1.0;14:00:00;0.0;CAG;FIO
INT X MIL 21-10-2018;171 (84%);187 (83%);358 (84%);246 (88%);249 (88%);495 (88%);6;6;12;2;5;7;42%;44%;43%;58%;56%;57%;0;0;0;2;1;3;0;0;0;2;2;4;2;4;6;1;3;4;13;17;30;5;11;16;2;2;4;4;5;9;1;0;1;0;0;0;2/9 (22%);4/12 (33%);6/21 (29%);5/18 (28%);6/27 (22%);11/45 (24%);1/1 (100%);5/9 (56%);6/10 (60%);3/6 (50%);5/10 (50%);8/16 (50%);21;29;50;13;21;34;7;13;2;1;3;0;1;1;0;0;0;1;0;1;8;5;13;4;4;8;14/27 (52%);8/19 (42%);22/46 (48%);24/35 (69%);13/20 (65%);37/55 (67%);1;0;1;1;0;1;203;225;428;278;282;560;;;112;;;136;;;;;;;3;3;6;4;7;11;6;2;8;4;6;10;0;1;1;2;2;4;5;4;9;3;4;7;10;9;19;5;7;12;8;7;15;7;11;18;3;2;5;0;2;2;0.0;2018-10-21;-9.0;5.0;10.0;22.0;25.0;35.0;62.0;40.0;20.0;-27.0;-10.0;-8.0;-2.0;8.0;54.0;50.0;-34.0;5.0;17.0;6.0;3.0;4.0;-8.0;-6.0;6.0;10.0;8.0;35.0;84.0;48.0;32.0;23.0;47.0;-8.0;45.0;9.0;-28.0;-10.0;25.0;12.0;-38.0;-8.0;4.0;16.0;28.0;-15.0;38.0;35.0;17.0;16.0;42.0;22.0;11.0;1.0;-5.0;28.0;-4.0;-17.0;32.0;33.0;67.0;46.0;54.0;33.0;70.0;35.0;2.0;4.0;-3.0;-5.0;-3.0;32.0;24.0;22.0;23.0;16.0;2.0;42.0;5.0;27.0;-31.0;28.0;8.0;-11.0;-4.0;-41.0;-29.0;-19.0;-13.0;-3.0;-3.0;-12.0;1.0;16:30:00;1.0;MIL;INT
SAM X SAS 22-10-2018;170 (81%);170 (78%);340 (79%);222 (88%);196 (81%);418 (84%);1;3;4;5;4;9;46%;47%;47%;54%;53%;53%;1;0;1;2;1;3;1;0;1;2;1;3;2;1;3;1;0;1;8;5;13;13;2;15;3;0;3;2;2;4;;;;;;;1/8 (13%);1/3 (33%);2/11 (18%);2/6 (33%);3/6 (50%);5/12 (42%);8/14 (57%);7/16 (44%);15/30 (50%);3/5 (60%);7/14 (50%);10/19 (53%);21;27;48;26;39;65;18;10;1;0;1;0;0;0;1;0;1;0;0;0;6;7;13;6;10;16;22/32 (69%);15/35 (43%);37/67 (55%);12/19 (63%);7/14 (50%);19/33 (58%);0;2;2;1;1;2;209;219;428;253;243;496;;;143;;;128;;;;;;;4;0;4;5;2;7;4;3;7;4;3;7;0;0;0;1;0;1;2;4;6;1;1;2;7;12;19;11;18;29;6;4;10;6;3;9;2;1;3;1;1;2;0.0;2018-10-22;-18.0;14.0;-6.0;-48.0;-30.0;-29.0;-21.0;-17.0;-4.0;-8.0;-34.0;-13.0;-18.0;-18.0;-22.0;-11.0;-11.0;-2.0;58.0;41.0;32.0;47.0;-23.0;54.0;41.0;40.0;11.0;-5.0;-3.0;-5.0;-6.0;-41.0;-26.0;-10.0;-31.0;-18.0;-16.0;-9.0;22.0;31.0;-9.0;20.0;15.0;42.0;26.0;-3.0;38.0;20.0;-24.0;-10.0;8.0;3.0;5.0;23.0;51.0;58.0;4.0;38.0;30.0;16.0;9.0;1.0;-2.0;-2.0;-1.0;-7.0;6.0;1.0;7.0;16.0;3.0;2.0;-1.0;21.0;10.0;35.0;22.0;17.0;-24.0;-9.0;-1.0;-4.0;-7.0;-9.0;-26.0;-28.0;-31.0;-30.0;-20.0;-10.0;-15.0;4.0;0.0;16:30:00;0.0;SAS;SAM
ATT X PRM 27-10-2018;93 (64%);120 (75%);213 (70%);299 (85%);231 (85%);530 (85%);2;2;4;8;6;14;30%;38%;34%;70%;62%;66%;1;1;2;1;0;1;1;1;2;1;2;3;1;4;5;6;2;8;13;13;26;8;9;17;3;3;6;4;2;6;0;0;0;0;1;1;1/8 (13%);1/10 (10%);2/18 (11%);3/13 (23%);3/6 (50%);6/19 (32%);2/6 (33%);7/15 (47%);9/21 (43%);7/12 (58%);7/8 (88%);14/20 (70%);14;20;34;31;26;57;9;7;6;4;10;1;2;3;0;0;0;0;1;1;7;10;17;7;6;13;9/37 (24%);13/27 (48%);22/64 (34%);19/29 (66%);19/32 (59%);38/61 (62%);3;1;4;1;0;1;146;159;305;350;273;623;;;156;;;141;;;;;;;3;5;8;9;8;17;4;3;7;3;7;10;0;2;2;6;6;12;2;4;6;6;7;13;8;6;14;10;10;20;5;9;14;15;15;30;1;1;2;0;0;0;0.0;2018-10-27;8.0;58.0;63.0;40.0;51.0;15.0;6.0;-1.0;-9.0;17.0;-37.0;12.0;-49.0;-2.0;-29.0;-34.0;26.0;1.0;-36.0;58.0;39.0;20.0;51.0;11.0;1.0;53.0;32.0;24.0;32.0;21.0;10.0;7.0;-7.0;55.0;6.0;46.0;37.0;27.0;44.0;39.0;;24.0;19.0;17.0;40.0;39.0;13.0;-33.0;16.0;9.0;13.0;41.0;47.0;12.0;31.0;42.0;32.0;2.0;-24.0;-11.0;-18.0;40.0;53.0;35.0;-37.0;-7.0;-7.0;43.0;34.0;16.0;62.0;79.0;47.0;26.0;16.0;-21.0;20.0;5.0;70.0;91.0;81.0;56.0;36.0;27.0;15.0;4.0;6.0;8.0;25.0;43.0;32.0;7.0;3.0;11:00:00;1.0;PRM;ATT
EMP X JUV 27-10-2018;245 (90%);246 (91%);491 (90%);142 (84%);202 (83%);344 (84%);5;6;11;0;8;8;62%;54%;58%;38%;46%;42%;0;1;1;0;0;0;0;2;2;0;0;0;4;2;6;2;2;4;9;11;20;14;6;20;8;2;10;3;3;6;;;;;;;8/21 (38%);3/12 (25%);11/33 (33%);1/12 (8%);0/9 (0%);1/21 (5%);5/6 (83%);6/7 (86%);11/13 (85%);6/7 (86%);0/8 (0%);6/15 (40%);23;28;51;20;28;48;21;13;1;0;1;3;2;5;0;1;1;0;0;0;8;11;19;5;6;11;34/41 (83%);15/22 (68%);49/63 (78%);12/24 (50%);14/24 (58%);26/48 (54%);0;1;1;0;0;0;273;270;543;169;242;411;;;105;;;123;;;;;;;6;5;11;1;3;4;5;2;7;1;3;4;3;4;7;2;0;2;6;3;9;4;2;6;6;10;16;6;8;14;12;8;20;5;5;10;2;1;3;0;2;2;2.0;2018-10-27;0.0;-4.0;-4.0;29.0;22.0;-19.0;-20.0;-20.0;-15.0;-22.0;-55.0;-4.0;-37.0;28.0;16.0;24.0;35.0;55.0;16.0;-45.0;-55.0;-1.0;-36.0;-20.0;-18.0;-35.0;-30.0;-37.0;-22.0;-26.0;-35.0;-21.0;-27.0;-26.0;-17.0;-19.0;-7.0;-9.0;6.0;-3.0;-22.0;-6.0;-31.0;-55.0;-60.0;-52.0;-40.0;-31.0;-17.0;-46.0;-26.0;-72.0;-39.0;-63.0;-48.0;-38.0;-54.0;-20.0;-12.0;-8.0;6.0;7.0;9.0;9.0;12.0;17.0;4.0;-59.0;-7.0;-48.0;-34.0;-43.0;-30.0;-24.0;-22.0;-12.0;-6.0;7.0;-19.0;-2.0;1.0;9.0;7.0;6.0;16.0;54.0;43.0;33.0;44.0;-13.0;42.0;44.0;1.0;14:00:00;-1.0;JUV;EMP
TOR X FIO 27-10-2018;88 (63%);127 (74%);215 (69%);160 (77%);119 (73%);279 (75%);7;10;17;18;12;30;40%;51%;45%;60%;49%;55%;0;2;2;1;0;1;1;2;3;1;0;1;0;1;1;5;3;8;22;14;36;7;10;17;0;5;5;2;2;4;;;;;;;0/3 (0%);1/7 (14%);1/10 (10%);4/15 (27%);1/12 (8%);5/27 (19%);4/7 (57%);3/11 (27%);7/18 (39%);3/6 (50%);6/9 (67%);9/15 (60%);33;28;61;36;44;80;22;15;1;1;2;0;4;4;0;0;0;1;0;1;11;8;19;11;2;13;11/29 (38%);15/39 (38%);26/68 (38%);15/32 (47%);18/28 (64%);33/60 (55%);0;1;1;1;0;1;140;171;311;208;162;370;;;150;;;162;;;;;;;1;3;4;4;2;6;1;2;3;6;5;11;1;4;5;1;1;2;1;4;5;8;7;15;16;8;24;7;16;23;2;7;9;12;9;21;1;3;4;1;1;2;1.0;2018-10-27;2.0;23.0;31.0;19.0;12.0;36.0;15.0;24.0;18.0;39.0;100.0;3.0;83.0;63.0;55.0;30.0;63.0;31.0;17.0;8.0;21.0;11.0;-26.0;18.0;24.0;15.0;28.0;33.0;15.0;3.0;-6.0;11.0;10.0;-10.0;14.0;34.0;35.0;29.0;34.0;15.0;-20.0;19.0;-27.0;-1.0;-36.0;-25.0;-24.0;-13.0;-1.0;5.0;33.0;28.0;52.0;28.0;-25.0;16.0;27.0;9.0;-3.0;-3.0;-3.0;8.0;-36.0;-4.0;-2.0;9.0;5.0;6.0;-10.0;-1.0;15.0;32.0;53.0;16.0;20.0;18.0;9.0;-39.0;5.0;-22.0;-10.0;-11.0;-4.0;-39.0;-25.0;-25.0;-38.0;-14.0;-2.0;-13.0;1.0;8.0;1.0;16:30:00;0.0;FIO;TOR
SAS X BGN 28-10-2018;71 (72%);75 (69%);146 (71%);254 (87%);274 (87%);528 (87%);4;20;24;4;9;13;26%;26%;26%;74%;74%;74%;1;0;1;1;1;2;1;1;2;1;2;3;3;1;4;0;1;1;21;20;41;5;2;7;3;2;5;5;4;9;;;;;;;2/6 (33%);3/5 (60%);5/11 (45%);3/11 (27%);5/19 (26%);8/30 (27%);2/3 (67%);3/6 (50%);5/9 (56%);5/7 (71%);3/7 (43%);8/14 (57%);26;39;65;28;23;51;19;21;2;3;5;1;2;3;1;0;1;1;2;3;7;9;16;7;3;10;11/20 (55%);15/28 (54%);26/48 (54%);23/35 (66%);20/34 (59%);43/69 (62%);0;0;0;1;0;1;98;108;206;291;315;606;;;94;;;130;;;;;;;2;4;6;3;4;7;2;3;5;4;4;8;2;3;5;3;3;6;5;3;8;4;4;8;10;8;18;9;4;13;7;7;14;7;8;15;2;1;3;2;0;2;2.0;2018-10-28;-33.0;30.0;43.0;68.0;67.0;58.0;32.0;44.0;56.0;75.0;44.0;-48.0;38.0;27.0;24.0;17.0;38.0;39.0;30.0;22.0;67.0;42.0;-86.0;20.0;12.0;-28.0;-22.0;-13.0;-6.0;12.0;13.0;12.0;4.0;-70.0;-4.0;-4.0;17.0;14.0;15.0;60.0;7.0;23.0;21.0;14.0;15.0;-40.0;16.0;25.0;21.0;14.0;7.0;-25.0;-100.0;-93.0;-34.0;-2.0;-20.0;7.0;37.0;27.0;23.0;1.0;7.0;5.0;6.0;6.0;11.0;-28.0;34.0;32.0;45.0;34.0;23.0;27.0;18.0;26.0;14.0;-14.0;-11.0;6.0;5.0;38.0;46.0;36.0;87.0;58.0;44.0;24.0;20.0;7.0;29.0;91.0;2.0;09:30:00;0.0;BGN;SAS
CAG X CHV 28-10-2018;200 (83%);223 (85%);423 (84%);227 (83%);158 (80%);385 (82%);7;11;18;14;10;24;46%;58%;52%;54%;42%;48%;0;1;1;0;0;0;0;2;2;1;0;1;1;1;2;2;1;3;10;5;15;3;11;14;0;2;2;8;0;8;;;;;;;1/4 (25%);4/15 (27%);5/19 (26%);5/13 (38%);2/7 (29%);7/20 (35%);2/5 (40%);3/3 (100%);5/8 (63%);1/4 (25%);3/5 (60%);4/9 (44%);19;32;51;26;25;51;15;16;0;1;1;0;2;2;;;;;;;10;7;17;2;6;8;24/37 (65%);18/32 (56%);42/69 (61%);22/29 (76%);18/37 (49%);40/66 (61%);0;1;1;0;0;0;240;263;503;274;197;471;;;119;;;135;;;;;;;1;8;9;8;1;9;1;6;7;8;1;9;0;3;3;1;2;3;1;2;3;3;3;6;4;8;12;6;3;9;2;10;12;11;4;15;2;4;6;0;1;1;1.0;2018-10-28;2.0;7.0;41.0;61.0;37.0;53.0;65.0;67.0;38.0;24.0;44.0;30.0;21.0;39.0;39.0;25.0;19.0;24.0;18.0;10.0;4.0;9.0;21.0;32.0;49.0;18.0;-13.0;-5.0;-7.0;-21.0;-13.0;22.0;3.0;14.0;-6.0;-1.0;8.0;-25.0;-16.0;-9.0;27.0;-9.0;-9.0;-10.0;23.0;15.0;7.0;12.0;2.0;-3.0;-48.0;-54.0;-38.0;-15.0;13.0;9.0;14.0;32.0;41.0;29.0;-39.0;-13.0;-14.0;-55.0;-44.0;-51.0;-32.0;30.0;-21.0;-11.0;-29.0;-41.0;-38.0;-18.0;-6.0;2.0;3.0;21.0;47.0;-40.0;-34.0;-22.0;-22.0;-45.0;-19.0;-14.0;-26.0;-18.0;-21.0;22.0;-39.0;-8.0;2.0;12:00:00;1.0;CHV;CAG
