game;name;slug;shortName;id;national;team_name;team_id;goals;goalAssist;totalTackle;totalPass;totalDuels;minutesPlayed;position;rating;shotsOnTarget;shotsOffTarget;shotsBlocked;totalContest;totalClearance;outfielderBlock;interceptionWon;wonTackle;challengeLost;accuratePass;keyPass;totalCross;totalLongBalls;dispossessed;wasFouled;fouls;saves;punches;runsOut;goodHighClaim;team
AME X SPT 2018-04-15;Claudio Winck;sport-recife;C. Winck;155998;False;Sport Recife;1959;;;3;15 (75%);15 (8);45';D;6.1;0;0;0;4 (2);2;0;2;3 (2);;15 (75%);0;0 (0);4 (2);2;1;3;;;;;SPT
AME X SPT 2018-04-15;Hygor;sport-recife;Hygor;832472;False;Sport Recife;1959;;;0;16 (88%);12 (2);90';M;5.8;0;0;1;3 (0);0;0;0;0 (0);;16 (88%);1;1 (0);0 (0);2;1;2;;;;;SPT
AME X SPT 2018-04-15;Agenor;sport-recife;Agenor;42575;False;Sport Recife;1959;;;0;22 (75%);1 (0);90';G;5.4;0;0;0;0 (0);0;0;0;0 (0);;22 (75%);0;0 (0);13 (6);0;0;0;1;0;0 (0);0;SPT
COR X FLU 2018-04-15;Richard;fluminense;Richard;897617;False;Fluminense;1961;1;;5;26 (81%);10 (8);90';M;8.3;1;1;0;0 (0);3;2;4;5 (4);2;26 (81%);1;0 (0);3 (2);0;1;0;;;;;FLU
COR X FLU 2018-04-15;Rodriguinho;corinthians;Rodriguinho;797939;False;Corinthians;1957;2;;2;29 (87%);12 (5);90';M;8.1;2;0;0;1 (0);0;0;1;2 (1);;29 (87%);1;1 (0);2 (1);3;2;2;;;;;COR
COR X FLU 2018-04-15;Ángel Romero;corinthians;Á. Romero;312344;False;Corinthians;1957;;1;2;22 (62%);11 (8);79';M;7.6;0;2;0;3 (3);0;0;0;2 (1);;22 (62%);1;7 (2);1 (1);0;1;2;;;;;COR
COR X FLU 2018-04-15;Sidcley;corinthians;Sidcley;592086;False;Corinthians;1957;;;1;51 (92%);12 (8);90';D;7.4;0;0;0;3 (3);3;0;5;1 (0);1;51 (92%);1;2 (1);3 (2);0;1;1;;;;;COR
COR X FLU 2018-04-15;Fabián Balbuena;corinthians;F. Balbuena;339447;False;Corinthians;1957;;;3;48 (92%);12 (9);90';D;7.4;0;0;0;0 (0);7;2;3;3 (2);2;48 (92%);0;0 (0);3 (3);0;0;1;;;;;COR
COR X FLU 2018-04-15;Ralf;corinthians;Ralf;105046;False;Corinthians;1957;;;3;58 (89%);15 (11);90';M;7.3;0;0;0;1 (1);4;0;2;3 (2);1;58 (89%);0;0 (0);7 (5);0;3;1;;;;;COR
COR X FLU 2018-04-15;Emerson Sheik;corinthians;E. Sheik;30277;False;Corinthians;1957;;1;0;8 (66%);3 (3);22';F;7.2;0;0;0;0 (0);0;0;0;0 (0);;8 (66%);1;1 (1);0 (0);0;3;0;;;;;COR
COR X FLU 2018-04-15;Ibañez;fluminense;Ibañez;888949;False;Fluminense;1961;;;1;11 (78%);2 (2);24';D;7.1;0;0;0;0 (0);3;1;3;1 (1);;11 (78%);0;0 (0);1 (0);0;0;0;;;;;FLU
COR X FLU 2018-04-15;Maycon;corinthians;Maycon;831778;False;Corinthians;1957;;;1;11 (73%);2 (2);19';M;7.1;0;0;1;1 (1);0;0;1;1 (0);;11 (73%);1;0 (0);2 (1);0;0;0;;;;;COR
COR X FLU 2018-04-15;Junior Sornoza;fluminense;J. Sornoza;155786;False;Fluminense;1961;;;1;25 (78%);8 (2);90';M;7.0;1;1;0;2 (1);0;0;1;1 (1);1;25 (78%);5;3 (1);4 (2);1;0;0;;;;;FLU
COR X FLU 2018-04-15;Henrique;corinthians;Henrique;37288;False;Corinthians;1957;;;1;46 (100%);4 (4);90';D;7.0;0;1;0;0 (0);2;0;1;1 (1);;46 (100%);0;0 (0);2 (2);0;1;0;;;;;COR
COR X FLU 2018-04-15;Pedrinho;corinthians;Pedrinho;874030;False;Corinthians;1957;;;0;4 (80%);4 (4);11';M;6.9;0;0;0;2 (2);0;0;0;0 (0);;4 (80%);0;2 (0);0 (0);0;1;1;;;;;COR
COR X FLU 2018-04-15;Pedro;fluminense;Pedro;840219;False;Fluminense;1961;;1;0;11 (78%);11 (3);76';F;6.9;0;1;1;1 (1);0;0;0;0 (0);1;11 (78%);1;0 (0);0 (0);3;0;2;;;;;FLU
COR X FLU 2018-04-15;Cássio;corinthians;Cássio;27756;False;Corinthians;1957;;;0;15 (68%);1 (1);90';G;6.8;0;0;0;0 (0);1;0;0;0 (0);;15 (68%);0;0 (0);14 (7);0;0;0;2;1;0 (0);0;COR
COR X FLU 2018-04-15;Jádson;fluminense;Jádson;243651;False;Fluminense;1961;;;3;30 (83%);12 (4);90';M;6.7;0;1;0;0 (0);1;0;4;3 (2);3;30 (83%);0;1 (1);2 (2);2;1;3;;;;;FLU
COR X FLU 2018-04-15;Gum;fluminense;Gum;90655;False;Fluminense;1961;;;0;24 (88%);11 (2);90';D;6.7;0;1;0;0 (0);10;0;3;0 (0);;24 (88%);0;0 (0);1 (1);0;0;2;;;;;FLU
COR X FLU 2018-04-15;Fagner;corinthians;Fagner;25554;False;Corinthians;1957;;;1;47 (78%);9 (3);90';D;6.7;0;0;1;4 (1);2;2;2;1 (1);2;47 (78%);0;11 (0);10 (4);1;1;0;;;;;COR
COR X FLU 2018-04-15;Clayson;corinthians;Clayson;811308;False;Corinthians;1957;;;0;27 (67%);10 (3);90';M;6.6;0;1;1;2 (1);1;0;1;0 (0);2;27 (67%);1;5 (2);1 (0);1;1;3;;;;;COR
COR X FLU 2018-04-15;Gilberto;fluminense;Gilberto;261687;False;Fluminense;1961;;;1;15 (53%);8 (5);90';D;6.6;0;0;0;3 (2);1;0;1;1 (1);1;15 (53%);0;3 (1);3 (0);0;0;1;;;;;FLU
COR X FLU 2018-04-15;Ayrton;fluminense;Ayrton;818473;False;Fluminense;1961;;;1;11 (64%);14 (9);90';D;6.5;0;0;2;4 (2);3;0;0;1 (1);1;11 (64%);1;0 (0);4 (1);0;6;1;;;;;FLU
COR X FLU 2018-04-15;João Carlos;fluminense;J. Carlos;880129;False;Fluminense;1961;;;0;2 (100%);4 (0);14';F;6.4;0;0;0;0 (0);0;0;0;0 (0);;2 (100%);0;0 (0);0 (0);0;0;1;;;;;FLU
COR X FLU 2018-04-15;Frazan;fluminense;Frazan;877549;False;Fluminense;1961;;;1;13 (72%);3 (2);66';D;6.4;0;0;0;0 (0);1;0;2;1 (0);;13 (72%);0;0 (0);1 (0);0;0;1;;;;;FLU
COR X FLU 2018-04-15;Júlio César;fluminense;J. César;44647;False;Fluminense;1961;;;0;16 (61%);0 (0);90';G;6.4;0;0;0;0 (0);5;0;0;0 (0);;16 (61%);0;0 (0);18 (8);0;0;0;0;2;1 (1);0;FLU
COR X FLU 2018-04-15;Renê Júnior;corinthians;R. Júnior;243339;False;Corinthians;1957;;;1;46 (90%);12 (2);71';M;6.3;0;1;0;0 (0);0;0;2;1 (1);2;46 (90%);1;1 (0);4 (2);2;0;3;;;;;COR
COR X FLU 2018-04-15;Mateus Vital;corinthians;M. Vital;823653;False;Corinthians;1957;;;0;21 (87%);5 (0);68';M;6.2;0;0;1;0 (0);0;0;1;0 (0);;21 (87%);0;1 (0);1 (0);2;0;0;;;;;COR
COR X FLU 2018-04-15;Pablo Dyego;fluminense;P. Dyego;550248;False;Fluminense;1961;;;0;14 (70%);17 (7);90';M;6.2;1;1;0;5 (4);0;0;0;0 (0);3;14 (70%);0;2 (1);1 (0);3;3;2;;;;;FLU
COR X FLU 2018-04-15;Renato Chaves;fluminense;R. Chaves;106953;False;Fluminense;1961;;;1;17 (65%);11 (5);88';D;6.2;0;0;1;0 (0);2;1;1;1 (0);;17 (65%);0;0 (0);5 (1);1;0;2;;;;;FLU
COR X FLU 2018-04-15;Marcos Júnior;fluminense;M. Júnior;232910;False;Fluminense;1961;;;0;1 (100%);1 (0);2';F;–;0;0;0;0 (0);0;0;0;0 (0);;1 (100%);0;0 (0);0 (0);0;0;0;;;;;FLU
INT X BAH 2018-04-15;Nico López;internacional;N. López;255881;False;Internacional;1966;2;;0;20 (66%);9 (2);79';F;8.1;2;2;0;2 (1);0;0;0;0 (0);5;20 (66%);1;2 (0);6 (0);1;1;0;;;;;INT
INT X BAH 2018-04-15;Rodrigo Dourado;internacional;R. Dourado;269089;False;Internacional;1966;;;7;35 (74%);17 (13);90';M;7.7;1;0;0;1 (1);1;0;3;7 (4);;35 (74%);0;0 (0);1 (0);0;0;3;;;;;INT
INT X BAH 2018-04-15;Rodrigo Moledo;internacional;R. Moledo;72080;False;Internacional;1966;;;2;23 (82%);10 (8);90';D;7.7;0;1;0;0 (0);3;2;3;2 (1);;23 (82%);0;0 (0);4 (0);0;4;1;;;;;INT
INT X BAH 2018-04-15;Iago;internacional;Iago;869644;False;Internacional;1966;;;6;39 (76%);14 (7);90';D;7.6;0;0;0;0 (0);3;1;5;6 (3);2;39 (76%);1;3 (0);8 (3);1;0;2;;;;;INT
INT X BAH 2018-04-15;Edenilson;internacional;Edenilson;221636;False;Internacional;1966;;1;2;40 (87%);6 (3);90';M;7.4;0;0;0;0 (0);0;0;3;2 (1);2;40 (87%);2;0 (0);2 (0);1;1;0;;;;;INT
INT X BAH 2018-04-15;Andrés D'Alessandro;internacional;A. D'Alessandro;17639;False;Internacional;1966;;;1;46 (82%);9 (4);88';M;7.4;0;2;0;1 (0);0;0;1;1 (1);2;46 (82%);4;6 (3);7 (4);2;3;0;;;;;INT
INT X BAH 2018-04-15;Léo Pelé;bahia;L. Pelé;360940;False;Bahia;1955;;;2;22 (78%);10 (8);90';D;7.3;0;2;0;6 (5);6;0;1;2 (1);;22 (78%);1;2 (0);0 (0);0;1;1;;;;;BAH
INT X BAH 2018-04-15;Vinícius;bahia;Vinícius;243247;False;Bahia;1955;;;1;30 (81%);4 (3);70';M;7.2;0;0;0;0 (0);0;0;1;1 (1);;30 (81%);4;4 (3);3 (2);0;1;0;;;;;BAH
INT X BAH 2018-04-15;Tiago Pagnussat;bahia;T. Pagnussat;591766;False;Bahia;1955;;;2;59 (88%);12 (9);90';D;7.1;1;0;1;0 (0);6;1;0;2 (1);;59 (88%);0;0 (0);9 (5);0;1;3;;;;;BAH
INT X BAH 2018-04-15;Víctor Cuesta;internacional;V. Cuesta;587148;False;Internacional;1966;;;1;32 (76%);13 (8);90';D;7.1;0;0;0;3 (3);3;0;4;1 (1);2;32 (76%);0;0 (0);10 (3);0;2;2;;;;;INT
INT X BAH 2018-04-15;Marcelo Lomba;internacional;M. Lomba;34141;False;Internacional;1966;;;0;10 (43%);0 (0);90';G;7.1;0;0;0;0 (0);0;0;0;0 (0);;10 (43%);0;0 (0);19 (6);0;0;0;2;0;0 (0);0;INT
INT X BAH 2018-04-15;Gregore;bahia;Gregore;840276;False;Bahia;1955;;;3;57 (87%);15 (9);90';M;7.0;0;1;0;1 (1);2;0;3;3 (2);1;57 (87%);0;0 (0);3 (2);0;1;2;;;;;BAH
INT X BAH 2018-04-15;Fabiano;internacional;F. Leismann;551304;False;Internacional;1966;;;4;15 (62%);7 (4);90';D;7.0;0;0;0;0 (0);4;0;0;4 (3);;15 (62%);0;3 (0);5 (0);1;0;2;;;;;INT
INT X BAH 2018-04-15;Patrick;internacional;Patrick;594428;False;Internacional;1966;;1;3;29 (76%);19 (9);90';M;6.8;0;1;1;4 (3);0;0;0;3 (2);2;29 (76%);1;1 (1);2 (1);5;1;1;;;;;INT
INT X BAH 2018-04-15;Brenner;internacional;Brenner;925236;False;Internacional;1966;;;0;2 (50%);6 (2);18';F;6.7;1;0;1;0 (0);0;0;0;0 (0);;2 (50%);0;0 (0);1 (1);0;1;0;;;;;INT
INT X BAH 2018-04-15;Zé Rafael;bahia;Z. Rafael;329069;False;Bahia;1955;;;1;26 (76%);21 (10);81';M;6.7;1;1;1;9 (4);0;0;2;1 (1);2;26 (76%);1;1 (0);1 (1);2;5;0;;;;;BAH
INT X BAH 2018-04-15;Douglas Grolli;bahia;D. Grolli;243725;False;Bahia;1955;;;1;32 (84%);4 (2);90';D;6.7;0;0;0;0 (0);2;2;2;1 (1);;32 (84%);0;0 (0);4 (0);0;0;2;;;;;BAH
INT X BAH 2018-04-15;Júnior Brumado;bahia;J. Brumado;888376;False;Bahia;1955;;;1;8 (80%);9 (4);45';F;6.6;0;0;0;1 (1);0;0;0;1 (1);;8 (80%);0;0 (0);0 (0);2;2;2;;;;;BAH
INT X BAH 2018-04-15;Rossi;internacional;Rossi;243425;False;Internacional;1966;;;0;2 (100%);1 (1);11';M;6.6;0;0;1;0 (0);0;0;0;0 (0);;2 (100%);0;0 (0);0 (0);0;1;0;;;;;INT
INT X BAH 2018-04-15;Elton;bahia;Elton;158555;False;Bahia;1955;;;2;74 (86%);12 (3);90';M;6.6;0;0;0;1 (1);0;0;3;2 (1);2;74 (86%);2;0 (0);9 (3);1;0;3;;;;;BAH
INT X BAH 2018-04-15;Nino Paraíba;bahia;N. Paraíba;77375;False;Bahia;1955;;;4;43 (76%);17 (8);90';D;6.6;0;1;0;6 (1);1;0;5;4 (4);1;43 (76%);0;9 (0);5 (1);1;2;0;;;;;BAH
INT X BAH 2018-04-15;Marco Antonio;bahia;M. Antonio;870560;False;Bahia;1955;;;0;9 (75%);3 (1);45';M;6.5;0;0;1;2 (1);0;0;1;0 (0);;9 (75%);0;0 (0);0 (0);0;0;1;;;;;BAH
INT X BAH 2018-04-15;Douglas Friedrich;bahia;D. Friedrich;838439;False;Bahia;1955;;;0;16 (80%);1 (1);90';G;6.4;0;0;0;0 (0);0;0;0;0 (0);;16 (80%);0;0 (0);15 (11);0;1;0;2;0;2 (2);0;BAH
INT X BAH 2018-04-15;Régis;bahia;Régis;335365;False;Bahia;1955;;;0;11 (78%);2 (0);20';M;6.4;0;1;0;1 (0);0;0;0;0 (0);;11 (78%);0;1 (0);0 (0);0;0;0;;;;;BAH
INT X BAH 2018-04-15;William Pottker;internacional;W. Pottker;243501;False;Internacional;1966;;;0;16 (76%);17 (5);72';F;6.3;0;0;0;1 (0);0;0;0;0 (0);1;16 (76%);1;1 (0);1 (1);3;1;4;;;;;INT
INT X BAH 2018-04-15;Agustin Allione;bahia;Allione;155712;False;Bahia;1955;;;0;3 (75%);5 (2);9';M;6.3;0;0;0;1 (1);0;0;0;0 (0);1;3 (75%);1;1 (0);1 (0);2;1;0;;;;;BAH
INT X BAH 2018-04-15;Edigar Junio;bahia;E. Junio;166497;False;Bahia;1955;;;1;16 (80%);16 (3);90';F;6.2;0;0;1;3 (1);0;0;1;1 (1);1;16 (80%);1;0 (0);0 (0);3;0;4;;;;;BAH
INT X BAH 2018-04-15;Gabriel Dias;internacional;G. Dias;870697;False;Internacional;1966;;;0;0 (0%);3 (2);2';M;–;0;0;0;0 (0);0;0;2;0 (0);;0 (0%);0;0 (0);0 (0);0;2;1;;;;;INT
VAS X CAM 2018-04-15;Rómulo Otero;atletico-mineiro;R. Otero;845323;False;Atlético Mineiro;1977;1;;2;12 (85%);8 (5);86';M;7.5;2;1;0;3 (1);2;0;0;2 (2);;12 (85%);0;3 (0);1 (1);1;2;0;;;;;CAM
VAS X CAM 2018-04-15;Juan Cazares;atletico-mineiro;J. Cazares;158411;False;Atlético Mineiro;1977;;;1;33 (94%);5 (3);89';M;7.5;2;1;0;3 (2);0;0;2;1 (1);;33 (94%);2;0 (0);3 (2);0;0;1;;;;;CAM
VAS X CAM 2018-04-15;Victor;atletico-mineiro;Victor;39418;False;Atlético Mineiro;1977;;;0;8 (36%);2 (2);90';G;7.5;0;0;0;0 (0);4;0;0;0 (0);;8 (36%);0;0 (0);21 (7);0;0;0;6;2;0 (0);0;CAM
VAS X CAM 2018-04-15;Wagner;vasco-da-gama;Wagner;33112;False;Vasco da Gama;1974;1;;2;33 (86%);14 (7);90';M;7.5;3;0;1;1 (0);0;0;0;2 (1);;33 (86%);1;4 (0);0 (0);2;3;2;;;;;VAS
VAS X CAM 2018-04-15;Yago Pikachu;vasco-da-gama;Y. Pikachu;363688;False;Vasco da Gama;1974;1;;0;37 (84%);8 (4);90';M;7.4;1;1;1;1 (1);0;0;1;0 (0);2;37 (84%);1;8 (2);3 (2);1;2;0;;;;;VAS
VAS X CAM 2018-04-15;Evander;vasco-da-gama;Evander;822515;False;Vasco da Gama;1974;;;1;52 (92%);6 (3);90';M;7.3;0;3;1;1 (0);2;0;1;1 (0);;52 (92%);2;10 (3);9 (8);1;1;1;;;;;VAS
VAS X CAM 2018-04-15;Leandro Desábato;vasco-da-gama;L. Desábato;231952;False;Vasco da Gama;1974;;;2;96 (95%);5 (3);90';M;7.3;0;0;0;2 (1);0;0;2;2 (2);;96 (95%);1;0 (0);10 (7);0;0;0;;;;;VAS
VAS X CAM 2018-04-15;Martín Silva;vasco-da-gama;M. Silva;36979;False;Vasco da Gama;1974;;;0;18 (75%);1 (1);90';G;7.3;0;0;0;0 (0);2;0;0;0 (0);;18 (75%);0;0 (0);9 (3);0;0;0;5;0;0 (0);0;VAS
VAS X CAM 2018-04-15;Rildo;vasco-da-gama;Rildo;798428;False;Vasco da Gama;1974;;;0;13 (86%);7 (6);33';M;7.2;0;0;1;2 (2);0;0;0;0 (0);;13 (86%);0;0 (0);1 (1);0;4;1;;;;;VAS
VAS X CAM 2018-04-15;Rafael Galhardo;vasco-da-gama;R. Galhardo;158289;False;Vasco da Gama;1974;;;4;44 (88%);4 (4);57';D;7.1;0;0;0;0 (0);0;0;0;4 (4);;44 (88%);0;8 (0);3 (3);0;0;0;;;;;VAS
VAS X CAM 2018-04-15;Gustavo Blanco;atletico-mineiro;Gustavo;807766;False;Atlético Mineiro;1977;;1;3;20 (83%);12 (5);78';M;7.0;2;1;0;1 (1);0;0;2;3 (2);2;20 (83%);1;0 (0);1 (1);2;1;3;;;;;CAM
VAS X CAM 2018-04-15;Luan;atletico-mineiro;Luan;243427;False;Atlético Mineiro;1977;;;5;37 (84%);14 (7);90';M;7.0;0;0;0;2 (1);3;2;0;5 (5);2;37 (84%);1;0 (0);3 (2);1;0;0;;;;;CAM
VAS X CAM 2018-04-15;Thiago Galhardo;vasco-da-gama;T. Galhardo;165677;False;Vasco da Gama;1974;;1;1;8 (80%);10 (6);26';M;6.9;0;2;0;2 (1);0;0;0;1 (0);2;8 (80%);1;5 (0);0 (0);0;2;1;;;;;VAS
VAS X CAM 2018-04-15;Andrés Ríos;vasco-da-gama;A. Ríos;34135;False;Vasco da Gama;1974;;;0;6 (100%);7 (4);26';F;6.9;0;0;1;1 (1);0;0;0;0 (0);;6 (100%);3;0 (0);1 (1);1;1;2;;;;;VAS
VAS X CAM 2018-04-15;Ricardo Oliveira;atletico-mineiro;R. Oliveira;2099;False;Atlético Mineiro;1977;;;0;12 (75%);14 (4);90';F;6.9;0;2;0;2 (1);4;0;0;0 (0);1;12 (75%);2;0 (0);0 (0);1;1;3;;;;;CAM
VAS X CAM 2018-04-15;Duvier Riascos;vasco-da-gama;D. Riascos;220233;False;Vasco da Gama;1974;;;1;9 (64%);9 (5);64';F;6.8;1;0;0;0 (0);0;0;0;1 (1);;9 (64%);1;1 (0);1 (1);1;1;2;;;;;VAS
VAS X CAM 2018-04-15;Werley;vasco-da-gama;Werley;123212;False;Vasco da Gama;1974;;;0;68 (90%);6 (3);90';D;6.8;0;0;1;0 (0);3;0;1;0 (0);;68 (90%);1;0 (0);11 (5);0;1;0;;;;;VAS
VAS X CAM 2018-04-15;Fábio Santos;atletico-mineiro;F. Santos;35519;False;Atlético Mineiro;1977;;;1;32 (80%);8 (5);90';D;6.8;0;0;0;0 (0);8;2;0;1 (1);1;32 (80%);0;1 (0);5 (3);0;1;1;;;;;CAM
VAS X CAM 2018-04-15;Wellington;vasco-da-gama;Wellington;39396;False;Vasco da Gama;1974;;;0;30 (85%);5 (3);64';M;6.7;1;0;0;2 (1);1;0;0;0 (0);;30 (85%);0;1 (0);5 (4);1;0;0;;;;;VAS
VAS X CAM 2018-04-15;Gabriel;atletico-mineiro;Gabriel;559194;False;Atlético Mineiro;1977;;;0;22 (95%);9 (4);90';D;6.6;0;0;0;0 (0);11;0;1;0 (0);;22 (95%);0;0 (0);2 (1);0;2;2;;;;;CAM
VAS X CAM 2018-04-15;Róger Guedes;atletico-mineiro;R. Guedes;777341;False;Atlético Mineiro;1977;;;0;0 (0%);1 (1);1';M;6.5;0;0;0;0 (0);0;0;0;0 (0);;0 (0%);0;0 (0);0 (0);0;0;0;;;;;CAM
VAS X CAM 2018-04-15;Yago;atletico-mineiro;Yago;338841;False;Atlético Mineiro;1977;;;1;1 (33%);2 (1);12';M;6.5;0;0;0;0 (0);0;0;0;1 (1);;1 (33%);1;1 (1);1 (0);0;0;1;;;;;CAM
VAS X CAM 2018-04-15;Paulão;vasco-da-gama;Paulão;123121;False;Vasco da Gama;1974;;;1;69 (89%);15 (6);90';D;6.5;0;0;0;1 (1);1;0;1;1 (0);2;69 (89%);0;0 (0);11 (5);0;2;1;;;;;VAS
VAS X CAM 2018-04-15;Henrique;vasco-da-gama;Henrique;336851;False;Vasco da Gama;1974;;;2;43 (84%);10 (3);90';D;6.4;1;0;0;2 (0);0;0;2;2 (2);1;43 (84%);1;4 (0);1 (0);2;1;1;;;;;VAS
VAS X CAM 2018-04-15;Erik;atletico-mineiro;Erik;330065;False;Atlético Mineiro;1977;;;0;2 (100%);1 (0);4';M;6.4;0;0;0;0 (0);0;0;0;0 (0);;2 (100%);0;0 (0);0 (0);0;0;1;;;;;CAM
VAS X CAM 2018-04-15;Gleison Bremer;atletico-mineiro;G. Bremer;885197;False;Atlético Mineiro;1977;;;1;17 (65%);13 (6);90';D;6.3;0;0;0;1 (1);12;1;1;1 (0);;17 (65%);0;0 (0);4 (1);0;1;2;;;;;CAM
VAS X CAM 2018-04-15;Patric;atletico-mineiro;Patric;78853;False;Atlético Mineiro;1977;;;1;28 (73%);10 (4);90';D;6.2;0;0;0;0 (0);1;0;3;1 (1);1;28 (73%);0;1 (0);3 (1);0;1;4;;;;;CAM
VAS X CAM 2018-04-15;Elias;atletico-mineiro;Elias;329051;False;Atlético Mineiro;1977;;;1;28 (87%);8 (2);90';M;6.0;0;0;0;3 (0);0;1;0;1 (1);1;28 (87%);0;1 (0);1 (0);2;1;0;;;;;CAM
CAP X CHA 2018-04-15;Thiago Carleto;athletico-paranaense;T. Carleto;34061;False;Athletico Paranaense;1967;1;1;1;50 (78%);7 (2);90';M;8.6;2;1;1;1 (0);3;0;0;1 (1);1;50 (78%);3;14 (4);1 (0);0;1;1;;;;;CAP
CAP X CHA 2018-04-15;Matheus Rossetto;athletico-paranaense;M. Rossetto;842682;False;Athletico Paranaense;1967;1;;5;86 (95%);14 (10);90';M;8.2;1;0;0;3 (2);0;0;0;5 (5);;86 (95%);2;2 (0);6 (6);2;1;0;;;;;CAP
CAP X CHA 2018-04-15;Pablo;athletico-paranaense;Pablo;374486;False;Athletico Paranaense;1967;1;;1;41 (91%);11 (6);90';F;7.6;1;1;1;2 (2);0;0;1;1 (1);1;41 (91%);2;1 (0);1 (1);0;0;3;;;;;CAP
CAP X CHA 2018-04-15;Zé Ivaldo;athletico-paranaense;Z. Ivaldo;844602;False;Athletico Paranaense;1967;;;0;58 (93%);11 (4);90';D;7.5;0;0;0;0 (0);10;4;1;0 (0);;58 (93%);0;2 (0);4 (4);0;1;3;;;;;CAP
CAP X CHA 2018-04-15;Jonathan;athletico-paranaense;Jonathan;33118;False;Athletico Paranaense;1967;;1;1;53 (96%);3 (1);90';M;7.5;0;0;0;1 (0);0;1;0;1 (1);;53 (96%);3;3 (2);2 (2);1;0;0;;;;;CAP
CAP X CHA 2018-04-15;Bruno Guimarães;athletico-paranaense;B. Guimarães;866469;False;Athletico Paranaense;1967;;;1;87 (95%);15 (12);90';D;7.4;0;0;0;3 (3);5;0;1;1 (1);1;87 (95%);0;1 (0);11 (9);1;6;1;;;;;CAP
CAP X CHA 2018-04-15;Nikão;athletico-paranaense;Nikão;139300;False;Athletico Paranaense;1967;1;;0;46 (92%);10 (4);89';F;7.3;3;0;1;3 (1);0;1;0;0 (0);1;46 (92%);0;1 (0);2 (2);1;3;0;;;;;CAP
CAP X CHA 2018-04-15;Camacho;athletico-paranaense;Camacho;76444;False;Athletico Paranaense;1967;;;3;61 (98%);6 (4);86';M;7.3;0;0;0;0 (0);1;1;2;3 (3);;61 (98%);0;0 (0);7 (7);1;0;1;;;;;CAP
CAP X CHA 2018-04-15;Ribamar;athletico-paranaense;Ribamar;839972;False;Athletico Paranaense;1967;;;1;9 (90%);6 (4);56';F;7.2;0;3;1;0 (0);0;0;0;1 (0);;9 (90%);2;0 (0);0 (0);0;2;0;;;;;CAP
CAP X CHA 2018-04-15;Éderson;athletico-paranaense;Éderson;329025;False;Athletico Paranaense;1967;1;;1;10 (83%);5 (1);34';F;7.2;1;0;1;0 (0);0;0;0;1 (1);;10 (83%);0;0 (0);1 (0);0;0;1;;;;;CAP
CAP X CHA 2018-04-15;Esteban Pavez;athletico-paranaense;E. Pavez;339681;False;Athletico Paranaense;1967;;;1;69 (94%);6 (5);90';D;7.0;0;0;0;1 (1);3;0;1;1 (0);1;69 (94%);0;0 (0);9 (7);0;2;0;;;;;CAP
CAP X CHA 2018-04-15;Apodi;chapecoense;Apodi;33119;False;Chapecoense;21845;;;1;10 (71%);6 (3);83';D;6.9;0;2;1;0 (0);0;2;2;1 (1);1;10 (71%);2;3 (2);1 (0);1;0;1;;;;;CHA
CAP X CHA 2018-04-15;Arthur;chapecoense;Arthur;829832;False;Chapecoense;21845;;;1;17 (73%);11 (6);90';M;6.7;0;2;2;1 (1);0;0;0;1 (1);1;17 (73%);3;1 (0);1 (0);1;1;1;;;;;CHA
CAP X CHA 2018-04-15;Santos;athletico-paranaense;Santos;166491;False;Athletico Paranaense;1967;;;0;24 (80%);4 (3);90';G;6.6;0;0;0;0 (0);8;0;0;0 (0);;24 (80%);0;0 (0);8 (2);0;0;0;0;1;1 (1);1;CAP
CAP X CHA 2018-04-15;Wellington Paulista;chapecoense;W. Paulista;29106;False;Chapecoense;21845;1;;1;18 (78%);17 (5);90';F;6.6;1;1;3;1 (1);0;0;1;1 (1);3;18 (78%);2;2 (0);4 (4);2;0;5;;;;;CHA
CAP X CHA 2018-04-15;Vinicius;chapecoense;Vinicius;124807;False;Chapecoense;21845;;;2;14 (73%);9 (4);68';M;6.5;0;1;1;1 (0);0;0;1;2 (2);;14 (73%);1;6 (0);0 (0);3;2;1;;;;;CHA
CAP X CHA 2018-04-15;Deivid;athletico-paranaense;Deivid;84852;False;Athletico Paranaense;1967;;;0;1 (100%);0 (0);4';M;6.5;0;0;0;0 (0);1;0;0;0 (0);;1 (100%);0;0 (0);0 (0);0;0;0;;;;;CAP
CAP X CHA 2018-04-15;Márcio Araújo;chapecoense;M. Araújo;24174;False;Chapecoense;21845;;;2;19 (90%);7 (2);77';M;6.4;0;0;0;1 (0);1;0;3;2 (2);1;19 (90%);0;0 (0);3 (2);0;0;2;;;;;CHA
CAP X CHA 2018-04-15;Héctor Canteros;chapecoense;H. Canteros;129501;False;Chapecoense;21845;;1;0;34 (70%);6 (0);90';M;6.3;0;0;0;0 (0);0;0;0;0 (0);2;34 (70%);1;8 (0);7 (4);1;0;0;;;;;CHA
CAP X CHA 2018-04-15;Eduardo;chapecoense;Eduardo;39657;False;Chapecoense;21845;;;0;2 (100%);3 (2);7';D;6.3;0;0;0;2 (1);0;0;0;0 (0);;2 (100%);1;3 (1);0 (0);0;1;0;;;;;CHA
CAP X CHA 2018-04-15;Guilherme Augusto;chapecoense;G. Augusto;844605;False;Chapecoense;21845;;;0;6 (85%);2 (1);13';M;6.2;0;0;0;1 (0);0;0;0;0 (0);;6 (85%);0;2 (0);0 (0);0;1;0;;;;;CHA
