game;accuratePass;aerialDuels;challengeLost;dispossessed;fouls;goalAssist;goals;goodHighClaim;groundDuels;id;interceptionWon;keyPass;minutesPlayed;name;national;offsides;outfielderBlock;position;punches;rating;runsOut;saves;shortName;shotsBlocked;shotsOffTarget;shotsOnTarget;slug;team;team_id;team_name;totalClearance;totalContest;totalCross;totalDuels;totalLongBalls;totalPass;totalTackle;touches;wasFouled
DRE X MUN 05-05-2017;15 (75%);4 (4);1;0;1;;;;8 (6);798948;1;0;90';Abdoulaye Ba;False;;0;D;;7.5;;;A. Ba;0;1;0;1860-munchen;MUN;2536;1860 München;14;2 (2);0 (0);12 (10);4 (4);15 (75%);4;46;1
DRE X MUN 05-05-2017;31 (88%);2 (1);1;1;3;1;;;9 (4);792441;1;1;90';Romuald Lacazette;False;;0;M;;7.5;;;R. Lacazette;0;1;1;1860-munchen;MUN;2536;1860 München;2;0 (0);0 (0);11 (5);2 (2);31 (88%);2;50;2
DRE X MUN 05-05-2017;13 (68%);1 (1);;0;0;;;;5 (5);792397;1;1;90';Lumor Agbenyenu;False;;1;M;;7.3;;;L. Agbenyenu;0;0;0;1860-munchen;MUN;2536;1860 München;5;4 (4);0 (0);6 (6);3 (1);13 (68%);1;40;0
DRE X MUN 05-05-2017;25 (75%);4 (2);;0;3;;;;9 (7);792142;1;1;90';Felix Uduokhai;False;;0;D;;7.2;;;F. Uduokhai;0;0;0;1860-munchen;MUN;2536;1860 München;1;2 (1);0 (0);13 (9);5 (3);25 (75%);4;47;2
DRE X MUN 05-05-2017;18 (47%);0 (0);;;0;;;1;0 (0);125274;0;0;90';Stefan Ortega;False;;0;G;2;7.2;0 (0);5;S. Ortega;0;0;0;1860-munchen;MUN;2536;1860 München;2;0 (0);0 (0);0 (0);27 (7);18 (47%);0;49;0
DRE X MUN 05-05-2017;52 (80%);4 (2);1;0;0;1;;;7 (4);124743;4;2;90';Philip Heise;False;;1;D;;7.2;;;P. Heise;0;0;0;dynamo-dresden;DRE;2595;Dynamo Dresden;3;4 (2);6 (1);11 (6);11 (5);52 (80%);0;95;2
DRE X MUN 05-05-2017;12 (70%);7 (5);1;2;3;;1;;6 (1);78939;0;1;72';Christian Gytkjær;False;;0;F;;7.2;;;C. Gytkjær;2;5;2;1860-munchen;MUN;2536;1860 München;1;1 (0);0 (0);13 (6);1 (1);12 (70%);1;37;1
DRE X MUN 05-05-2017;11 (91%);0 (0);;1;0;;;;3 (2);187425;2;0;23';Marcel Hilssner;False;;0;M;;7.1;;;M. Hilßner;1;0;2;dynamo-dresden;DRE;2595;Dynamo Dresden;0;1 (1);0 (0);3 (2);2 (1);11 (91%);1;20;0
DRE X MUN 05-05-2017;68 (90%);4 (0);;1;1;;;;5 (4);169249;4;0;90';Jannik Müller;False;;1;D;;7.1;;;J. Müller;0;1;0;dynamo-dresden;DRE;2595;Dynamo Dresden;1;1 (1);0 (0);9 (4);12 (5);68 (90%);3;90;0
DRE X MUN 05-05-2017;6 (75%);0 (0);;0;0;;;;4 (4);66637;0;1;3';Nils Teixeira;False;;0;D;;7.1;;;N. Teixeira;0;0;0;dynamo-dresden;DRE;2595;Dynamo Dresden;0;2 (2);0 (0);4 (4);2 (2);6 (75%);1;14;1
DRE X MUN 05-05-2017;8 (53%);2 (0);;1;0;;;;2 (1);15803;1;2;58';Stefan Aigner;False;;0;F;;7.1;;;S. Aigner;1;2;0;1860-munchen;MUN;2536;1860 München;0;0 (0);2 (1);4 (1);1 (0);8 (53%);1;25;0
DRE X MUN 05-05-2017;21 (84%);1 (1);;0;3;1;;;8 (3);168861;3;4;69';Marnon Busch;False;;0;M;;7.0;;;M. Busch;0;0;0;1860-munchen;MUN;2536;1860 München;0;2 (0);6 (3);9 (4);0 (0);21 (84%);3;44;0
DRE X MUN 05-05-2017;18 (85%);2 (1);1;1;0;;;;9 (5);108452;1;0;90';Akaki Gogia;False;;0;F;;7.0;;;A. Gogia;1;2;1;dynamo-dresden;DRE;2595;Dynamo Dresden;0;3 (1);2 (0);11 (6);1 (1);18 (85%);1;41;4
DRE X MUN 05-05-2017;29 (76%);5 (3);4;1;1;;1;;7 (1);38310;3;0;90';Marco Hartmann;False;1;0;M;;6.9;;;M. Hartmann;0;1;1;dynamo-dresden;DRE;2595;Dynamo Dresden;2;0 (0);0 (0);12 (4);8 (5);29 (76%);1;49;1
DRE X MUN 05-05-2017;46 (83%);0 (0);2;0;2;;;;6 (2);3743;0;3;90';Michael Liendl;False;;0;M;;6.9;;;M. Liendl;1;0;1;1860-munchen;MUN;2536;1860 München;1;0 (0);5 (1);6 (2);8 (5);46 (83%);2;68;0
DRE X MUN 05-05-2017;3 (60%);0 (0);;0;0;;;;2 (2);11263;1;0;7';Ivica Olić;False;;0;F;;6.8;;;I. Olić;0;0;0;1860-munchen;MUN;2536;1860 München;1;1 (1);0 (0);2 (2);0 (0);3 (60%);0;9;1
DRE X MUN 05-05-2017;32 (94%);1 (0);;1;1;;;;5 (3);157871;2;1;87';Aias Aosman;False;;0;M;;6.7;;;A. Aosman;0;0;0;dynamo-dresden;DRE;2595;Dynamo Dresden;0;0 (0);0 (0);6 (3);3 (2);32 (94%);1;44;2
DRE X MUN 05-05-2017;23 (85%);0 (0);1;0;1;;;;4 (1);335357;1;0;64';Marvin Stefaniak;False;;0;F;;6.6;;;M. Stefaniak;1;0;1;dynamo-dresden;DRE;2595;Dynamo Dresden;0;1 (0);0 (0);4 (1);4 (4);23 (85%);0;37;1
DRE X MUN 05-05-2017;14 (77%);1 (1);2;1;0;;;;12 (5);142169;0;1;90';Erich Berko;False;;0;F;;6.5;;;E. Berko;0;0;0;dynamo-dresden;DRE;2595;Dynamo Dresden;0;5 (1);0 (0);13 (6);1 (1);14 (77%);1;34;3
DRE X MUN 05-05-2017;40 (78%);1 (0);1;0;3;;;;8 (3);97924;1;2;90';Niklas Kreuzer;False;;1;D;;6.5;;;N. Kreuzer;0;0;1;dynamo-dresden;DRE;2595;Dynamo Dresden;1;1 (0);16 (2);9 (3);7 (2);40 (78%);2;89;1
DRE X MUN 05-05-2017;5 (62%);4 (2);2;1;0;;;;6 (0);803148;2;1;32';Amilton da Silva;False;;0;F;;6.4;;;A. d. Silva;0;1;1;1860-munchen;MUN;2536;1860 München;0;3 (0);0 (0);10 (2);0 (0);5 (62%);0;20;0
DRE X MUN 05-05-2017;42 (77%);0 (0);;;0;;;0;0 (0);187185;0;0;90';Marvin Schwäbe;False;;0;G;0;6.4;0 (0);6;M. Schwäbe;0;0;0;dynamo-dresden;DRE;2595;Dynamo Dresden;0;0 (0);0 (0);0 (0);17 (6);42 (77%);0;67;0
DRE X MUN 05-05-2017;3 (60%);1 (0);;0;2;;;;4 (2);254125;1;0;18';Maximilian Wittek;False;;0;D;;6.1;;;M. Wittek;0;0;0;1860-munchen;MUN;2536;1860 München;0;1 (1);0 (0);5 (2);1 (0);3 (60%);1;10;0
DRE X MUN 05-05-2017;5 (83%);0 (0);;1;0;;;;4 (1);178883;0;0;26';Marcos Álvarez;False;;0;F;;6.1;;;M. Álvarez;0;1;0;dynamo-dresden;DRE;2595;Dynamo Dresden;0;2 (0);0 (0);4 (1);1 (1);5 (83%);1;11;0
DRE X MUN 05-05-2017;22 (88%);0 (0);3;3;0;;;;14 (6);798154;1;0;67';Niklas Hauptmann;False;;0;M;;5.9;;;N. Hauptmann;0;0;0;dynamo-dresden;DRE;2595;Dynamo Dresden;0;3 (1);1 (0);14 (6);2 (1);22 (88%);2;39;3
DUS X WKI 06-05-2017;14 (53%);13 (7);;2;3;;1;;9 (4);187435;2;0;90';Lukas Fröde;False;;0;M;;7.5;;;L. Fröde;0;3;1;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;3;1 (0);0 (0);22 (11);5 (1);14 (53%);3;45;1
DUS X WKI 06-05-2017;28 (82%);3 (2);;0;0;1;;;5 (5);254113;2;1;90';Emanuel Taffertshofer;False;;0;M;;7.4;;;E. Taffertshofer;0;0;0;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;0;1 (1);0 (0);8 (7);5 (3);28 (82%);2;43;2
DUS X WKI 06-05-2017;89 (88%);7 (4);1;0;2;;;;3 (0);363;0;0;90';Alexander Madlung;False;;3;D;;7.4;;;A. Madlung;0;1;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;4;0 (0);0 (0);10 (4);30 (20);89 (88%);0;111;0
DUS X WKI 06-05-2017;53 (88%);1 (0);3;0;1;;;;9 (4);9439;2;1;87';Adam Bodzek;False;;1;M;;7.3;;;A. Bodzek;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;2;1 (0);1 (0);10 (4);16 (11);53 (88%);2;73;2
DUS X WKI 06-05-2017;23 (69%);13 (8);1;0;2;;;;14 (10);142613;1;0;90';Marcel Sobottka;False;;0;M;;7.2;;;M. Sobottka;1;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;1 (0);0 (0);27 (18);7 (5);23 (69%);7;47;4
DUS X WKI 06-05-2017;19 (79%);0 (0);1;2;2;;;;12 (6);142198;3;3;90';Patrick Weihrauch;False;;0;F;;7.2;;;P. Weihrauch;0;2;0;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;1;2 (1);1 (0);12 (6);2 (1);19 (79%);3;46;2
DUS X WKI 06-05-2017;23 (60%);2 (1);1;0;0;;;;8 (6);40379;1;2;90';Lukas Schmitz;False;;1;D;;7.2;;;L. Schmitz;0;1;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;1 (0);7 (2);10 (7);8 (1);23 (60%);3;68;3
DUS X WKI 06-05-2017;27 (69%);2 (2);;2;0;;;;4 (2);26771;3;2;90';David Pisot;False;;1;D;;7.2;;;D. Pisot;0;0;0;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;3;1 (1);0 (0);6 (4);11 (3);27 (69%);0;59;1
DUS X WKI 06-05-2017;56 (82%);4 (3);1;0;1;;;;3 (1);368854;2;1;90';Robin Bormuth;False;;1;D;;7.1;;;R. Bormuth;1;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;5;0 (0);0 (0);7 (4);17 (15);56 (82%);1;80;0
DUS X WKI 06-05-2017;12 (66%);3 (2);;1;1;;;;3 (1);142851;4;2;67';Tobias Schrock;False;;1;M;;7.1;;;T. Schrock;1;0;0;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;1;1 (1);3 (1);6 (3);2 (0);12 (66%);0;43;0
DUS X WKI 06-05-2017;21 (56%);9 (5);;0;2;;;;5 (3);122192;2;0;90';Clemens Schoppenhauer;False;;0;D;;7.1;;;C. Schoppenhauer;0;0;0;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;7;0 (0);0 (0);14 (8);18 (6);21 (56%);3;54;1
DUS X WKI 06-05-2017;19 (47%);2 (0);;1;3;;;;9 (5);30263;3;0;90';Nejmeddin Daghfous;False;;0;M;;7.0;;;N. Daghfous;0;1;1;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;1;5 (4);3 (1);11 (5);7 (1);19 (47%);1;65;0
DUS X WKI 06-05-2017;14 (87%);4 (1);1;0;2;;;;5 (3);112040;0;2;45';Christian Gartner;False;;0;M;;6.9;;;C. Gartner;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;0 (0);2 (2);9 (4);2 (2);14 (87%);2;25;1
DUS X WKI 06-05-2017;17 (77%);3 (1);;0;3;;;;6 (4);93666;0;0;90';Sebastian Neumann;False;;0;D;;6.9;;;S. Neumann;1;0;0;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;7;1 (1);0 (0);9 (5);4 (2);17 (77%);3;35;0
DUS X WKI 06-05-2017;28 (73%);1 (0);2;1;0;;1;;5 (2);40445;1;1;90';Julian Schauerte;False;;0;D;;6.9;;;J. Schauerte;0;0;1;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;3;0 (0);1 (0);6 (2);1 (1);28 (73%);0;60;2
DUS X WKI 06-05-2017;12 (57%);4 (0);1;2;1;;;;8 (4);18894;1;1;79';Valdet Rama;False;;0;F;;6.9;;;V. Rama;2;1;0;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;0;4 (4);1 (1);12 (4);2 (1);12 (57%);0;39;0
DUS X WKI 06-05-2017;13 (48%);10 (6);1;1;1;;;;5 (2);2640;2;0;90';Oliver Fink;False;2;0;F;;6.9;;;O. Fink;0;3;1;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;1;0 (0);1 (0);15 (8);2 (0);13 (48%);2;47;0
DUS X WKI 06-05-2017;23 (82%);1 (1);;;0;;;0;0 (0);294;0;0;90';Michael Rensing;False;;0;G;0;6.6;0 (0);1;M. Rensing;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;0 (0);0 (0);1 (1);8 (3);23 (82%);0;38;1
DUS X WKI 06-05-2017;1 (50%);1 (0);;0;1;;;;1 (1);790775;0;0;11';Emmanuel Iyoha;False;;0;F;;6.5;;;E. Iyoha;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;0 (0);0 (0);2 (1);0 (0);1 (50%);0;4;1
DUS X WKI 06-05-2017;13 (56%);5 (3);1;2;2;;;;9 (4);254297;1;0;90';Ihlas Bebou;False;1;0;F;;6.5;;;I. Bebou;0;2;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;1 (1);0 (0);14 (7);4 (0);13 (56%);1;37;2
DUS X WKI 06-05-2017;18 (72%);0 (0);1;3;0;;;;9 (3);132634;1;0;79';Özkan Yıldırım;False;;0;F;;6.5;;;Ö. Yıldırım;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;3 (1);3 (1);9 (3);3 (0);18 (72%);1;43;1
DUS X WKI 06-05-2017;1 (33%);4 (2);;2;1;;;;3 (0);94810;0;0;23';Marco Königs;False;;0;F;;6.5;;;M. Königs;0;1;0;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;0;0 (0);1 (0);7 (2);0 (0);1 (33%);0;8;0
DUS X WKI 06-05-2017;9 (52%);2 (0);;1;0;;;;4 (1);13009;0;2;45';Rouwen Hennings;False;1;0;F;;6.5;;;R. Hennings;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;2 (0);0 (0);6 (1);3 (0);9 (52%);0;22;1
DUS X WKI 06-05-2017;0 (0%);0 (0);;0;1;;;;1 (0);132158;0;0;3';Jerome Kiesewetter;False;;0;F;;6.4;;;J. Kiesewetter;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;0 (0);0 (0);1 (0);0 (0);0 (0%);0;1;0
DUS X WKI 06-05-2017;2 (66%);1 (0);;0;3;;;;3 (1);40324;0;1;11';Dániel Nagy;False;;0;M;;6.4;;;D. Nagy;0;0;0;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;0;0 (0);1 (1);4 (1);0 (0);2 (66%);0;5;1
DUS X WKI 06-05-2017;17 (77%);5 (1);;3;2;;;;9 (4);38892;0;1;90';Elia Soriano;False;;0;F;;6.4;;;E. Soriano;2;0;0;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;0;1 (0);2 (0);14 (5);2 (1);17 (77%);0;38;4
DUS X WKI 06-05-2017;23 (65%);2 (2);;;0;;;0;0 (0);90008;0;0;90';Jörg Siebenhandl;False;;0;G;2;6.2;2 (2);1;J. Siebenhandl;0;0;0;fc-wurzburger-kickers;WKI;23947;FC Würzburger Kickers;3;0 (0);0 (0);2 (2);25 (13);23 (65%);0;44;0
SAN X NUR 06-05-2017;9 (69%);9 (3);;0;3;;1;;5 (3);807400;1;0;45';Abdelhamid Sabiri;False;1;0;M;;7.6;;;A. Sabiri;0;2;1;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;3;1 (1);0 (0);14 (6);4 (3);9 (69%);1;26;1
SAN X NUR 06-05-2017;30 (81%);4 (2);;1;2;;;;8 (4);168833;0;6;73';Kevin Möhwald;False;;0;M;;7.6;;;K. Möhwald;0;0;2;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;0;2 (1);4 (3);12 (6);6 (4);30 (81%);1;54;2
SAN X NUR 06-05-2017;21 (77%);6 (2);;0;0;;;;7 (5);830012;1;1;90';Patrick Kammerbauer;False;;1;D;;7.5;;;P. Kammerbauer;0;0;1;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;1;2 (0);1 (0);13 (7);4 (1);21 (77%);2;51;4
SAN X NUR 06-05-2017;20 (62%);4 (0);;1;1;;;;11 (8);159747;2;2;90';Edgar Salli;False;;1;M;;7.4;;;E. Salli;0;1;0;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;0;3 (2);1 (1);15 (8);1 (0);20 (62%);2;50;4
SAN X NUR 06-05-2017;13 (72%);3 (0);;0;0;;;;3 (3);142292;2;2;67';Korbinian Vollmann;False;1;0;M;;7.4;;;K. Vollmann;0;0;0;sv-sandhausen;SAN;6157;SV Sandhausen;1;2 (2);1 (0);6 (3);1 (0);13 (72%);1;27;0
SAN X NUR 06-05-2017;16 (57%);9 (6);2;0;0;;;;4 (2);26214;5;0;90';Georg Margreitter;False;;1;D;;7.4;;;G. Margreitter;0;1;0;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;7;0 (0);0 (0);13 (8);7 (1);16 (57%);2;44;0
SAN X NUR 06-05-2017;25 (67%);9 (6);;0;0;;;;4 (3);40322;1;0;90';Hanno Behrens;False;;0;M;;7.2;;;H. Behrens;0;2;0;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;3;1 (0);1 (0);13 (9);3 (1);25 (67%);2;51;1
SAN X NUR 06-05-2017;35 (79%);11 (5);;0;1;;;;5 (3);822372;0;2;90';Eduard Löwen;False;;0;M;;7.1;;;E. Löwen;1;2;1;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;1;3 (1);0 (0);16 (8);4 (4);35 (79%);1;56;2
SAN X NUR 06-05-2017;39 (81%);3 (1);;0;1;;;;4 (4);150928;1;0;90';Tim Knipping;False;;0;D;;7.1;;;T. Knipping;1;0;0;sv-sandhausen;SAN;6157;SV Sandhausen;7;0 (0);0 (0);7 (5);11 (4);39 (81%);3;62;1
SAN X NUR 06-05-2017;36 (76%);9 (6);1;1;1;;;;7 (4);121792;2;1;90';Tim Kister;False;;0;D;;7.1;;;T. Kister;0;0;0;sv-sandhausen;SAN;6157;SV Sandhausen;8;0 (0);0 (0);16 (10);13 (5);36 (76%);1;63;3
SAN X NUR 06-05-2017;17 (53%);2 (2);;0;0;;;;4 (4);32711;3;0;90';Constant Djakpa;False;;0;D;;7.1;;;C. Djakpa;0;0;0;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;2;2 (2);2 (0);6 (6);10 (1);17 (53%);0;57;2
SAN X NUR 06-05-2017;23 (67%);0 (0);;;0;;;1;0 (0);7617;0;0;90';Marco Knaller;False;;0;G;1;7.1;1 (1);5;M. Knaller;0;0;0;sv-sandhausen;SAN;6157;SV Sandhausen;2;0 (0);0 (0);0 (0);20 (9);23 (67%);0;49;0
SAN X NUR 06-05-2017;12 (36%);1 (1);;;0;;;0;0 (0);339;0;0;90';Raphael Schäfer;False;;0;G;0;7.0;0 (0);1;R. Schäfer;0;0;0;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;0;0 (0);0 (0);1 (1);28 (8);12 (36%);0;37;1
SAN X NUR 06-05-2017;12 (54%);1 (0);2;0;3;;;;7 (2);168909;1;3;90';Thomas Pledl;False;;0;M;;6.9;;;T. Pledl;0;2;0;sv-sandhausen;SAN;6157;SV Sandhausen;0;1 (0);6 (2);8 (2);2 (0);12 (54%);0;38;2
SAN X NUR 06-05-2017;9 (75%);2 (2);;0;0;;;;3 (2);137051;2;0;45';Ondřej Petrák;False;;0;M;;6.8;;;O. Petrák;0;0;0;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;0;1 (0);0 (0);5 (4);1 (0);9 (75%);2;23;0
SAN X NUR 06-05-2017;18 (66%);10 (6);1;0;1;;;;3 (0);108753;2;0;90';Dave Bulthuis;False;;0;D;;6.8;;;D. Bulthuis;0;0;1;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;5;1 (0);0 (0);13 (6);3 (0);18 (66%);0;38;0
SAN X NUR 06-05-2017;8 (72%);2 (2);;0;0;;;;3 (2);40195;1;0;23';Manuel Stiefler;False;;0;M;;6.8;;;M. Stiefler;1;2;0;sv-sandhausen;SAN;6157;SV Sandhausen;0;1 (0);1 (0);5 (4);1 (0);8 (72%);1;20;1
SAN X NUR 06-05-2017;23 (74%);5 (5);1;0;0;;;;2 (1);2358;1;0;23';Markus Karl;False;;0;M;;6.8;;;M. Karl;0;1;0;sv-sandhausen;SAN;6157;SV Sandhausen;0;0 (0);0 (0);7 (6);6 (3);23 (74%);1;35;0
SAN X NUR 06-05-2017;3 (50%);0 (0);;0;0;;;;0 (0);116193;0;1;7';Moritz Kuhn;False;;0;M;;6.7;;;M. Kuhn;0;0;0;sv-sandhausen;SAN;6157;SV Sandhausen;0;0 (0);2 (1);0 (0);1 (0);3 (50%);0;9;0
SAN X NUR 06-05-2017;22 (73%);10 (3);;0;4;;;;5 (2);1162;3;0;67';Stefan Kulovits;False;;0;M;;6.6;;;S. Kulovits;0;0;0;sv-sandhausen;SAN;6157;SV Sandhausen;0;0 (0);0 (0);15 (5);5 (3);22 (73%);1;39;2
SAN X NUR 06-05-2017;44 (86%);6 (3);1;0;1;;;;3 (1);124771;0;0;90';Denis Linsmayer;False;;0;M;;6.5;;;D. Linsmayer;0;0;0;sv-sandhausen;SAN;6157;SV Sandhausen;0;0 (0);0 (0);9 (4);3 (3);44 (86%);1;53;0
SAN X NUR 06-05-2017;4 (66%);1 (0);1;0;2;;;;4 (1);833067;1;0;17';Lukas Mühl;False;;0;D;;6.4;;;L. Mühl;0;0;0;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;1;0 (0);0 (0);5 (1);2 (0);4 (66%);1;9;0
SAN X NUR 06-05-2017;16 (69%);13 (4);2;3;3;;;;16 (5);280009;1;1;90';Lucas Höler;False;;1;F;;6.4;;;L. Höler;0;0;0;sv-sandhausen;SAN;6157;SV Sandhausen;0;6 (1);0 (0);29 (9);2 (2);16 (69%);3;54;1
SAN X NUR 06-05-2017;22 (68%);1 (1);1;0;2;;;;7 (2);142116;1;0;90';Damian Roßbach;False;;0;D;;6.4;;;D. Roßbach;0;0;0;sv-sandhausen;SAN;6157;SV Sandhausen;3;2 (0);2 (1);8 (3);10 (4);22 (68%);1;59;1
SAN X NUR 06-05-2017;8 (47%);14 (8);;1;1;;;;3 (1);38691;0;2;90';Richard Sukuta-Pasu;False;1;0;F;;6.4;;;R. Sukuta-Pasu;0;3;2;sv-sandhausen;SAN;6157;SV Sandhausen;0;1 (1);1 (0);17 (9);1 (0);8 (47%);0;32;0
SAN X NUR 06-05-2017;6 (100%);4 (0);;0;3;;;;10 (3);326643;0;1;89';Cedric Teuchert;False;1;0;F;;6.3;;;C. Teuchert;0;0;0;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;0;6 (2);2 (0);14 (3);1 (1);6 (100%);1;23;0
SAN X NUR 06-05-2017;10 (43%);5 (4);1;1;3;;;;8 (3);142263;1;0;83';Marco Thiede;False;;0;D;;6.2;;;M. Thiede;0;0;0;sv-sandhausen;SAN;6157;SV Sandhausen;0;0 (0);2 (1);13 (7);4 (0);10 (43%);2;43;2
SAN X NUR 06-05-2017;0 (0%);0 (0);;0;0;;;;0 (0);28324;0;0;1';Tim Matavž;False;;0;F;;–;;;T. Matavž;0;0;0;1-fc-nurnberg;NUR;2523;1. FC Nürnberg;0;0 (0);0 (0);0 (0);0 (0);0 (0%);0;0;0
FUR X KAR 07-05-2017;17 (53%);2 (1);1;1;0;;1;;14 (7);592022;0;6;90';Yann Rollim;False;;0;F;;7.8;;;Y. Rollim;0;1;1;karlsruher-sc;KAR;2553;Karlsruher SC;0;10 (5);4 (2);16 (8);5 (1);17 (53%);1;53;1
FUR X KAR 07-05-2017;13 (41%);0 (0);;;0;;;0;0 (0);16135;0;0;90';Dirk Orlishausen;False;;0;G;0;7.7;0 (0);6;D. Orlishausen;0;0;0;karlsruher-sc;KAR;2553;Karlsruher SC;0;0 (0);0 (0);0 (0);27 (9);13 (41%);0;46;0
FUR X KAR 07-05-2017;21 (61%);7 (4);2;0;0;;;;13 (10);254207;4;0;90';David Kinsombi;False;;0;D;;7.6;;;D. Kinsombi;0;2;0;karlsruher-sc;KAR;2553;Karlsruher SC;1;2 (1);0 (0);20 (14);5 (0);21 (61%);8;54;1
FUR X KAR 07-05-2017;7 (50%);1 (0);1;0;0;;;;6 (5);1607;5;0;90';Martin Stoll;False;;2;D;;7.6;;;M. Stoll;0;0;0;karlsruher-sc;KAR;2553;Karlsruher SC;7;0 (0);0 (0);7 (5);3 (1);7 (50%);4;33;1
FUR X KAR 07-05-2017;18 (54%);4 (2);2;0;1;;;;11 (8);798936;4;0;90';Benedikt Gimber;False;;2;D;;7.5;;;B. Gimber;0;0;0;karlsruher-sc;KAR;2553;Karlsruher SC;1;0 (0);0 (0);15 (10);11 (3);18 (54%);3;50;5
FUR X KAR 07-05-2017;48 (87%);1 (0);1;0;3;;;;11 (6);47;0;5;90';Jürgen Gjasula;False;;0;M;;7.5;;;J. Gjasula;1;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;0;3 (1);2 (0);12 (6);7 (6);48 (87%);3;70;2
FUR X KAR 07-05-2017;13 (56%);8 (5);1;0;3;;;;9 (6);862240;5;0;90';Marcel Mehlem;False;;1;M;;7.4;;;M. Mehlem;0;0;1;karlsruher-sc;KAR;2553;Karlsruher SC;3;1 (1);1 (0);17 (11);2 (0);13 (56%);2;46;4
FUR X KAR 07-05-2017;28 (68%);4 (2);1;0;1;;;;9 (4);123915;4;6;90';Niko Giesselmann;False;;0;M;;7.4;;;N. Giesselmann;0;3;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;1;4 (1);11 (2);13 (6);7 (4);28 (68%);0;80;3
FUR X KAR 07-05-2017;18 (60%);16 (8);;1;2;;;;7 (4);318745;1;2;90';Oskar Zawada;False;;0;F;;7.3;;;O. Zawada;1;1;1;karlsruher-sc;KAR;2553;Karlsruher SC;1;2 (1);0 (0);23 (12);0 (0);18 (60%);1;48;2
FUR X KAR 07-05-2017;41 (70%);13 (10);;0;0;;;;1 (1);121793;5;0;90';Marcel Franke;False;;0;D;;7.1;;;M. Franke;0;2;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;2;1 (1);0 (0);14 (11);9 (4);41 (70%);0;70;0
FUR X KAR 07-05-2017;7 (70%);2 (2);;0;0;;;;3 (3);41611;1;0;33';Mathis Bolly;False;;0;F;;7.1;;;M. Bolly;0;2;1;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;0;3 (3);1 (0);5 (5);1 (1);7 (70%);0;20;0
FUR X KAR 07-05-2017;17 (73%);3 (1);1;0;2;;;;5 (2);787931;4;2;72';Nicolai Rapp;False;;1;D;;7.0;;;N. Rapp;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;0;0 (0);0 (0);8 (3);4 (2);17 (73%);2;33;0
FUR X KAR 07-05-2017;14 (60%);2 (1);;1;4;;;;9 (4);138140;1;2;57';Christian Derflinger;False;;0;F;;7.0;;;C. Derflinger;1;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;0;1 (1);1 (1);11 (5);2 (2);14 (60%);0;34;3
