game;away_score;data;form_minute_-11;form_minute_-13;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
INT X CAP 23-08-2015;0.0;2015-08-23;;;0.0;100.0;61.0;36.0;21.0;15.0;-5.0;-1.0;0.0;0.0;15.0;20.0;28.0;37.0;17.0;10.0;4.0;6.0;2.0;1.0;1.0;0.0;11.0;0.0;20.0;11.0;7.0;4.0;22.0;1.0;1.0;0.0;-5.0;87.0;5.0;1.0;-40.0;-23.0;-3.0;5.0;-40.0;2.0;1.0;6.0;3.0;46.0;-5.0;-1.0;5.0;1.0;6.0;4.0;7.0;4.0;7.0;-10.0;32.0;-33.0;-20.0;-12.0;30.0;19.0;18.0;11.0;1.0;-1.0;-1.0;18.0;20.0;86.0;46.0;32.0;19.0;10.0;5.0;3.0;-5.0;5.0;10.0;1.0;0.0;20.0;7.0;4.0;2.0;-40.0;-24.0;45.0;-45.0;40.0;-15.0;-30.0;2.0;17:00:00;1.0;CAP;INT
JOI X FLU 23-08-2015;;;;;1.0;-6.0;-30.0;-17.0;-16.0;-4.0;5.0;3.0;42.0;20.0;11.0;-1.0;31.0;23.0;11.0;46.0;22.0;-41.0;-27.0;45.0;24.0;9.0;5.0;3.0;-10.0;-11.0;-7.0;6.0;1.0;-40.0;-1.0;1.0;1.0;37.0;1.0;-5.0;11.0;10.0;1.0;-5.0;-10.0;-2.0;-15.0;-3.0;-6.0;17.0;-57.0;-48.0;-77.0;-40.0;-23.0;-13.0;-6.0;6.0;-5.0;-5.0;5.0;-46.0;-27.0;-20.0;-66.0;-38.0;-13.0;11.0;-25.0;-13.0;-2.0;-6.0;-1.0;-60.0;-100.0;-63.0;-37.0;-32.0;31.0;-40.0;-19.0;-11.0;5.0;-5.0;-5.0;1.0;75.0;35.0;21.0;13.0;8.0;-25.0;-13.0;5.0;-12.0;90.0;;;;;
CAM X PAL 23-08-2015;;;;;1.0;-29.0;-7.0;-2.0;7.0;1.0;-20.0;11.0;10.0;86.0;56.0;-5.0;40.0;33.0;29.0;66.0;44.0;30.0;16.0;2.0;-3.0;-8.0;-2.0;-6.0;-11.0;-9.0;28.0;10.0;10.0;10.0;15.0;86.0;55.0;31.0;41.0;58.0;38.0;20.0;16.0;5.0;85.0;2.0;2.0;11.0;2.0;-75.0;1.0;31.0;22.0;12.0;16.0;19.0;13.0;52.0;25.0;18.0;-34.0;14.0;12.0;13.0;17.0;34.0;24.0;23.0;-27.0;-15.0;-7.0;-18.0;-6.0;-6.0;4.0;4.0;-2.0;-32.0;-5.0;-5.0;4.0;-52.0;-4.0;-25.0;28.0;25.0;52.0;-62.0;-18.0;18.0;-7.0;-7.0;-7.0;32.0;-2.0;-30.0;;;;;
VAS X FIG 29-08-2015;;;;;1.0;12.0;2.0;2.0;1.0;1.0;6.0;9.0;11.0;7.0;5.0;1.0;3.0;2.0;1.0;-50.0;-57.0;-13.0;-4.0;10.0;41.0;36.0;11.0;18.0;-26.0;10.0;5.0;-23.0;33.0;15.0;15.0;11.0;10.0;12.0;66.0;46.0;29.0;49.0;26.0;3.0;-20.0;3.0;9.0;7.0;-4.0;8.0;1.0;1.0;1.0;1.0;2.0;12.0;13.0;13.0;4.0;-4.0;10.0;2.0;2.0;2.0;1.0;2.0;7.0;5.0;8.0;10.0;7.0;7.0;39.0;29.0;12.0;32.0;20.0;35.0;26.0;-25.0;61.0;32.0;24.0;-30.0;-36.0;-19.0;-15.0;-48.0;32.0;11.0;18.0;12.0;16.0;19.0;8.0;35.0;;;;;
SPO X PON 30-08-2015;;;;;-1.0;14.0;17.0;11.0;27.0;99.0;84.0;55.0;33.0;53.0;-40.0;1.0;-54.0;-57.0;-38.0;-55.0;-29.0;-13.0;-5.0;-2.0;5.0;3.0;-5.0;-5.0;-35.0;-19.0;-9.0;43.0;99.0;58.0;32.0;-28.0;-6.0;-2.0;-7.0;-36.0;-24.0;-10.0;-4.0;3.0;30.0;8.0;9.0;5.0;3.0;6.0;1.0;55.0;27.0;-61.0;75.0;28.0;7.0;-46.0;-19.0;-17.0;17.0;-10.0;-10.0;-23.0;-53.0;-32.0;-24.0;-64.0;-66.0;-1.0;-31.0;6.0;-18.0;-7.0;6.0;6.0;-40.0;-19.0;-11.0;-46.0;-27.0;16.0;4.0;-35.0;-19.0;-12.0;-37.0;-52.0;-28.0;-16.0;-8.0;-62.0;-54.0;32.0;-1.0;-10.0;;;;;
AVA X INT 30-08-2015;;;;;0.0;-1.0;-2.0;0.0;-60.0;-65.0;-19.0;-41.0;-29.0;-23.0;30.0;-15.0;9.0;7.0;10.0;16.0;7.0;44.0;26.0;15.0;-30.0;-7.0;-8.0;30.0;13.0;12.0;4.0;2.0;0.0;0.0;0.0;5.0;32.0;30.0;9.0;30.0;18.0;15.0;11.0;0.0;-5.0;-5.0;-7.0;-24.0;-44.0;14.0;-26.0;-20.0;-11.0;-10.0;-4.0;10.0;4.0;-60.0;-43.0;-35.0;33.0;-27.0;-16.0;-5.0;-27.0;-15.0;-8.0;-5.0;-3.0;5.0;2.0;-30.0;76.0;45.0;22.0;12.0;7.0;-1.0;-40.0;-23.0;-14.0;15.0;5.0;13.0;11.0;6.0;-5.0;35.0;29.0;17.0;10.0;1.0;30.0;-2.0;-70.0;50.0;;;;;
GRE X CFC 30-08-2015;0.0;2015-08-30;;;-1.0;35.0;21.0;-20.0;-9.0;-5.0;-5.0;-3.0;-5.0;-2.0;51.0;1.0;29.0;22.0;15.0;50.0;23.0;10.0;7.0;25.0;19.0;8.0;1.0;51.0;42.0;25.0;16.0;11.0;-39.0;-24.0;-13.0;-11.0;32.0;40.0;24.0;46.0;29.0;49.0;28.0;2.0;40.0;2.0;19.0;4.0;-7.0;-30.0;-4.0;-9.0;-14.0;-4.0;-4.0;-4.0;4.0;49.0;26.0;9.0;-3.0;3.0;-2.0;-5.0;-5.0;-4.0;4.0;78.0;39.0;21.0;1.0;-1.0;-2.0;9.0;-2.0;4.0;-2.0;-12.0;-99.0;-60.0;-36.0;-21.0;1.0;30.0;12.0;7.0;-6.0;-1.0;-2.0;-16.0;-14.0;-13.0;-8.0;-3.0;25.0;-45.0;0.0;12:00:00;0.0;CFC;GRE
CHA X COR 30-08-2015;;;;;-1.0;-82.0;-49.0;-27.0;-15.0;-82.0;-46.0;-28.0;-43.0;-37.0;-17.0;-1.0;-11.0;-13.0;-2.0;39.0;21.0;11.0;1.0;-2.0;4.0;8.0;-1.0;4.0;21.0;11.0;8.0;-19.0;-31.0;-18.0;-9.0;-4.0;-4.0;-1.0;-39.0;-16.0;-8.0;-3.0;7.0;57.0;45.0;35.0;-28.0;28.0;16.0;-1.0;3.0;44.0;26.0;41.0;16.0;7.0;-3.0;-2.0;-1.0;-32.0;-1.0;-11.0;-8.0;-12.0;48.0;23.0;1.0;8.0;3.0;3.0;3.0;20.0;-8.0;-5.0;3.0;-47.0;-9.0;-6.0;-4.0;4.0;3.0;-6.0;-21.0;-24.0;-15.0;29.0;5.0;37.0;-41.0;-10.0;79.0;61.0;32.0;-45.0;-76.0;30.0;;;;;
FLU X CAM 30-08-2015;;;;;-1.0;-1.0;-1.0;-1.0;-26.0;-21.0;-13.0;-8.0;-26.0;25.0;5.0;-1.0;2.0;-6.0;-81.0;-51.0;-36.0;-22.0;-8.0;-11.0;-26.0;-11.0;-1.0;-2.0;-2.0;-1.0;-1.0;-21.0;-8.0;-5.0;-4.0;-10.0;-37.0;-1.0;-30.0;-20.0;-10.0;28.0;22.0;16.0;;6.0;78.0;84.0;48.0;-1.0;28.0;11.0;-11.0;30.0;12.0;11.0;6.0;-11.0;-41.0;-24.0;-1.0;-20.0;-12.0;-37.0;-25.0;-10.0;-6.0;-4.0;-21.0;-18.0;-2.0;-1.0;-37.0;-23.0;-13.0;-8.0;-1.0;-1.0;-6.0;-29.0;-13.0;29.0;-1.0;21.0;22.0;44.0;19.0;-76.0;-11.0;-43.0;-28.0;-57.0;-24.0;-1.0;-36.0;45.0;;;;;
PAL X JOI 30-08-2015;;;;;38.0;58.0;37.0;22.0;18.0;16.0;-5.0;1.0;-5.0;-7.0;-4.0;60.0;-12.0;-7.0;-28.0;-16.0;61.0;100.0;33.0;-75.0;-100.0;-100.0;43.0;-66.0;-37.0;-16.0;41.0;29.0;47.0;27.0;15.0;16.0;8.0;28.0;2.0;-1.0;5.0;1.0;-1.0;44.0;-30.0;-1.0;-5.0;-3.0;-2.0;24.0;4.0;4.0;6.0;6.0;7.0;7.0;7.0;12.0;15.0;12.0;14.0;80.0;50.0;37.0;-32.0;9.0;4.0;4.0;4.0;83.0;52.0;3.0;33.0;23.0;16.0;6.0;6.0;10.0;13.0;55.0;55.0;39.0;-3.0;55.0;34.0;24.0;20.0;8.0;10.0;8.0;6.0;10.0;9.0;3.0;-38.0;10.0;;;;;
SPT X FLA 30-08-2015;;;;;2.0;7.0;9.0;7.0;6.0;4.0;3.0;100.0;59.0;84.0;49.0;-4.0;28.0;8.0;9.0;1.0;-21.0;-12.0;-8.0;-5.0;-4.0;-11.0;27.0;-7.0;-25.0;-15.0;10.0;-6.0;-43.0;-25.0;-10.0;-2.0;-1.0;21.0;1.0;-21.0;-12.0;-8.0;35.0;13.0;0.0;27.0;11.0;-54.0;-31.0;-74.0;-17.0;-16.0;-7.0;-4.0;-6.0;37.0;25.0;15.0;14.0;8.0;-34.0;2.0;-1.0;-1.0;-20.0;-12.0;10.0;31.0;28.0;18.0;10.0;-29.0;30.0;20.0;11.0;6.0;-51.0;-24.0;-5.0;-8.0;-10.0;-37.0;-17.0;-52.0;-37.0;-16.0;-9.0;-3.0;-5.0;-43.0;-46.0;-28.0;45.0;-9.0;-1.0;-20.0;;;;;
CAP X GOI 30-08-2015;;;;;1.0;8.0;5.0;3.0;2.0;2.0;1.0;-5.0;-1.0;1.0;6.0;-35.0;3.0;43.0;86.0;51.0;31.0;19.0;8.0;76.0;46.0;28.0;-14.0;18.0;17.0;10.0;7.0;10.0;2.0;2.0;-4.0;32.0;13.0;-8.0;9.0;7.0;30.0;22.0;14.0;10.0;20.0;2.0;52.0;32.0;-29.0;-4.0;42.0;22.0;10.0;7.0;-19.0;-8.0;-3.0;-1.0;2.0;8.0;-1.0;4.0;7.0;34.0;79.0;51.0;30.0;12.0;5.0;-1.0;10.0;2.0;4.0;3.0;-36.0;-19.0;-17.0;-10.0;-36.0;-19.0;80.0;40.0;6.0;19.0;8.0;-6.0;30.0;43.0;-36.0;-4.0;-2.0;5.0;30.0;4.0;76.0;-55.0;;;;;
CRU X SAN 30-08-2015;;;;;0.0;-5.0;-5.0;-2.0;5.0;1.0;1.0;1.0;5.0;2.0;1.0;5.0;1.0;30.0;22.0;13.0;8.0;9.0;3.0;1.0;1.0;0.0;2.0;0.0;5.0;-5.0;-1.0;-5.0;25.0;7.0;4.0;2.0;-20.0;1.0;-17.0;-10.0;30.0;-75.0;-34.0;0.0;-55.0;0.0;0.0;-5.0;-2.0;1.0;-1.0;-1.0;5.0;2.0;6.0;4.0;2.0;-5.0;-32.0;40.0;-5.0;42.0;25.0;30.0;20.0;14.0;6.0;3.0;1.0;5.0;-5.0;-2.0;5.0;2.0;1.0;30.0;28.0;11.0;6.0;-5.0;-2.0;5.0;15.0;1.0;6.0;9.0;45.0;21.0;-25.0;-12.0;10.0;30.0;17.0;7.0;40.0;-10.0;;;;;
INT X VAS 02-09-2015;0.0;2015-09-02;;;1.0;8.0;83.0;52.0;33.0;12.0;5.0;4.0;-17.0;-7.0;24.0;1.0;14.0;1.0;-7.0;-60.0;-34.0;44.0;16.0;13.0;5.0;-7.0;1.0;-17.0;-22.0;-15.0;-15.0;-25.0;-20.0;-13.0;24.0;3.0;-12.0;-5.0;-12.0;68.0;21.0;5.0;-30.0;-18.0;-5.0;1.0;30.0;17.0;5.0;-21.0;2.0;-1.0;-22.0;-33.0;75.0;32.0;13.0;8.0;11.0;80.0;-12.0;42.0;20.0;11.0;80.0;46.0;32.0;24.0;13.0;7.0;3.0;-11.0;1.0;19.0;11.0;-11.0;-8.0;5.0;-2.0;-6.0;4.0;4.0;14.0;1.0;-7.0;-14.0;-9.0;-52.0;-32.0;39.0;6.0;-7.0;-2.0;6.0;4.0;75.0;6.0;20:30:00;1.0;VAS;INT
JOI X SPO 02-09-2015;0.0;2015-09-02;;;0.0;5.0;1.0;1.0;31.0;18.0;10.0;6.0;3.0;0.0;-5.0;0.0;-42.0;-25.0;-15.0;-9.0;-5.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;-5.0;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;-5.0;-2.0;-1.0;-1.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;2.0;1.0;6.0;3.0;6.0;-5.0;-5.0;0.0;-5.0;-3.0;-2.0;5.0;;;;;-3.0;;;0.0;20:30:00;0.0;SPO;JOI
PON X CRU 02-09-2015;2.0;2015-09-02;;;6.0;-3.0;-16.0;-1.0;-10.0;11.0;2.0;-5.0;-41.0;-18.0;-26.0;-5.0;-20.0;-11.0;-3.0;21.0;62.0;7.0;64.0;39.0;-60.0;-25.0;-5.0;-15.0;-11.0;-23.0;-17.0;-42.0;-27.0;-18.0;-12.0;-9.0;-25.0;-2.0;-17.0;-17.0;-12.0;-84.0;-50.0;-2.0;0.0;-3.0;-5.0;-38.0;-22.0;-1.0;-12.0;26.0;11.0;4.0;3.0;2.0;1.0;1.0;5.0;78.0;-5.0;47.0;58.0;40.0;23.0;8.0;5.0;-30.0;-16.0;-9.0;-5.0;-42.0;-2.0;-40.0;-22.0;-18.0;31.0;16.0;13.0;8.0;10.0;3.0;-19.0;1.0;-1.0;-1.0;5.0;7.0;-41.0;-11.0;-66.0;-35.0;-21.0;-6.0;10.0;-65.0;1.0;20:30:00;-1.0;CRU;PON
CAM X CAP 03-09-2015;1.0;2015-09-02;;;1.0;8.0;29.0;14.0;8.0;7.0;67.0;35.0;20.0;1.0;-1.0;1.0;-35.0;-21.0;-12.0;-6.0;-4.0;-1.0;-5.0;-8.0;-39.0;-28.0;-40.0;-12.0;-1.0;-1.0;-16.0;70.0;9.0;29.0;21.0;38.0;52.0;-12.0;42.0;27.0;25.0;-40.0;-27.0;-21.0;85.0;-7.0;9.0;22.0;52.0;41.0;29.0;27.0;-37.0;39.0;-42.0;-24.0;-17.0;-9.0;-85.0;-44.0;20.0;-57.0;-40.0;49.0;-22.0;4.0;-3.0;-13.0;-8.0;-6.0;28.0;18.0;1.0;-33.0;-51.0;-27.0;-55.0;-24.0;23.0;21.0;15.0;-28.0;48.0;-7.0;8.0;-3.0;3.0;5.0;10.0;8.0;7.0;10.0;-10.0;27.0;-1.0;35.0;0.0;22:00:00;-1.0;CAP;CAM
FLA X AVA 03-09-2015;0.0;2015-09-02;;;6.0;-7.0;-1.0;-35.0;-19.0;-5.0;-2.0;11.0;13.0;3.0;-50.0;38.0;-27.0;-16.0;-4.0;-51.0;-25.0;-9.0;-4.0;6.0;6.0;4.0;23.0;23.0;89.0;53.0;32.0;15.0;8.0;1.0;-30.0;-6.0;-2.0;-30.0;1.0;1.0;3.0;7.0;5.0;1.0;10.0;1.0;1.0;-5.0;-5.0;-8.0;-27.0;37.0;18.0;-24.0;12.0;15.0;88.0;58.0;37.0;22.0;-34.0;18.0;5.0;3.0;3.0;12.0;8.0;5.0;4.0;-25.0;-17.0;-42.0;-9.0;6.0;5.0;6.0;5.0;-20.0;-9.0;76.0;47.0;29.0;-19.0;19.0;12.0;2.0;7.0;5.0;4.0;4.0;8.0;6.0;4.0;-13.0;-24.0;20.0;3.0;22:00:00;1.0;AVA;FLA
COR X FLU 03-09-2015;0.0;2015-09-02;;;6.0;20.0;9.0;2.0;3.0;-8.0;23.0;12.0;9.0;37.0;24.0;5.0;10.0;12.0;4.0;2.0;3.0;4.0;4.0;4.0;44.0;28.0;5.0;-28.0;-29.0;-15.0;-10.0;-34.0;-21.0;33.0;19.0;43.0;29.0;-28.0;20.0;46.0;49.0;28.0;19.0;-8.0;-5.0;-2.0;3.0;-3.0;3.0;78.0;-3.0;3.0;9.0;8.0;7.0;-23.0;-2.0;3.0;3.0;4.0;33.0;7.0;6.0;11.0;69.0;39.0;26.0;33.0;-38.0;-12.0;-4.0;21.0;13.0;82.0;54.0;35.0;23.0;-33.0;-13.0;-5.0;13.0;2.0;54.0;6.0;20.0;9.0;7.0;6.0;6.0;-3.0;12.0;44.0;33.0;31.0;-3.0;10.0;2.0;23:00:00;1.0;FLU;COR
CFC X SPT 03-09-2015;0.0;2015-09-02;;;-1.0;-50.0;-40.0;-28.0;-14.0;-7.0;-40.0;-16.0;-9.0;66.0;36.0;1.0;25.0;15.0;-30.0;-11.0;41.0;20.0;12.0;10.0;-65.0;-32.0;1.0;-19.0;51.0;27.0;21.0;12.0;7.0;1.0;1.0;30.0;17.0;1.0;-30.0;-11.0;-6.0;-11.0;-1.0;1.0;;1.0;1.0;7.0;4.0;1.0;18.0;7.0;-5.0;1.0;-5.0;-7.0;-38.0;-11.0;-5.0;-2.0;-5.0;1.0;-45.0;-64.0;-67.0;-34.0;-14.0;-9.0;-1.0;2.0;-5.0;6.0;-1.0;1.0;1.0;1.0;-20.0;-10.0;6.0;1.0;-40.0;-21.0;37.0;-17.0;-5.0;-7.0;6.0;-5.0;-5.0;-7.0;-33.0;-24.0;-13.0;22.0;1.0;-10.0;0.0;23:00:00;0.0;SPT;CFC
GOI X PAL 03-09-2015;0.0;2015-09-02;;;1.0;10.0;1.0;-1.0;-6.0;-1.0;5.0;1.0;6.0;9.0;35.0;-5.0;15.0;9.0;5.0;-41.0;-64.0;-67.0;-40.0;-19.0;-8.0;-2.0;-2.0;-30.0;-11.0;-6.0;61.0;29.0;15.0;9.0;5.0;6.0;8.0;30.0;45.0;27.0;17.0;5.0;3.0;21.0;0.0;1.0;4.0;72.0;7.0;16.0;4.0;7.0;8.0;-5.0;-41.0;-24.0;-10.0;50.0;25.0;-51.0;9.0;-19.0;-42.0;-29.0;75.0;37.0;21.0;14.0;-41.0;-74.0;-44.0;11.0;-26.0;-15.0;-6.0;-5.0;-3.0;-1.0;15.0;8.0;-20.0;-8.0;1.0;-5.0;-44.0;-26.0;-14.0;-8.0;-15.0;-20.0;-12.0;-22.0;-13.0;-11.0;0.0;-20.0;1.0;23:00:00;1.0;PAL;GOI
SAN X CHA 03-09-2015;1.0;2015-09-03;;;1.0;10.0;4.0;4.0;2.0;2.0;2.0;2.0;2.0;100.0;62.0;31.0;38.0;13.0;9.0;2.0;2.0;1.0;22.0;19.0;16.0;15.0;19.0;54.0;36.0;41.0;29.0;22.0;15.0;9.0;10.0;7.0;50.0;12.0;30.0;-54.0;-20.0;-25.0;-17.0;2.0;-5.0;2.0;2.0;-49.0;-26.0;8.0;-19.0;-10.0;-4.0;2.0;2.0;3.0;3.0;-19.0;77.0;40.0;36.0;25.0;-19.0;-4.0;-11.0;-10.0;-10.0;-8.0;-100.0;-69.0;-44.0;20.0;-30.0;-41.0;-11.0;-4.0;-1.0;2.0;98.0;59.0;36.0;22.0;22.0;9.0;2.0;-4.0;-41.0;-23.0;-12.0;-100.0;-58.0;32.0;-4.0;14.0;-49.0;5.0;3.0;20:30:00;1.0;CHA;SAN
FIG X GRE 04-09-2015;2.0;2015-09-03;;;1.0;-28.0;-16.0;-26.0;-15.0;-6.0;41.0;22.0;26.0;56.0;54.0;1.0;20.0;12.0;7.0;2.0;1.0;51.0;31.0;9.0;11.0;13.0;1.0;-4.0;1.0;2.0;2.0;2.0;2.0;22.0;14.0;9.0;7.0;41.0;5.0;7.0;5.0;34.0;41.0;2.0;40.0;-4.0;2.0;2.0;-4.0;45.0;7.0;5.0;-19.0;32.0;15.0;-44.0;-13.0;7.0;2.0;1.0;27.0;3.0;1.0;50.0;24.0;14.0;8.0;20.0;13.0;8.0;5.0;-95.0;-5.0;-2.0;-1.0;1.0;-5.0;-2.0;-1.0;1.0;-60.0;-35.0;-40.0;-21.0;-12.0;-7.0;5.0;-40.0;-21.0;31.0;10.0;5.0;46.0;-46.0;-10.0;25.0;0.0;22:00:00;-1.0;GRE;FIG
SPO X INT 05-09-2015;0.0;2015-09-05;;;-3.0;-6.0;-6.0;-6.0;-6.0;78.0;41.0;21.0;10.0;3.0;-6.0;3.0;-6.0;-6.0;-6.0;-6.0;-56.0;-36.0;-24.0;-16.0;-12.0;-6.0;-3.0;33.0;14.0;-23.0;-10.0;-9.0;-5.0;-10.0;-7.0;18.0;5.0;-4.0;-3.0;-3.0;-3.0;-6.0;-6.0;-6.0;-5.0;-3.0;-4.0;-5.0;78.0;-5.0;41.0;21.0;10.0;3.0;23.0;8.0;2.0;-3.0;-3.0;-6.0;-5.0;-6.0;43.0;20.0;14.0;6.0;-3.0;-5.0;-5.0;-6.0;-6.0;-6.0;-6.0;-6.0;158.0;88.0;50.0;27.0;13.0;-6.0;-6.0;-6.0;-6.0;-1.0;-3.0;-4.0;-40.0;-26.0;-58.0;-37.0;-24.0;-14.0;-11.0;-6.0;-6.0;;2.0;20:30:00;1.0;INT;SPO
VAS X CAM 05-09-2015;2.0;2015-09-05;;;1.0;3.0;3.0;-4.0;2.0;1.0;12.0;8.0;6.0;10.0;7.0;1.0;4.0;39.0;24.0;15.0;-74.0;-37.0;-23.0;-12.0;-6.0;3.0;1.0;38.0;63.0;39.0;59.0;36.0;20.0;10.0;-6.0;-7.0;-9.0;1.0;-6.0;-9.0;-6.0;-4.0;-58.0;-35.0;5.0;-2.0;-1.0;-2.0;-2.0;40.0;-2.0;-2.0;-2.0;-2.0;-2.0;-2.0;-22.0;-23.0;-18.0;-15.0;24.0;-13.0;-11.0;-10.0;-10.0;-10.0;41.0;15.0;-20.0;-30.0;-22.0;15.0;-16.0;-10.0;-4.0;-1.0;-1.0;80.0;46.0;-36.0;-50.0;-30.0;10.0;-4.0;-2.0;-6.0;-1.0;-1.0;-2.0;-1.0;-1.0;-1.0;-1.0;7.0;-1.0;40.0;1.0;20:30:00;-1.0;CAM;VAS
CAP X JOI 06-09-2015;0.0;2015-09-05;;;1.0;5.0;29.0;18.0;11.0;7.0;35.0;20.0;13.0;-79.0;-41.0;-5.0;-25.0;-14.0;-7.0;2.0;2.0;-19.0;-9.0;-9.0;7.0;21.0;-1.0;15.0;9.0;12.0;9.0;5.0;5.0;5.0;5.0;15.0;-8.0;2.0;-18.0;33.0;14.0;10.0;8.0;-23.0;30.0;-11.0;-4.0;3.0;3.0;16.0;6.0;61.0;39.0;21.0;15.0;11.0;5.0;6.0;6.0;6.0;10.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;11.0;7.0;9.0;8.0;7.0;7.0;6.0;6.0;6.0;6.0;-33.0;-15.0;15.0;27.0;12.0;9.0;9.0;7.0;4.0;4.0;4.0;4.0;44.0;10.0;33.0;90.0;0.0;22:00:00;0.0;JOI;CAP
CHA X PON 06-09-2015;0.0;2015-09-06;;;2.0;27.0;13.0;9.0;32.0;21.0;14.0;-18.0;-3.0;42.0;24.0;3.0;16.0;12.0;9.0;4.0;34.0;22.0;15.0;5.0;5.0;2.0;3.0;43.0;27.0;18.0;12.0;-68.0;-37.0;37.0;10.0;8.0;71.0;4.0;44.0;25.0;52.0;28.0;9.0;2.0;-105.0;-3.0;-4.0;-5.0;-31.0;4.0;-41.0;-27.0;-18.0;23.0;5.0;2.0;-3.0;-3.0;-6.0;-6.0;4.0;-6.0;-6.0;-16.0;-27.0;38.0;99.0;56.0;31.0;17.0;39.0;4.0;14.0;5.0;-8.0;-2.0;-8.0;-4.0;-7.0;-4.0;-2.0;-1.0;69.0;0.0;0.0;-100.0;-59.0;-35.0;-31.0;-18.0;-3.0;-2.0;-1.0;43.0;0.0;0.0;0.0;12:00:00;0.0;PON;CHA
CRU X FIG 06-09-2015;1.0;2015-09-06;;;41.0;21.0;18.0;11.0;2.0;1.0;42.0;25.0;25.0;15.0;9.0;24.0;33.0;20.0;12.0;8.0;56.0;32.0;55.0;49.0;30.0;15.0;15.0;10.0;4.0;3.0;3.0;3.0;48.0;29.0;18.0;12.0;18.0;9.0;9.0;6.0;5.0;4.0;3.0;3.0;40.0;2.0;3.0;4.0;-3.0;6.0;3.0;4.0;40.0;26.0;18.0;13.0;10.0;6.0;36.0;24.0;1.0;16.0;12.0;9.0;5.0;100.0;67.0;42.0;27.0;-73.0;-38.0;1.0;-20.0;-9.0;-3.0;100.0;80.0;100.0;76.0;47.0;16.0;7.0;71.0;3.0;3.0;-3.0;3.0;4.0;29.0;20.0;14.0;11.0;8.0;43.0;3.0;-50.0;5.0;12:00:00;1.0;FIG;CRU
AVA X CFC 06-09-2015;2.0;2015-09-06;;;-5.0;3.0;1.0;-1.0;-10.0;-27.0;-11.0;-7.0;-10.0;5.0;30.0;-3.0;12.0;47.0;28.0;41.0;22.0;13.0;4.0;-26.0;-5.0;30.0;-7.0;15.0;88.0;59.0;34.0;17.0;15.0;2.0;-41.0;45.0;27.0;-5.0;15.0;19.0;44.0;17.0;-41.0;-23.0;;-20.0;-36.0;-13.0;38.0;5.0;27.0;14.0;12.0;9.0;5.0;-3.0;12.0;34.0;58.0;36.0;-1.0;29.0;34.0;25.0;5.0;10.0;-73.0;-43.0;-13.0;-5.0;8.0;-1.0;20.0;14.0;10.0;8.0;2.0;2.0;9.0;2.0;3.0;43.0;4.0;-30.0;-6.0;-8.0;-84.0;-52.0;-33.0;31.0;12.0;14.0;49.0;7.0;25.0;0.0;0.0;17:00:00;-1.0;CFC;AVA
