game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Big chances missed_away;Big chances missed_home;Big chances_away;Big chances_home;Blocked shots_away;Blocked shots_home;Clearances_away;Clearances_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Crosses_away;Crosses_home;Dispossessed_away;Dispossessed_home;Dribbles_away;Dribbles_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Interceptions_away;Interceptions_home;Long balls_away;Long balls_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Tackles_away;Tackles_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
WAT X WBA 2018-03-03;228 (66%);290 (70%);38;25;47%;53%;2;1;2;2;2;5;;;6;4;;;;;;;;;73;57;12;11;2;2;;;;;;;1;3;346;412;;;6;10;5;6;2;4;3;5;;;9;15;0;2;0;2018-03-03;0;31;28;14;4;-2;-9;-3;4;5;52;0;28;-29;8;8;8;8;-9;-35;-18;-7;-6;-6;9;9;5;-6;-8;-7;-36;-18;54;-1;74;40;23;11;-3;-30;-5.0;-8;28;12;10;-8;-27;-13;-32;-56;-65;-55;-35;-17;-6;2;-29;3;3;8;14;13;37;16;7;11;18;-11;2;-17;-9;-12;-9;-6;24;26;89;52;26;70;33;13;-6;-6;7;6;10;12;14.0;47;7.0;5.0;1;13:00:00;1;WBA;WAT
LIV X NEW 2018-03-03;208 (66%);658 (85%);21;29;30%;70%;;;0;2;3;8;;;3;8;;;;;;;;;63;71;9;7;1;2;;;;;;;1;4;315;772;;;1;12;2;3;2;3;6;2;;;7;14;;;0;2018-03-03;4;14;11;31;23;19;16;39;20;16;48;6;35;26;22;18;-36;-12;-3;30;65;21;10;10;13;-6;30;41;8;9;10;13;8;13;9;83;79;47;29;1;-75.0;1;1;6;29;15;23;19;22;23;18;16;15;89;57;39;31;29;22;10;8;6;6;-3;-3;28;-18;25;3;8;7;5;6;6;5;10;-43;-24;19;-12;-6;17;7;15;10;7;-5;-4;-8.0;16;-5.0;25.0;2;15:30:00;1;NEW;LIV
BHA X ARS 2018-03-04;516 (84%);208 (72%);21;18;69%;31%;;;1;2;6;2;;;11;6;1;0;;;;;;;57;58;12;13;4;6;1;0;;;;;0;6;614;287;;;9;8;2;5;7;6;6;5;;;15;13;3;3;1;2018-03-04;-1;94;65;57;23;5;-7;-11;-11;-10;38;-7;17;54;30;41;33;46;23;98;49;31;-11;49;23;42;-26;-2;-5;-4;-7;-4;-24;-64;-51;-27;-12;-14;-93;-59;-55.0;-2;-2;-2;4;-45;-41;-24;-15;-9;8;2;45;-47;-77;-75;-34;-54;-44;-47;-27;-23;-17;-14;-11;-10;-9;-12;-9;-9;26;12;3;-5;-5;-9;-10;-15;69;-13;-32;-23;-18;21;-10;-4;-7;-23;-20.0;60;-15.0;-130.0;2;11:30:00;1;ARS;BHA
MCI X CHE 2018-03-04;303 (77%);902 (92%);8;5;29%;71%;;;0;1;0;5;;;2;5;;;;;;;;;35;44;9;8;1;0;;;;;;;1;2;392;976;;;1;9;3;5;0;3;2;4;;;3;13;1;2;0;2018-03-04;7;12;21;36;31;23;22;16;22;17;8;9;35;57;40;26;19;10;9;31;64;44;12;32;25;19;14;19;40;27;14;12;8;39;4;5;10;-18;19;9;;8;87;50;30;29;20;13;4;4;-23;-23;-12;47;35;64;22;37;21;16;16;13;15;16;41;31;35;28;27;23;18;18;16;16;16;16;16;6;20;-3;-3;-50;-36;-22;-13;-7;1;-5;-1.0;14;1.0;0.0;1;14:00:00;1;CHE;MCI
CRY X MUN 2018-03-05;554 (85%);185 (67%);22;24;70%;30%;1;0;2;1;6;1;;;7;3;;;;;;;;;56;64;8;10;2;4;1;0;;;;;2;2;654;278;;;8;6;3;5;8;4;9;4;;;17;10;3;1;3;2018-03-05;1;-7;7;82;49;23;12;2;-5;-3;65;1;32;14;3;-6;-12;-11;-11;21;15;17;3;3;-7;-11;-13;-15;-15;-15;-25;-27;-23;4;-43;-30;-12;-6;-9;-7;0.0;-10;-12;41;53;10;-41;-5;-4;-27;-26;-100;-63;-19;-21;-8;35;-2;-2;6;2;1;-6;25;6;-66;-42;40;-35;-18;-13;-36;-79;-74;-82;-91;-85;-24;-48;-15;37;18;10;1;-4;-6;-7;-8;-8.0;-21;-9.0;-115.0;2;18:00:00;-1;MUN;CRY
MUN X LIV 2018-03-10;483 (83%);194 (69%);13;22;68%;32%;1;1;1;1;7;2;;;13;1;;;;;;;;;51;67;16;10;0;2;;;;;;;0;3;584;283;;;6;5;5;1;2;2;9;0;;;14;5;1;2;1;2018-03-10;10;2;1;-2;4;-6;50;23;9;-6;-6;-8;-11;-16;-8;-28;-44;71;22;-30;-33;-19;-8;-57;-30;-62;-41;-23;-15;-13;-8;-8;35;-17;18;6;4;-5;-8;-48;-5.0;-8;-12;-13;-68;-18;-46;-52;-25;-14;-3;4;7;2;-2;-2;-8;-8;-12;-14;-15;-40;-35;-27;-50;-29;-15;6;-8;-3;-19;-9;-6;10;1;1;-21;-12;1;-13;-7;-9;-9;-10;20;3;-26;-18;-15.0;2;-30.0;-75.0;2;10:30:00;1;LIV;MUN
EVE X BHA 2018-03-10;190 (63%);330 (78%);20;16;41%;59%;0;2;0;2;1;3;;;3;10;;;;;;;;;46;46;14;10;2;4;;;;;;;1;2;302;425;1;0;3;8;5;7;4;3;7;6;;;10;13;1;0;0;2018-03-10;3;47;31;20;15;7;32;75;52;58;38;8;25;14;8;58;34;25;-45;-13;-7;5;9;25;52;36;27;21;43;30;20;13;55;55;32;21;4;-51;-30;-16;0.0;-4;2;2;1;36;-3;-33;-18;-5;-2;2;3;3;22;14;26;9;6;39;22;13;8;5;1;1;15;29;-45;-26;-21;-8;-2;-27;-10;-1;79;45;21;-31;15;6;-2;25;15;-26;-4;-1;72.0;75;41.0;-100.0;2;13:00:00;1;BHA;EVE
HUD X SWA 2018-03-10;88 (52%);608 (90%);24;30;19%;81%;1;1;1;1;0;11;;;0;12;;;;;;;;;55;55;9;9;4;0;0;2;;;;;3;2;169;679;1;0;0;18;0;15;0;4;0;12;;;0;30;3;2;0;2018-03-10;10;13;14;15;28;23;20;12;13;37;28;12;53;63;43;60;36;60;40;35;29;24;10;18;16;35;24;18;14;11;29;20;16;35;43;29;19;50;30;17;60.0;82;56;41;31;20;25;27;50;33;24;18;14;10;60;40;6;33;24;49;30;87;56;93;57;38;17;4;15;4;7;8;45;33;27;28;24;18;34;28;73;50;46;34;51;38;59;45;28.0;19;21.0;30.0;0;13:00:00;0;SWA;HUD
NEW X SOU 2018-03-10;374 (73%);188 (62%);20;28;63%;37%;1;1;1;3;1;0;;;6;2;0;3;;;;;;;54;60;10;10;2;2;;;;;;;1;1;509;305;;;3;5;3;2;2;5;3;2;;;6;7;2;0;0;2018-03-10;2;-14;-14;-29;-21;-16;-13;-6;-7;-9;-10;38;35;6;-6;-5;-8;-13;35;8;-33;-38;69;33;40;22;14;8;-2;-3;-3;-2;6;48;-3;-3;-8;-7;-6;-1;;-7;4;-1;4;22;-2;3;55;32;17;39;22;43;60;30;6;10;-6;-57;-41;-38;-51;-34;-70;-76;-48;-7;-31;-22;-13;-9;-9;-49;-30;-24;-60;-42;-12;-28;-17;-10;-2;-1;-1;15;9;7;5.0;-14;2.0;-5.0;3;13:00:00;1;SOU;NEW
WBA X LEI 2018-03-10;363 (77%);267 (74%);30;18;57%;43%;1;0;4;0;3;1;;;6;7;;;;;;;;;64;50;7;6;1;3;0;1;;;;;2;1;474;362;;;9;2;5;3;6;2;5;4;;;14;6;3;1;4;2018-03-10;-10;10;42;27;52;27;32;18;13;48;26;-6;7;-7;-53;-31;-55;-33;-15;20;1;1;-4;-2;-2;-4;-29;-25;-14;-8;-40;-21;-52;-3;-24;-2;9;8;11;34;5.0;73;40;21;9;-33;-8;-25;-13;-6;7;3;4;3;3;2;-19;37;15;2;3;-73;-42;28;-4;-4;-4;-12;-3;-7;-7;7;13;10;8;-78;-41;-58;-8;-46;-33;-25;-12;-81;-44;-52;-37;-29;-48.0;-5;-30.0;-60.0;1;13:00:00;-1;LEI;WBA
WES X BUR 2018-03-10;287 (77%);303 (79%);23;21;49%;51%;0;1;2;1;1;3;;;1;5;;;;;;;;;45;59;7;13;4;1;;;;;;;3;1;372;385;;;4;8;2;6;4;4;3;5;;;7;13;2;2;3;2018-03-10;-10;-5;-2;1;-6;3;48;61;66;64;38;-5;29;14;45;24;14;23;10;2;5;-5;-2;-7;-9;30;11;5;1;-3;-4;-19;-7;1;79;41;32;22;15;-2;25.0;-2;-2;4;-2;1;4;-2;-2;-2;-3;-13;-10;-23;-15;-11;1;-1;5;3;-8;-11;-44;-28;-18;-12;-83;-36;-48;-30;-99;-51;38;11;11;22;16;2;-20;-5;31;14;-77;-41;-26;29;4;6;-7.0;-11;-1.0;;0;13:00:00;-1;BUR;WES
CHE X CRY 2018-03-10;288 (80%);518 (87%);15;18;38%;62%;1;6;2;6;2;7;;;3;12;0;1;;;;;;;54;63;9;8;7;1;1;1;;;;;2;2;361;593;;;5;16;5;9;2;11;4;12;;;9;27;2;1;1;2018-03-10;1;8;46;26;26;45;32;62;38;43;19;1;10;2;-1;-1;50;36;100;65;17;5;1;11;16;15;50;36;27;20;42;100;78;-5;52;61;40;23;19;-6;80.0;30;9;-5;1;25;1;31;22;-25;-6;-4;45;28;23;-36;15;15;55;42;42;51;27;-27;-6;8;63;-29;43;34;47;34;11;12;5;-2;4;39;-14;20;14;58;34;7;4;-6;5;-6;-34.0;23;-100.0;20.0;2;15:30:00;1;CRY;CHE
ARS X WAT 2018-03-11;245 (76%);417 (83%);17;22;41%;59%;2;3;2;4;2;0;;;9;4;;;;;;;;;49;58;9;12;4;4;;;;;;;3;5;324;502;;;9;10;5;4;4;7;2;1;;;11;11;1;2;0;2018-03-11;-10;10;7;-25;-59;-41;-23;-11;28;23;14;-2;38;23;12;7;5;1;6;-40;-16;-29;64;41;19;21;19;24;11;6;5;4;8;44;31;13;-46;-27;-16;-6;-65.0;8;51;30;-21;34;-1;-26;-19;-11;-30;-23;-18;-11;-33;-19;3;69;31;15;-40;-17;51;26;20;35;21;2;9;6;3;-25;-18;-10;-5;-2;65;39;86;23;18;10;1;-1;-1;-1;62;38;4.0;46;-4.0;0.0;3;11:30:00;1;WAT;ARS
BOU X TOT 2018-03-11;465 (83%);226 (68%);14;13;63%;37%;1;1;5;1;3;4;;;5;4;3;1;;;;;;;63;59;7;10;2;4;0;1;;;;;3;0;559;331;;;10;7;1;7;8;3;2;7;;;12;14;1;1;4;2018-03-11;-5;31;78;37;18;10;7;-11;-13;-11;-11;-7;-11;-10;-9;-9;-9;-9;-9;-11;-42;-34;-9;-24;-19;-15;-11;-30;35;-76;-51;-29;-14;-10;26;9;1;-5;-7;-11;-15.0;2;-39;40;18;25;10;-6;-5;-8;-10;-21;-16;-19;-61;-10;35;-10;-10;-13;-81;-52;-33;-87;-78;-38;-20;87;-19;38;-23;-4;-3;-1;20;10;5;24;97;15;8;1;3;8;7;10;11;-72;-35.0;57;4.0;-130.0;1;14:00:00;-1;TOT;BOU
STO X MCI 2018-03-12;762 (90%);165 (67%);16;13;78%;22%;2;0;4;0;3;2;;;10;3;1;0;;;;;;;47;49;8;6;1;4;;;;;;;4;2;847;245;;;12;1;8;1;6;0;5;2;;;17;3;0;1;2;2018-03-12;10;-16;-91;-70;-48;-35;-28;-22;-19;-17;-16;1;-15;-13;10;-6;-12;-12;-9;-34;-23;-16;-5;-12;-10;-7;-2;-10;-10;-30;-7;-4;-10;-6;-10;-53;-66;-49;-30;-42;5.0;-27;-19;-14;-11;-7;-8;-8;-100;-68;-44;-30;-27;-42;-46;-88;-11;-83;-100;-66;-35;-13;30;17;9;-7;-2;-12;-9;-12;-13;-18;-27;-67;-45;-73;-49;-34;-14;-22;-19;-69;-47;-64;-40;-11;-4;-4;-2.0;-15;3.0;-25.0;0;18:00:00;-1;MCI;STO
BOU X WBA 2018-03-17;247 (71%);441 (81%);19;18;40%;60%;2;0;3;0;4;8;;;2;3;;;;;;;;;49;51;9;6;3;4;;;;;;;1;1;350;544;;;8;7;1;4;6;5;3;10;;;11;17;2;1;1;2018-03-17;2;-1;-46;-26;-35;-10;66;1;3;28;16;-2;5;6;44;25;7;2;-13;-5;-29;-10;-1;-5;-2;-41;-22;-13;-7;6;-5;6;7;-27;10;31;23;17;14;12;45.0;-1;-5;-8;-15;-8;-39;-19;-7;-44;38;16;16;17;17;11;8;10;9;9;9;9;9;10;5;7;3;-3;3;3;33;20;13;39;24;13;84;51;-1;29;39;24;10;7;2;-2;-3;-4;-9.0;1;29.0;0.0;2;13:00:00;1;WBA;BOU
HUD X CRY 2018-03-17;275 (70%);326 (69%);32;21;46%;54%;2;0;4;0;7;1;;;7;4;;;;;;;;;87;66;12;11;2;3;0;1;;;;;2;1;393;470;;;11;3;5;3;6;2;7;3;;;18;6;2;3;2;2018-03-17;-9;-3;3;5;-8;-6;-7;-8;-14;-9;-7;-13;-5;-4;4;-26;-45;-72;-28;-12;5;-35;-10;-9;-5;-1;2;4;8;9;10;10;10;-48;10;9;-31;-11;-3;4;;4;3;-2;-1;29;-2;-3;-3;9;10;13;5;5;-3;3;-4;-3;-29;-54;-29;-15;33;19;16;12;-73;-29;-36;-16;-5;5;4;-37;-21;44;16;3;-20;-5;-40;31;-5;-4;-36;-26;-15;-13;15.0;-6;-5.0;-85.0;0;13:00:00;-1;CRY;HUD
STO X EVE 2018-03-17;346 (80%);256 (74%);10;21;57%;43%;5;0;7;1;2;3;;;9;1;0;1;;;;;;;51;60;12;13;3;6;;;;;;;4;0;431;344;0;1;13;5;5;2;9;4;3;4;;;16;9;1;1;2;2018-03-17;-7;-16;19;4;5;8;18;70;42;25;16;-8;9;-19;-6;5;4;6;9;38;20;9;-9;3;-17;-14;-16;-16;-13;-21;-13;-13;-13;-3;-11;-4;-1;-3;-6;-5;0.0;-8;-10;-50;-34;33;-24;-10;-1;2;-6;-1;-1;-26;-85;-100;17;-71;-82;-47;-23;-13;-28;-13;35;8;-108;4;-64;-97;-65;-72;-37;-24;-82;-51;-35;-23;-42;33;8;2;4;-3;-89;-54;-38;-64;-39.0;-21;-23.0;-50.0;1;13:00:00;-1;EVE;STO
LIV X WAT 2018-03-17;304 (72%);476 (82%);20;18;42%;58%;1;0;1;3;1;2;;;0;6;0;1;;;;;;;64;53;4;5;5;1;1;0;;;;;3;6;420;581;;;2;10;2;1;1;10;2;3;;;4;13;0;1;0;2018-03-17;2;-4;4;5;6;7;28;21;22;9;-5;2;5;5;26;38;20;9;3;-1;-7;6;-4;6;3;-5;6;2;21;18;11;-42;-22;5;85;45;31;100;57;6;-5.0;8;20;51;30;81;97;57;-35;-32;-18;-16;-9;-2;1;1;52;8;43;24;13;6;7;-3;-3;3;1;34;1;6;4;2;2;1;1;41;99;59;21;36;21;10;-5;5;10;100;79;46;36.0;13;2.0;45.0;5;15:30:00;1;WAT;LIV
BUR X CHE 2018-04-19;514 (84%);288 (74%);30;20;61%;39%;2;0;2;0;6;1;;;2;3;1;0;;;;;;;57;45;11;9;1;4;;;;;;;1;3;609;389;;;12;3;5;2;5;2;5;2;;;16;5;0;1;2;2018-04-19;-10;-11;-13;-11;-46;-32;-23;-18;-46;-34;-24;-4;-18;-50;-26;-19;-10;-10;-8;-9;-15;-34;-1;-25;-15;35;-62;-25;-21;-8;-14;-11;-13;2;-14;-9;-2;3;4;-25;;-13;-7;5;-5;16;-7;-9;-8;-2;20;1;-1;-1;-1;-1;17;2;1;2;-39;-28;-23;69;23;13;-44;-15;-64;-46;-30;62;-44;-2;4;4;23;8;-7;-8;-7;-10;-38;-28;-22;-5;3;3;4.0;-8;1.0;-5.0;1;16:45:00;-1;CHE;BUR
SWA X SOU 2018-05-08;253 (68%);300 (72%);45;36;47%;53%;1;0;2;0;2;3;;;6;7;;;;;;;;;65;71;15;7;3;7;;;;;;;0;2;372;416;;;9;4;3;5;8;3;4;7;;;13;11;1;2;1;2018-05-08;-3;32;-22;4;9;8;7;9;8;10;11;-2;12;-11;-7;5;5;5;4;3;1;1;-1;5;-5;30;-36;-7;24;24;40;32;29;1;14;30;14;5;-22;-13;;-56;-33;60;70;1;46;31;18;6;-41;-25;-15;-35;-21;-11;-11;-53;-33;-50;-26;-12;38;17;10;3;-8;-11;38;16;7;-62;-75;-49;-70;-43;-23;-14;-2;-41;-25;-18;-47;-25;-4;3;33;25;12.0;46;37.0;-40.0;0;16:45:00;-1;SOU;SWA
LEI X ARS 2018-05-09;386 (81%);241 (78%);12;14;60%;40%;2;2;3;4;3;3;;;6;6;0;2;;;;;;;50;52;12;7;7;6;1;0;;;;;1;6;477;310;1;0;12;9;4;6;7;10;2;10;;;14;19;2;2;1;2018-05-09;-10;-31;-24;-20;-14;106;91;66;82;100;56;-30;29;75;42;26;20;13;4;1;1;1;-63;31;25;37;14;-13;-4;-83;-20;-11;-5;-42;21;55;20;24;9;-6;60.0;-74;-45;-31;-8;-30;-9;44;28;59;-49;-41;-50;-33;27;15;-17;20;13;2;-6;-1;3;3;-24;-10;-4;-13;-5;-7;-6;-7;-8;-8;77;39;16;3;-61;-62;-85;-54;-36;-25;-15;-10;-12;-8;-5.0;-42;-9.0;75.0;3;16:45:00;1;ARS;LEI
MCI X BHA 2018-05-09;240 (80%);784 (92%);10;21;27%;73%;1;0;2;1;0;4;;;3;4;0;2;;;;;;;33;58;7;5;4;2;0;1;;;;;2;1;301;854;;;4;12;3;8;3;7;2;7;;;6;19;1;0;1;2018-05-09;5;49;-44;-1;12;41;33;25;93;58;36;7;24;-47;-57;-32;-17;-8;28;25;47;30;10;40;24;16;9;48;100;68;23;22;9;12;-1;-4;6;7;10;12;;13;53;37;27;13;16;13;7;7;7;13;81;41;18;-62;14;-37;29;4;6;17;59;41;33;3;-13;14;-2;8;10;80;83;48;47;27;10;3;14;1;-6;40;-26;5;5;8;6;15;13.0;14;37.0;5.0;3;17:00:00;1;BHA;MCI
TOT X NEW 2018-05-09;211 (66%);459 (83%);24;18;38%;62%;0;1;0;1;2;1;;;4;6;;;;;;;;;62;49;8;10;6;3;1;0;;;;;1;4;319;551;;;10;8;9;3;3;7;4;3;;;14;11;3;2;0;2018-05-09;4;7;51;27;12;-35;-36;-25;23;2;9;5;8;6;8;-14;7;56;31;-26;-3;-37;7;-64;-32;-12;71;45;35;31;20;8;6;7;45;6;9;-35;-16;6;0.0;-6;-2;-42;-28;8;-20;72;33;10;26;100;61;34;18;-44;23;-9;-25;-39;-17;46;29;26;19;27;9;11;3;-2;-26;-15;-7;-7;-2;2;2;-4;5;2;7;5;5;2;-6;-8;-46;-29;-20.0;7;43.0;10.0;1;17:00:00;1;NEW;TOT
WES X MUN 2018-05-10;519 (86%);395 (83%);18;9;56%;44%;;;;;3;1;;;6;1;;;;;;;;;63;49;12;12;2;6;1;0;;;;;2;1;601;476;;;7;5;7;6;6;2;9;4;;;16;9;1;1;0;2018-05-10;-4;7;-6;13;7;-6;5;12;-7;34;16;-5;11;-63;-33;-41;-24;-94;-55;-61;-31;25;4;14;41;29;9;6;5;-58;-26;-3;-7;-6;-9;-5;-12;-12;-13;-13;0.0;-45;-31;-48;-76;-3;-42;-14;-5;-2;5;6;-37;-18;-9;-4;7;-1;-6;-7;-39;-31;-26;-64;-41;-16;-8;50;-3;-55;-33;-18;-9;-3;4;-4;-3;-5;27;22;7;1;-4;32;16;4;-6;-2;3.0;13;8.0;30.0;0;16:45:00;0;MUN;WES
CRY X LIV 2018-03-31;550 (83%);195 (63%);17;17;68%;32%;0;3;2;4;6;0;;;6;4;0;1;;;;;;;49;63;8;6;2;4;;;;;;;1;1;660;312;;;11;4;4;3;6;3;5;2;;;16;6;2;2;2;2018-03-31;4;30;20;-36;70;23;11;-44;-24;-24;-19;10;-16;-12;-12;-7;-4;-8;-10;-11;-12;-53;1;-62;-40;-25;-21;-16;-29;-24;-26;-23;-49;-5;-33;-26;-61;-43;-65;-45;-50.0;4;-8;-10;-14;-11;-96;-86;-59;-63;-40;-21;-19;-9;-2;31;-11;54;30;14;60;30;12;4;-4;-7;-6;-11;-5;-5;-5;-5;-10;-2;3;-3;-3;-4;-10;-5;-6;13;-48;-27;-100;-44;-30;-17;-4.0;61;38.0;;1;09:30:00;-1;LIV;CRY
BHA X LEI 2018-03-31;340 (76%);273 (73%);21;15;54%;46%;0;3;1;3;0;5;;;1;6;2;0;;;;;;;53;51;13;11;3;2;;;;;;;1;6;448;374;1;0;5;9;2;7;4;3;1;6;;;6;15;6;2;2;2018-03-31;-4;3;7;2;12;10;13;10;8;1;-2;6;-2;5;-36;-26;-22;-3;10;10;11;18;7;10;12;2;-5;-7;21;11;10;-8;-7;9;-13;-12;-11;-3;3;3;-5.0;3;3;64;39;9;55;31;21;16;15;42;53;29;15;6;9;9;1;-7;-9;7;-3;-5;-11;-11;-7;39;31;11;2;-5;-11;-31;-20;-14;38;15;16;8;2;-48;-37;-100;-67;-42;-3;4;11.0;2;95.0;10.0;0;12:00:00;-1;LEI;BHA
MUN X SWA 2018-03-31;290 (79%);675 (90%);4;11;34%;66%;0;3;0;3;1;2;;;3;3;;;;;;;;;30;51;13;5;3;2;;;;;;;1;5;366;746;;;3;8;0;4;2;5;0;3;;;3;11;;;0;2018-03-31;13;12;52;68;47;18;18;39;22;14;10;11;17;88;57;39;29;22;32;21;15;11;10;14;38;35;23;17;12;8;7;7;10;9;13;19;16;14;9;6;5.0;17;15;9;11;84;12;12;12;14;15;15;50;31;49;30;54;-64;-70;-37;-24;-13;-27;-12;-6;-12;-11;37;-8;-8;-14;-16;-13;-1;2;1;2;3;28;42;31;13;2;8;8;10;13;9;8.0;21;7.0;5.0;2;12:00:00;1;SWA;MUN
NEW X HUD 2018-03-31;222 (65%);467 (80%);17;18;37%;63%;2;3;2;4;2;6;;;3;3;;;;;;;;;55;48;10;9;2;0;;;;;;;1;3;339;582;;;1;10;2;9;0;3;3;8;;;4;18;4;1;0;2018-03-31;9;8;11;13;14;25;52;34;93;57;35;10;40;30;19;13;14;-19;40;17;13;38;6;30;16;11;42;24;15;5;-4;-6;-2;-36;3;2;4;4;4;1;0.0;14;27;15;9;-17;10;9;8;10;10;10;15;8;3;-26;-4;-8;12;9;16;17;-20;-11;36;16;10;7;33;21;10;7;5;6;14;13;13;12;6;17;89;58;31;15;5;5;30;17;30.0;12;12.0;-15.0;1;12:00:00;1;HUD;NEW
WAT X BOU 2018-03-31;338 (79%);322 (76%);21;15;51%;49%;1;0;3;0;3;7;;;4;7;;;;;;;;;62;48;6;16;3;4;1;0;;;;;4;3;426;424;;;7;5;4;4;6;5;6;11;;;13;16;0;4;2;2018-03-31;1;-23;-13;-7;27;100;72;54;33;-30;31;1;7;-33;-18;-10;29;-32;-11;-3;27;18;1;8;34;25;18;10;11;4;-3;-3;-26;-32;20;-7;-3;-100;-74;9;0.0;5;3;1;51;-21;100;62;62;31;20;1;0;-11;-6;20;-19;9;-8;-8;-47;-36;-27;-18;-12;-6;-5;-18;3;3;-18;-12;-10;-4;-6;-15;-51;-47;-54;-20;-8;-1;16;25;8;4;7;3;-1.0;-36;-1.0;-80.0;2;12:00:00;0;BOU;WAT
WBA X BUR 2018-03-31;369 (80%);300 (72%);25;29;53%;47%;0;1;1;1;1;2;;;6;1;;;;;;;;;52;65;9;12;2;2;;;;;;;2;2;461;414;;;6;7;6;3;4;3;5;1;;;11;8;3;1;2;2018-03-31;-10;30;14;1;2;8;-4;-4;-10;-10;-10;-6;-9;-9;-8;-88;-58;-41;-31;-64;-41;-28;-4;-21;-16;-35;-45;-56;-79;-53;-30;-7;-1;-23;3;4;-29;-15;-2;7;70.0;-6;-2;-2;-2;-14;4;5;2;-6;-3;4;4;6;18;26;-8;16;10;6;-25;21;-8;-25;-14;-6;-34;-5;-24;-12;-6;11;-69;-30;-15;-7;-2;5;-4;-33;-15;-6;-1;3;85;50;53;31;22.0;-1;-21.0;5.0;1;12:00:00;-1;BUR;WBA
WES X SOU 2018-03-31;293 (73%);261 (70%);16;20;52%;48%;0;2;0;3;4;3;;;9;5;0;2;;;;;;;54;64;16;9;2;0;0;1;;;;;0;1;404;374;;;6;8;5;4;0;5;3;4;;;9;12;3;0;0;2018-03-31;4;17;31;14;-26;80;40;53;32;100;71;5;42;22;23;11;30;17;8;8;33;26;6;-22;-4;8;-5;7;9;12;32;25;11;31;8;1;-4;-1;6;6;80.0;2;-1;-1;-1;22;-22;-20;-53;-33;-21;-2;4;7;8;-26;16;-37;-53;-7;-62;-38;-23;-19;19;5;-5;8;-4;-11;-15;-36;-23;-15;-10;38;18;9;9;-34;-20;-18;-14;-42;-18;-7;-25;-15;-7.0;27;-1.0;-5.0;3;12:00:00;1;SOU;WES
EVE X MCI 2018-03-31;905 (93%);133 (66%);12;12;82%;18%;0;2;2;2;6;0;;;11;2;;;;;;;;;37;36;8;10;1;1;;;;;;;3;2;976;202;;;10;4;8;4;4;2;8;2;;;18;6;;;3;2018-03-31;15;-15;-5;28;-18;-42;-27;-23;-23;-89;-61;-9;-13;-43;-70;-47;-32;-27;-24;-15;-47;-28;-4;-20;-15;-13;-24;-43;-34;-24;-23;-50;-70;-29;-89;-56;-36;-31;-23;-8;0.0;-11;-14;-16;-17;-100;-17;-17;13;-8;-30;-28;-47;-54;-82;-53;-66;-41;-28;-20;30;46;12;27;53;23;5;-45;-7;-13;-46;-33;-25;-45;-37;-25;-20;-17;-34;-19;-16;-15;-14;-9;34;-27;-10;-36;-27.0;-35;-20.0;10.0;1;14:30:00;-1;MCI;EVE
