game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Big chances missed_away;Big chances missed_home;Big chances_away;Big chances_home;Blocked shots_away;Blocked shots_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
CRY X CHE 2016-12-17;322 (77%);370 (78%);17;21;47%;53%;;;;;4;0;3;5;;;65;51;15;12;2;5;1;0;2;1;418;476;;;8;3;3;4;6;2;5;3;13;6;3;2;1;2016-12-17;-1;4;14;7;9;5;3;1;1;-5;-1;-1;-20;26;19;13;29;36;17;7;6;4;-1.0;-4;-4;-9;-8;-8;-3.0;-5;-6;-31;37;-1;10;37;22;16;7;-75;0.0;-48;-27;36;16;-1;34;-36;-9;-3;5;6;31;24;19;16;-5;15;16;13;37;14;6;-3;-3;-30;-24;7;-7;-37;34;-52;-21;-49;-22;-11;-1;2;3;4;-39;-24;-18;-74;-42;-25;-13;7.0;5.0;3;2.0;35.0;0;10:30:00;-1;CHE;CRY
MID X SWA 2016-12-17;420 (80%);306 (75%);19;26;57%;43%;;;;;6;1;8;3;0;1;55;60;11;10;1;2;;;3;0;523;409;;;6;5;6;5;2;4;8;5;14;10;0;1;0;2016-12-17;10;2;4;6;7;-7;-5;-6;-13;-6;82;-6;47;24;38;28;46;32;25;32;17;81;-6.0;46;26;20;9;-8;-7.0;-7;-2;3;-18;-29;-27;-17;-12;-9;-6;-9;-5.0;-3;-28;-19;-14;-23;-10;35;28;19;9;3;-2;-4;-5;73;-19;37;18;-24;-11;-17;-50;-40;-30;-36;-24;-15;-45;-29;-45;-26;-10;5;5;10;1;1;-13;-5;11;-10;-8;-10;-31;-49;-21;-10.0;-36.0;-4;-26.0;-40.0;3;13:00:00;1;SWA;MID
STO X LEI 2016-12-17;227 (73%);490 (86%);15;18;36%;64%;;;;;3;5;9;9;;;45;45;12;9;5;6;0;1;0;3;311;573;1;0;9;7;3;4;8;7;5;9;14;16;6;2;2;2016-12-17;10;-12;-6;-30;-13;-41;27;-1;12;6;6;40;1;-6;5;5;7;4;-15;-47;-100;-79;28.0;-72;-35;-11;7;31;26.0;39;27;14;45;20;65;41;30;-35;21;-6;85.0;26;13;8;9;15;11;39;28;22;37;61;33;-31;63;28;12;14;3;4;-46;-32;-3;1;1;-5;-21;43;-15;-10;6;56;30;-70;-24;-9;11;-1;23;10;5;-6;-7;-4;-3;-2;5;6.0;-80.0;-37;;40.0;2;13:00:00;0;LEI;STO
SUN X WAT 2016-12-17;264 (73%);187 (68%);18;29;58%;42%;;;;;2;6;11;4;;;49;61;9;10;1;4;;;2;2;364;275;;;6;9;4;3;4;2;4;2;10;11;2;1;0;2016-12-17;5;15;9;3;-5;-30;-27;-20;-30;33;14;6;14;13;17;6;-20;-12;-10;-44;-29;-18;-23.0;-57;-56;-27;-15;-5;3.0;-5;-14;-12;-11;-5;7;1;8;7;6;5;10.0;103;55;28;11;7;2;66;66;41;26;42;20;5;-5;-33;8;-59;-33;-17;-8;12;43;51;11;2;-4;11;-8;-5;6;-15;-44;-29;-20;-10;-8;-5;15;-5;-36;-24;-20;-37;-22;-76;-42;-21.0;-48.0;9;-25.0;-50.0;1;13:00:00;1;WAT;SUN
WES X HUL 2016-12-17;219 (68%);344 (82%);21;22;44%;56%;;;;;3;9;6;10;1;0;56;46;9;13;4;4;2;1;9;1;322;419;;;11;10;8;4;5;6;5;9;16;19;4;2;0;2016-12-17;10;5;5;-3;1;1;45;22;43;33;41;8;1;1;-21;28;-8;-69;-32;-15;-11;-11;2.0;-5;-2;-5;7;3;43.0;21;17;-26;-44;-8;-6;29;8;-7;-3;-29;-60.0;5;2;10;11;-6;11;6;12;10;4;6;7;-7;-2;-2;-9;-48;-29;-12;10;26;38;27;-51;-16;-7;7;42;18;-28;-13;-8;-8;-10;75;41;24;6;-14;-4;-10;24;18;10;45;45;-42.0;-17.0;6;-12.0;-15.0;1;13:00:00;1;HUL;WES
WBA X MUN 2016-12-17;474 (83%);305 (76%);17;22;58%;42%;;;;;1;3;3;2;;;45;56;13;9;1;3;1;0;2;3;574;401;;;5;5;4;6;5;1;5;5;10;10;3;3;2;2016-12-17;6;-17;-6;23;13;16;12;-11;-8;-11;-12;8;-5;-6;-7;-1;-43;-23;-16;-12;-5;7;10.0;41;51;27;18;3;-7.0;-18;-5;-8;25;7;16;15;13;38;16;5;-55.0;-4;-6;-10;-12;31;-16;-8;-9;-9;-29;-13;-4;-100;-73;-13;-88;-14;-15;-1;2;2;2;3;4;4;12;-48;-36;-12;35;17;11;6;4;1;1;1;-21;1;-25;-18;-9;-3;2;3;3;9.0;7.0;-29;;-25.0;0;15:30:00;-1;MUN;WBA
BOU X SOU 2016-12-18;424 (82%);368 (81%);18;18;54%;46%;;;;;2;3;4;7;;;59;63;12;6;4;4;;;2;0;519;454;;;7;8;4;2;8;5;7;2;14;10;3;0;3;2016-12-18;-10;20;19;-4;-4;37;-72;-34;-19;-55;-18;-4;-4;-1;1;8;8;14;-25;-9;-11;10;2.0;-2;-15;-1;-7;-12;7.0;2;48;36;29;22;10;-7;-10;-13;-15;-15;;-10;-49;-33;-98;-22;-17;-14;-5;-25;33;12;1;-7;-1;-42;6;-25;-14;-7;-4;1;-5;-22;-13;-12;-62;100;-36;-20;-11;-6;1;32;22;20;20;16;67;6;-26;20;21;6;-61;-72;-45;-24.0;25.0;36;-21.0;-25.0;1;11:30:00;-1;SOU;BOU
MCI X ARS 2016-12-18;288 (74%);502 (85%);13;20;40%;60%;;;;;0;2;1;8;;;48;60;13;9;3;0;0;1;1;4;388;594;;;3;9;5;7;1;5;3;5;6;14;2;4;1;2016-12-18;-10;19;13;17;36;21;11;1;3;4;6;-4;7;8;8;33;24;14;13;14;13;59;7.0;47;34;20;6;-3;-28.0;-42;-27;-48;-36;3;-43;-17;-9;26;14;30;50.0;42;31;99;60;-75;42;23;10;2;-18;-7;-2;2;2;4;-37;14;10;7;91;59;55;33;30;36;26;35;14;73;48;100;68;50;25;19;5;28;16;20;-36;-19;-16;-52;-12;-10;-13;-9.0;3.0;14;-3.0;10.0;2;14:00:00;1;ARS;MCI
TOT X BUR 2016-12-18;202 (62%);401 (83%);19;24;40%;60%;;;;;2;9;2;11;0;2;54;65;11;10;7;1;0;1;2;0;325;482;;;4;13;1;12;2;9;1;17;5;30;2;1;1;2016-12-18;-6;16;9;45;29;50;52;23;69;37;16;-8;9;7;-69;-43;-27;-19;-13;4;79;72;20.0;43;26;15;29;20;-20.0;28;11;11;12;7;15;13;38;27;60;-26;25.0;-15;20;10;7;10;23;20;12;9;52;31;20;13;9;4;9;4;4;24;21;34;22;54;26;-15;5;4;41;16;84;51;29;13;-32;24;5;8;4;40;36;25;45;27;10;-14;-17;-5.0;108.0;8;52.0;5.0;2;14:00:00;1;BUR;TOT
EVE X LIV 2016-12-19;500 (82%);180 (63%);19;31;68%;32%;;;;;2;2;6;1;;;57;61;9;13;1;2;1;0;1;1;607;285;;;9;3;5;3;4;1;2;3;11;6;1;3;1;2016-12-19;-10;-2;2;-2;3;-8;-7;-9;-9;-2;4;-7;4;6;7;7;42;19;10;-29;-22;-19;-6.0;-14;-11;-9;-34;-27;-28.0;-23;-45;-33;-17;-5;-13;-11;-8;-13;62;25;;8;-7;-6;-14;-4;-33;-25;-75;-50;-30;29;6;12;3;-5;-3;-7;-13;-12;-11;-10;-10;-9;-9;-14;-8;-3;-14;-7;-3;-8;-11;-18;14;-7;-43;-37;-3;-27;-48;-74;-46;-32;-24;-22;-15;-14.0;-18.0;-7;-36.0;-170.0;0;18:00:00;-1;LIV;EVE
WAT X CRY 2016-12-26;174 (60%);235 (66%);28;20;44%;56%;;;;;1;2;3;7;;;73;56;17;18;2;3;;;1;0;292;355;;;5;3;5;4;4;3;5;6;10;9;4;2;1;2016-12-26;4;7;-1;-26;-13;-8;-10;-10;21;-40;-21;-59;-11;27;14;15;14;18;-105;-60;-40;-27;-28.0;-43;-14;-4;4;4;13.0;14;-38;-15;-7;-19;-2;-5;4;10;10;8;5.0;4;5;7;7;-13;-6;-6;-34;-30;-27;-11;-1;36;31;48;-8;32;27;10;37;42;27;18;19;12;13;-21;40;52;100;55;1;5;-1;25;15;34;-27;22;16;5;55;34;22;16;12;6.0;11.0;-10;9.0;35.0;1;10:30:00;0;CRY;WAT
ARS X WBA 2016-12-26;171 (70%);731 (90%);15;18;25%;75%;;;;;1;7;5;6;;;52;51;7;12;10;1;0;1;4;0;246;813;;;3;17;1;8;1;11;0;9;3;26;1;3;0;2016-12-26;10;33;29;41;33;24;17;42;22;20;63;10;39;72;44;27;-40;-9;-2;7;7;16;11.0;14;17;34;-41;69;29.0;28;21;22;14;11;15;15;25;23;12;4;-5.0;6;2;8;12;11;9;12;39;30;100;65;100;87;95;53;11;75;37;23;27;19;6;7;7;6;6;11;-56;-26;-41;-20;-8;5;6;14;12;11;15;35;30;21;46;31;36;22;84;49.0;30.0;48;23.0;140.0;1;13:00:00;1;WBA;ARS
BUR X MID 2016-12-26;275 (69%);190 (59%);24;25;55%;45%;;;;;2;0;3;7;;;61;55;18;17;3;2;;;4;3;396;321;;;4;2;4;2;2;4;4;4;8;6;5;6;0;2016-12-26;-10;9;5;-1;-29;-9;-3;-4;-4;1;1;-15;1;2;2;27;18;77;42;30;-26;-3;-11.0;-5;47;26;19;9;9.0;-2;-2;3;3;-13;3;24;22;-27;-10;-12;0.0;-1;-6;-9;-11;-10;-2;5;4;10;9;-23;-13;-11;-10;22;-12;-32;-8;4;-12;-40;-25;-63;-76;-47;-34;45;-71;-34;54;17;1;-5;-4;-6;-8;-9;16;-10;48;68;68;44;57;26;8;-5.0;-5.0;9;-5.0;0.0;1;13:00:00;1;MID;BUR
CHE X BOU 2016-12-26;509 (86%);400 (84%);10;7;56%;44%;;;;;3;3;5;5;0;1;42;59;14;13;2;3;;;1;1;591;474;;;5;9;1;7;3;4;2;6;7;14;1;1;0;2016-12-26;10;10;8;-25;-9;8;49;26;20;15;11;8;-4;2;3;34;39;97;56;31;-22;-7;6.0;-53;-30;-16;-31;19;2.0;-7;29;-37;-14;-7;-11;-9;-11;-7;-7;-4;-5.0;2;7;5;4;-8;74;41;21;34;22;1;-2;4;6;21;-9;31;22;15;12;36;16;29;18;7;-9;-4;27;8;-24;-14;-51;-3;9;9;-22;-2;21;4;3;4;7;6;24;10;2;1.0;-4.0;13;-4.0;35.0;3;13:00:00;1;BOU;CHE
LEI X EVE 2016-12-26;407 (74%);266 (68%);32;21;58%;42%;;;;;0;2;4;3;;;66;57;7;14;2;1;;;3;3;549;393;;;5;1;5;3;3;2;3;6;8;7;0;3;2;2016-12-26;-10;5;5;36;14;1;4;27;14;7;3;-8;-2;-3;-3;17;4;-9;4;4;3;-5;-8.0;-10;-16;-20;-19;-17;-16.0;-4;-6;-8;-4;-12;-8;-12;-12;-12;-72;-6;-30.0;-2;1;1;1;-10;36;49;-77;-30;-19;-36;-25;-11;-13;-9;-8;-6;4;24;17;9;9;7;49;31;11;-7;-7;-7;-7;6;1;1;1;1;-20;-15;-11;-9;-6;-4;-21;-12;-12;-7;-75;-48.0;-29.0;-4;-22.0;-110.0;0;13:00:00;-1;EVE;LEI
MUN X SUN 2016-12-26;276 (76%);537 (88%);4;5;38%;62%;;;;;3;6;5;5;1;0;27;32;9;6;6;3;0;1;2;4;365;607;;;4;13;2;11;4;9;5;13;9;26;2;1;1;2016-12-26;5;35;18;11;7;-20;-5;5;8;37;20;7;11;-11;-43;-23;-8;6;12;36;44;46;9.0;27;-65;-61;-45;-41;-62.0;-34;38;30;24;10;68;45;88;55;37;5;85.0;12;51;29;45;11;48;64;61;37;26;15;8;4;3;3;51;3;13;12;12;41;29;1;-6;5;10;31;-4;17;-12;-22;-11;-8;-8;-6;-7;5;25;-1;-1;40;58;39;22;13;49;61.0;93.0;47;3.0;-25.0;3;13:00:00;1;SUN;MUN
SWA X WES 2016-12-26;318 (78%);427 (83%);31;16;44%;56%;;;;;3;1;4;8;;;69;50;12;10;6;3;;;1;2;408;515;;;11;10;4;6;7;7;3;4;14;14;;;4;2016-12-26;-10;3;30;14;11;-72;-32;-15;-10;-8;5;-7;-10;-24;-39;-57;-27;-9;-7;4;6;11;-6.0;9;4;1;3;4;5.0;6;32;21;15;-5;29;17;8;65;20;17;30.0;-42;-23;-17;-9;-1;-63;-77;-49;-32;36;19;60;32;10;7;2;72;58;38;-47;-10;24;3;-3;35;19;28;14;97;57;30;16;7;-4;3;-1;-101;15;-100;-54;-33;-20;40;23;52;32;20.0;80.0;8;2.0;-80.0;1;13:00:00;-1;WES;SWA
HUL X MCI 2016-12-26;590 (86%);228 (71%);15;14;68%;32%;;;;;4;2;7;4;;;45;46;14;11;2;4;1;0;1;2;683;320;;;9;6;6;5;6;3;8;4;16;10;0;1;3;2016-12-26;-10;-41;-24;-8;6;5;10;1;21;13;3;-6;-5;-45;40;47;21;5;-8;-11;-27;-16;-10.0;-35;-27;-23;-20;-24;-19.0;-18;-57;-35;-52;-13;-53;-53;-56;-35;-16;-9;0.0;-2;4;32;9;-15;6;49;52;31;22;16;4;-8;-35;-27;-16;29;11;-7;2;1;-2;65;68;11;7;-77;3;-4;-6;-100;-71;-43;-41;-15;-60;-75;-51;-44;-24;-20;-18;-43;-36;-26;-21;-17.0;-12.0;-35;-7.0;40.0;0;15:15:00;-1;MCI;HUL
LIV X STO 2016-12-27;256 (73%);515 (82%);32;13;37%;63%;;;;;2;8;2;8;;;74;54;6;9;2;1;;;2;0;352;625;;;4;12;2;6;2;6;2;9;6;20;1;0;1;2016-12-27;10;42;28;6;-91;-55;-27;-35;-9;2;8;11;-19;-5;7;8;37;78;51;50;24;13;11.0;-3;2;5;12;11;11.0;90;62;41;100;17;65;38;28;28;12;82;25.0;1;1;3;4;18;29;19;18;13;5;-1;-21;-12;22;14;14;14;51;56;29;19;11;4;6;5;3;61;-4;-4;77;44;27;37;19;6;5;-29;39;-9;8;8;12;7;1;-8;-10;25.0;13.0;66;3.0;25.0;4;15:15:00;1;STO;LIV
SOU X TOT 2016-12-28;521 (84%);221 (69%);10;14;66%;34%;;;;;5;4;10;2;;;54;62;16;7;1;1;1;0;0;2;622;319;0;1;10;5;7;3;5;2;7;4;17;9;4;1;4;2016-12-28;10;8;3;2;-27;-18;-10;-1;4;42;-42;15;-45;-28;-12;-6;1;3;-6;-7;-10;-11;88.0;-32;-24;-40;-19;24;10.0;-24;-8;-10;-48;51;-35;-56;-59;-65;-42;-8;-5.0;-12;-5;-2;-2;29;-2;-7;-65;-80;-14;-5;8;-20;-9;-37;12;-47;-23;-17;11;-5;-5;-3;-6;-34;-25;-29;-19;-16;-76;-45;-33;-51;-47;-25;-17;-11;-20;-6;-5;-5;43;21;10;-79;-45;-100.0;-67.0;29;-43.0;0.0;1;17:45:00;-1;TOT;SOU
HUL X EVE 2016-12-30;425 (81%);289 (71%);19;23;57%;43%;;;;;6;4;5;5;;;65;67;13;10;2;6;3;1;0;4;525;405;;;13;8;7;5;7;4;8;5;20;13;2;2;2;2016-12-30;-10;23;17;-23;-13;-50;-100;-61;-33;-18;-11;-2;-3;-4;-10;-5;-22;-17;-11;-32;-48;-30;4.0;45;10;2;8;-25;21.0;-8;18;6;8;27;1;-3;-4;-44;-23;-50;;-80;-46;-23;-12;24;-4;-70;-81;-83;-49;-29;-7;1;-25;51;16;23;19;27;9;-4;-4;112;59;37;19;100;13;22;9;7;6;5;13;-39;-22;-22;70;-33;-25;-16;-6;-5;-74;-41;-19;-7.0;30.0;43;19.0;-35.0;2;18:00:00;0;EVE;HUL
BUR X SUN 2016-12-31;314 (75%);233 (68%);18;11;55%;45%;;;;;3;2;2;6;;;53;47;9;10;2;2;;;2;3;418;344;;;5;11;5;8;3;6;6;5;11;16;1;1;1;2016-12-31;-10;-5;6;11;11;11;12;41;27;14;33;-9;49;28;18;13;2;2;2;8;11;5;-39.0;-2;-2;73;46;31;52.0;29;10;10;40;-23;18;8;3;9;1;4;-5.0;4;6;7;-32;-18;-18;-13;78;38;93;58;87;52;37;51;-11;25;4;-32;-18;-14;-9;-1;75;43;24;25;38;-31;-45;-61;-40;-9;-6;2;40;16;8;6;26;33;14;-43;-25;19;-6;-9.0;-39.0;6;-7.0;30.0;4;13:00:00;1;SUN;BUR
CHE X STO 2016-12-31;242 (75%);401 (85%);22;11;41%;59%;;;;;0;3;3;8;0;1;54;43;10;12;3;0;;;2;2;322;473;;;4;10;3;8;2;7;1;8;5;18;2;3;2;2016-12-31;-4;3;3;-29;-16;-8;-3;2;3;64;29;-5;-30;28;38;60;39;32;-38;-66;-36;-15;-6.0;-10;-3;1;-1;25;88.0;92;55;33;28;-7;36;18;16;9;5;1;0.0;4;-32;-54;-3;-12;9;7;10;62;42;31;21;21;12;85;-2;48;32;22;16;38;-72;79;33;23;45;41;37;16;4;1;-1;-1;-21;38;21;15;24;17;15;4;5;26;53;75;53;34.0;22.0;17;4.0;50.0;4;13:00:00;1;STO;CHE
LEI X WES 2016-12-31;368 (77%);205 (66%);40;19;61%;39%;;;;;9;2;7;7;;;68;51;8;11;4;5;1;1;2;3;481;311;;;11;9;10;6;5;4;13;3;24;12;3;5;0;2016-12-31;-10;-10;-6;-33;-18;-33;-16;-1;4;12;27;6;42;100;55;28;11;1;-74;-45;-28;-18;71.0;-7;-4;-4;2;-10;-5.0;-32;-22;-12;-11;54;-25;-72;-41;-23;-37;-18;80.0;-2;-30;-22;-22;36;-21;-17;-7;-8;-8;-11;-33;-57;-41;-43;26;-25;-7;-1;1;-4;-4;-26;-19;-15;-57;14;-37;-29;-20;-5;-4;-50;-32;-22;-22;-26;45;-15;-17;-13;-10;-4;-1;1;-35;21.0;1.0;1;1.0;85.0;1;13:00:00;1;WES;LEI
MUN X MID 2016-12-31;241 (73%);532 (87%);10;21;35%;65%;;;;;3;8;2;12;1;0;48;63;14;9;10;1;0;2;0;5;332;610;;;3;24;4;12;2;12;6;8;9;32;1;1;1;2016-12-31;10;18;14;4;29;19;23;98;62;28;-27;11;6;25;15;14;15;35;25;16;25;20;57.0;55;37;27;40;29;24.0;30;43;51;77;4;36;21;11;2;-4;63;-30.0;5;7;8;29;-23;22;17;7;96;87;23;15;11;-3;7;-40;5;29;19;13;9;7;44;-39;-47;45;77;39;20;59;71;51;41;29;59;38;27;31;20;17;48;69;77;46;100;100;98.0;57.0;17;-39.0;10.0;2;13:00:00;1;MID;MUN
SOU X WBA 2016-12-31;175 (63%);475 (83%);16;24;33%;67%;;;;;1;2;3;8;;;57;73;17;13;0;1;0;1;1;1;278;572;0;1;3;5;3;7;3;1;4;5;7;10;3;3;2;2016-12-31;8;22;43;34;23;37;24;45;23;19;15;17;19;17;18;18;18;22;46;30;26;18;14.0;12;13;-20;-6;-8;-7.0;-2;8;7;5;18;4;1;98;-77;-9;2;0.0;27;18;13;9;16;7;-68;-11;-5;13;7;16;4;-25;-19;-40;-11;-5;-41;-21;-11;-10;13;-23;-2;8;-14;4;2;24;15;-14;-1;2;22;14;11;-3;8;6;4;59;41;26;16;31;16.0;10.0;-1;-14.0;20.0;1;13:00:00;-1;WBA;SOU
SWA X BOU 2016-12-31;483 (85%);370 (82%);17;19;55%;45%;;;;;0;4;3;4;3;0;57;49;9;14;5;4;;;2;1;571;451;;;6;7;5;5;6;5;5;7;11;14;0;2;3;2016-12-31;-9;-7;-8;-28;-19;-14;-31;-19;-10;-7;-10;-8;-65;-34;33;12;8;-30;-56;-72;-48;-34;-7.0;-24;-14;-8;-8;-7;-7.0;-17;-10;-6;-3;-7;-42;-24;-39;-24;25;-1;-80.0;7;3;-1;-1;-7;-1;-2;20;4;2;15;8;-35;-22;-17;8;-10;-10;-2;-40;-22;-12;-6;-2;32;65;-4;59;23;2;-7;-12;-13;61;27;12;6;-4;7;9;9;10;20;16;38;32;23.0;8.0;-6;9.0;20.0;0;13:00:00;-1;BOU;SWA
LIV X MCI 2016-12-31;461 (80%);306 (70%);28;20;57%;43%;;;;;3;1;6;4;;;79;58;12;12;0;2;;;2;2;575;437;;;2;2;4;3;2;1;7;3;9;5;1;2;0;2016-12-31;-6;38;24;14;-31;-25;-21;-20;-9;30;15;-9;9;-11;-1;-2;4;1;32;20;17;11;-5.0;32;17;5;2;1;1.0;1;1;1;-8;7;-11;-13;-15;-14;-29;-13;-5.0;-4;39;29;20;4;16;12;7;7;-37;-22;-40;-32;-51;-30;5;-45;-27;-59;-36;-24;-21;-15;-9;-3;-4;5;2;22;-24;-10;-9;-10;-11;-29;-35;-19;-4;-30;-16;-6;8;30;21;20;14;11.0;7.0;72;3.0;25.0;1;15:30:00;1;MCI;LIV
WAT X TOT 2017-01-01;480 (83%);190 (65%);14;13;67%;33%;;;;;2;3;3;0;;;52;42;6;11;1;2;1;0;3;5;578;293;;;11;4;11;1;6;2;8;2;19;6;0;3;4;2017-01-01;2;-40;-27;-17;-93;-56;-57;-40;-22;-5;-7;2;-1;-3;-6;-7;-32;-23;-52;-35;-100;-77;-10.0;-55;-39;-28;-10;-86;-51.0;-20;-12;-8;4;-2;-36;-21;-88;-53;-33;-20;;-15;-3;-76;-44;3;-30;-21;-32;21;-5;-5;-25;-57;-32;-21;-6;-10;-8;-5;-7;-12;-11;-15;-12;-5;-6;-43;-7;-7;-7;-4;-2;1;1;-25;-19;-22;-31;-48;-34;-23;-24;-18;-27;-23;-21;-24.0;-26.0;-21;-17.0;75.0;1;11:30:00;-1;TOT;WAT
ARS X CRY 2017-01-01;258 (74%);541 (85%);23;15;36%;64%;;;;;1;10;4;8;0;2;59;57;7;9;5;4;;;3;2;351;637;;;4;14;2;5;4;7;3;8;7;22;1;1;0;2017-01-01;-1;2;22;42;35;26;20;17;55;100;76;-5;51;30;14;7;-31;-22;-16;33;15;13;4.0;5;-13;-3;5;-1;25.0;20;-41;-11;-6;39;-5;-2;1;6;4;3;40.0;86;26;16;71;29;53;61;48;33;20;16;16;94;60;32;24;-28;-64;-83;-48;-67;-56;-28;-37;-20;-2;26;7;30;37;20;10;5;1;1;1;-5;17;8;9;12;4;9;10;11;12;38.0;33.0;2;3.0;65.0;2;14:00:00;1;CRY;ARS
MID X LEI 2017-01-02;219 (66%);431 (81%);32;25;38%;62%;;;;;2;3;2;2;;;68;66;9;10;1;4;;;;;331;530;;;4;4;4;5;4;1;6;5;10;9;0;3;0;2017-01-02;10;-12;-12;-6;-7;-50;-22;-16;-4;7;10;4;9;40;35;27;-35;-11;10;-5;-4;-1;-7.0;-6;13;38;25;18;14.0;6;-1;4;1;-3;-2;-1;-41;-25;-21;-1;0.0;-1;-1;40;22;3;12;6;3;20;5;2;-31;-26;-16;-4;3;5;13;38;31;22;17;13;9;39;18;13;-20;-6;-54;-28;-11;6;26;23;17;13;7;11;8;8;8;38;26;19;14;12.0;8.0;-26;3.0;-25.0;0;10:30:00;0;LEI;MID
EVE X SOU 2017-01-02;297 (74%);367 (75%);14;20;46%;54%;;;;;3;6;8;10;0;1;51;67;14;5;3;3;;;2;4;403;487;;;7;10;6;5;3;6;5;7;12;17;1;0;0;2017-01-02;-2;14;4;-5;-6;-26;-12;-10;-53;-24;48;-3;-34;-6;2;2;-1;2;38;19;30;16;3.0;8;1;-1;5;-6;25.0;11;30;12;-51;2;-30;-15;23;3;3;-3;-25.0;-21;-8;-1;4;8;4;7;-17;29;10;4;1;5;-4;-4;8;-11;7;2;3;40;62;39;5;25;15;72;8;-8;8;5;85;93;58;27;29;10;46;32;18;85;54;31;-46;-23;-19;-82.0;76.0;30;19.0;-55.0;3;13:00:00;1;SOU;EVE
MCI X BUR 2017-01-02;247 (69%);359 (80%);31;34;45%;55%;;;;;2;7;8;8;;;66;62;11;11;1;1;;;3;3;357;450;0;1;6;5;6;4;3;3;5;9;11;14;3;4;1;2017-01-02;10;29;22;17;17;12;7;8;8;-11;86;13;54;38;28;49;27;25;44;31;-51;-13;11.0;-1;-1;2;-9;-1;2.0;2;-34;-11;8;9;1;1;4;-4;-3;-4;0.0;-3;-34;25;7;13;28;16;17;-20;-6;8;3;1;2;76;3;44;26;14;7;49;57;61;34;17;-27;-4;-54;-35;-100;-61;-36;-20;-28;-12;-100;-68;-7;-52;-5;-3;9;10;6;20;11;-6.0;-8.0;4;-42.0;-45.0;2;13:00:00;1;BUR;MCI
SUN X LIV 2017-01-02;605 (87%);199 (69%);14;9;71%;29%;;;;;3;5;5;2;;;46;43;10;10;3;13;;;3;3;698;290;;;12;5;3;0;15;5;9;5;21;10;3;2;2;2017-01-02;-10;-100;-65;-43;-34;-17;-9;-6;-5;-3;-5;-12;-100;-66;-42;-4;-7;-6;45;20;37;22;-13.0;9;2;1;-5;36;14.0;3;-10;-10;-54;-14;-37;-28;-61;-43;-29;-19;-20.0;10;-7;-12;-13;-15;-14;-16;-16;-11;-8;-1;-29;-16;-12;-10;-19;-4;-3;-5;-11;-9;-49;-81;-55;-39;-70;38;-41;-22;-15;-100;-85;-52;-33;-18;1;1;-40;2;2;2;-7;-9;69;31;-47;-22.0;-59.0;-17;-46.0;-110.0;2;13:00:00;0;LIV;SUN
WBA X HUL 2017-01-02;440 (85%);269 (78%);23;13;59%;41%;;;;;2;3;9;7;;;50;45;4;5;2;5;;;;;516;346;;;9;6;9;0;6;5;8;2;17;8;;;1;2017-01-02;-8;-13;-5;-2;1;-6;-8;-59;-41;-30;-24;-60;-74;-100;-75;-45;-27;-12;-1;-1;-1;-1;-31.0;5;2;1;5;5;55.0;28;12;-66;-64;-8;-35;-23;-76;-3;7;15;0.0;4;5;7;7;-39;100;63;38;18;11;-19;31;8;3;-3;-50;-3;-5;58;70;39;29;43;8;-8;-10;-30;-44;-33;-23;-18;66;12;5;5;31;6;-45;-7;-2;-76;-52;-40;-23;-54;-32;-65.0;-44.0;-27;-57.0;-5.0;3;13:00:00;1;HUL;WBA
