game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Blocked shots_away;Blocked shots_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
EVE X TOT 2016-01-03;505 (84%);310 (76%);7;14;60%;40%;11;5;4;4;0;2;37;62;11;8;2;3;2;0;1;3;599;406;;;4;8;4;4;4;3;15;4;19;12;2;1;1;2016-01-03;-3.0;-1.0;6.0;-24.0;-14.0;-15.0;-6.0;-9.0;-5.0;-8.0;-5.0;-4.0;-19.0;-17.0;-17.0;70.0;29.0;22.0;-24.0;-8.0;-3.0;-10.0;-5.0;-30.0;-32.0;-23.0;-19.0;-15.0;-43.0;-28.0;36.0;5.0;-27.0;-5.0;-18.0;-52.0;-28.0;-17.0;-8.0;-4.0;-70.0;-1.0;-1.0;-1.0;9.0;-5.0;28.0;17.0;11.0;7.0;-23.0;-50.0;-30.0;-18.0;-11.0;-5.0;-15.0;-1.0;5.0;1.0;-1.0;-1.0;-1.0;-6.0;19.0;12.0;6.0;-13.0;7.0;-7.0;-3.0;-3.0;24.0;11.0;10.0;-42.0;-21.0;-16.0;-7.0;69.0;63.0;41.0;25.0;15.0;-10.0;11.0;4.0;25.0;13.0;-4.0;-2.0;30.0;1;14:00:00;0;TOT;EVE
ASV X CRY 2016-01-12;313 (73%);342 (79%);21;20;49%;51%;1;7;0;9;;;52;63;0;0;3;1;1;0;5;2;427;434;;;4;7;7;3;1;3;5;7;9;13;1;2;0;2016-01-12;-9.0;3.0;-2.0;4.0;8.0;11.0;39.0;28.0;19.0;13.0;10.0;-38.0;6.0;-23.0;-8.0;-2.0;-4.0;-2.0;20.0;17.0;10.0;-23.0;56.0;-4.0;6.0;5.0;8.0;12.0;7.0;-7.0;-3.0;7.0;7.0;10.0;34.0;14.0;-12.0;-8.0;20.0;5.0;-25.0;-11.0;-7.0;-1.0;-2.0;2.0;-2.0;9.0;3.0;5.0;52.0;34.0;63.0;6.0;6.0;100.0;8.0;56.0;25.0;15.0;6.0;-6.0;-5.0;-3.0;-3.0;-2.0;-7.0;14.0;-5.0;5.0;-36.0;-16.0;-10.0;-7.0;-10.0;-8.0;-5.0;-7.0;4.0;-1.0;8.0;7.0;6.0;7.0;6.0;36.0;21.0;-30.0;-20.0;-5.0;-17.0;35.0;1;17:45:00;1;CRY;ASV
BOU X WES 2016-01-12;321 (74%);311 (75%);21;10;52%;48%;1;4;7;4;;;67;51;0;0;3;3;1;0;4;0;432;413;;;3;2;4;3;5;4;7;9;10;11;1;1;3;2016-01-12;-10.0;-10.0;-31.0;29.0;9.0;12.0;14.0;16.0;6.0;82.0;52.0;-74.0;37.0;83.0;43.0;54.0;34.0;13.0;-5.0;1.0;-1.0;1.0;-37.0;1.0;-10.0;7.0;7.0;5.0;4.0;4.0;3.0;-54.0;-30.0;-27.0;-21.0;-11.0;-4.0;3.0;3.0;9.0;-80.0;-3.0;-4.0;-55.0;-35.0;-16.0;-23.0;-25.0;-17.0;-8.0;-28.0;-15.0;-12.0;-15.0;-12.0;-9.0;-13.0;22.0;-30.0;-16.0;-14.0;-13.0;-14.0;-26.0;-14.0;-13.0;-37.0;-8.0;-21.0;-10.0;-31.0;-17.0;-7.0;-84.0;-49.0;-27.0;-13.0;-4.0;-5.0;6.0;7.0;11.0;9.0;5.0;-76.0;-38.0;-24.0;35.0;11.0;-7.0;12.0;90.0;1;17:45:00;-1;WES;BOU
NEW X MUN 2016-01-12;350 (81%);428 (83%);8;8;46%;54%;3;4;3;5;3;0;49;53;0;0;3;1;;;1;3;432;514;;;8;10;5;4;4;6;4;4;12;14;3;1;3;2016-01-12;10.0;-43.0;-54.0;-35.0;-23.0;-17.0;-10.0;-7.0;-7.0;-7.0;-7.0;11.0;-7.0;4.0;4.0;6.0;2.0;-21.0;-21.0;-12.0;-32.0;-19.0;32.0;40.0;18.0;11.0;8.0;5.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;-4.0;-35.0;0.0;-50.0;-29.0;-17.0;-10.0;20.0;-6.0;0.0;5.0;2.0;91.0;49.0;-30.0;2.0;7.0;7.0;16.0;49.0;41.0;29.0;22.0;36.0;2.0;49.0;100.0;59.0;32.0;4.0;24.0;19.0;-7.0;-7.0;39.0;18.0;13.0;11.0;15.0;-7.0;-5.0;-32.0;-15.0;-6.0;-8.0;-54.0;-34.0;-28.0;-24.0;-13.0;-3.0;3.0;1.0;75.0;3;17:45:00;0;MUN;NEW
CHE X WBA 2016-01-13;211 (67%);430 (81%);16;24;39%;61%;2;4;7;7;0;1;56;55;0;0;1;3;;;1;1;317;528;;;7;8;6;8;5;2;6;7;13;14;3;3;2;2016-01-13;2.0;-24.0;-9.0;-7.0;-18.0;-37.0;-51.0;-31.0;-79.0;-47.0;-21.0;26.0;-6.0;85.0;52.0;56.0;38.0;14.0;-4.0;4.0;-31.0;-15.0;13.0;25.0;19.0;40.0;35.0;-36.0;-6.0;5.0;-33.0;24.0;3.0;5.0;-2.0;-26.0;-20.0;19.0;-3.0;-3.0;-10.0;7.0;10.0;33.0;52.0;-33.0;28.0;9.0;-25.0;-53.0;-33.0;-19.0;-15.0;-6.0;5.0;31.0;-15.0;23.0;23.0;23.0;17.0;32.0;22.0;16.0;13.0;26.0;18.0;-13.0;14.0;17.0;4.0;-31.0;-19.0;40.0;23.0;22.0;23.0;8.0;32.0;62.0;19.0;14.0;6.0;-7.0;-12.0;-77.0;-49.0;-67.0;-68.0;15.0;3.0;-25.0;2;17:45:00;0;WBA;CHE
MCI X EVE 2016-01-13;411 (88%);487 (90%);6;9;45%;55%;2;10;5;12;;;40;48;0;0;5;2;;;4;3;468;544;;;6;15;3;7;2;5;1;7;7;22;1;0;0;2016-01-13;4.0;-46.0;-11.0;6.0;1.0;5.0;5.0;3.0;2.0;2.0;-3.0;6.0;-27.0;32.0;10.0;4.0;-22.0;-13.0;-5.0;31.0;22.0;10.0;2.0;21.0;-38.0;-20.0;-15.0;-11.0;-10.0;18.0;50.0;32.0;27.0;-2.0;21.0;17.0;12.0;-28.0;-15.0;-12.0;0.0;3.0;8.0;6.0;1.0;0.0;3.0;-17.0;-5.0;8.0;59.0;37.0;29.0;28.0;43.0;17.0;25.0;12.0;3.0;62.0;36.0;29.0;44.0;23.0;25.0;51.0;34.0;-15.0;22.0;18.0;59.0;36.0;60.0;39.0;22.0;18.0;45.0;28.0;5.0;16.0;14.0;57.0;43.0;-29.0;27.0;7.0;3.0;-10.0;-7.0;32.0;-16.0;0.0;0;17:45:00;0;EVE;MCI
SOU X WAT 2016-01-13;342 (74%);351 (77%);15;20;50%;50%;3;1;1;8;;;40;57;11;9;4;1;0;1;3;4;465;458;;;1;10;0;7;1;7;3;5;4;15;2;1;0;2016-01-13;-3.0;40.0;28.0;13.0;4.0;-3.0;-5.0;-6.0;78.0;38.0;17.0;-3.0;5.0;-6.0;59.0;44.0;24.0;48.0;27.0;9.0;-5.0;1.0;-7.0;-25.0;-10.0;-4.0;-1.0;1.0;2.0;12.0;24.0;10.0;1.0;-14.0;4.0;59.0;35.0;73.0;45.0;28.0;-5.0;1.0;1.0;1.0;55.0;-6.0;33.0;20.0;12.0;7.0;26.0;15.0;9.0;6.0;74.0;42.0;8.0;19.0;5.0;-4.0;-8.0;-8.0;-3.0;4.0;4.0;50.0;33.0;7.0;56.0;60.0;42.0;23.0;55.0;31.0;63.0;31.0;13.0;9.0;9.0;18.0;20.0;14.0;11.0;8.0;1.0;3.0;-33.0;-16.0;30.0;10.0;20.0;25.0;2;17:45:00;1;WAT;SOU
STO X NOR 2016-01-13;270 (78%);552 (89%);14;12;36%;64%;0;3;3;7;;;42;48;0;0;2;1;;;1;2;348;621;1;0;2;8;3;7;2;4;3;7;5;14;1;0;1;2016-01-13;-4.0;20.0;-15.0;-25.0;-16.0;-6.0;9.0;3.0;-25.0;-17.0;-7.0;2.0;34.0;17.0;8.0;6.0;25.0;5.0;-3.0;-3.0;35.0;-25.0;-1.0;-29.0;-15.0;-7.0;-30.0;27.0;12.0;6.0;2.0;2.0;-1.0;-4.0;-2.0;-2.0;10.0;28.0;13.0;4.0;5.0;6.0;8.0;11.0;32.0;-6.0;100.0;63.0;39.0;26.0;16.0;6.0;-28.0;-7.0;-32.0;-11.0;-12.0;13.0;11.0;12.0;15.0;13.0;12.0;12.0;52.0;25.0;45.0;-8.0;19.0;3.0;3.0;-20.0;-7.0;6.0;7.0;8.0;21.0;17.0;60.0;14.0;12.0;37.0;25.0;19.0;41.0;39.0;26.0;100.0;67.0;33.0;40.0;15.0;3;17:45:00;1;NOR;STO
SWA X SUN 2016-01-13;355 (83%);367 (81%);7;8;49%;51%;0;2;6;8;0;2;42;41;0;0;3;1;1;0;2;2;430;451;0;1;8;4;3;3;4;5;0;6;7;10;2;0;4;2016-01-13;10.0;4.0;8.0;13.0;13.0;33.0;21.0;18.0;-15.0;2.0;57.0;12.0;33.0;19.0;51.0;65.0;33.0;18.0;10.0;2.0;-2.0;-2.0;2.0;20.0;35.0;21.0;53.0;32.0;23.0;13.0;8.0;3.0;-15.0;-71.0;41.0;20.0;48.0;2.0;-7.0;-13.0;-30.0;-7.0;-9.0;-11.0;-58.0;-44.0;-64.0;-37.0;-18.0;-7.0;4.0;7.0;1.0;-3.0;-14.0;-39.0;-34.0;-48.0;-83.0;-44.0;-55.0;-32.0;-13.0;39.0;18.0;12.0;16.0;-59.0;12.0;27.0;18.0;8.0;1.0;27.0;-17.0;-2.0;4.0;4.0;-30.0;13.0;12.0;6.0;21.0;10.0;3.0;-22.0;-48.0;-31.0;-18.0;25.0;1.0;0.0;2;17:45:00;-1;SUN;SWA
LIV X ARS 2016-01-13;271 (72%);423 (79%);14;17;41%;59%;4;10;3;9;;;48;54;0;0;3;1;0;1;5;4;378;535;;;11;12;5;6;5;6;3;10;14;22;0;2;3;2016-01-13;2.0;3.0;98.0;99.0;58.0;43.0;-42.0;-44.0;-22.0;27.0;6.0;2.0;46.0;63.0;36.0;24.0;15.0;-24.0;-100.0;-70.0;-29.0;-79.0;1.0;-17.0;-1.0;2.0;2.0;6.0;-64.0;-40.0;-22.0;-12.0;-4.0;-5.0;4.0;5.0;5.0;-8.0;-17.0;6.0;70.0;11.0;-32.0;-17.0;39.0;-1.0;15.0;7.0;-31.0;-14.0;-17.0;-46.0;-100.0;-56.0;-30.0;-10.0;1.0;23.0;-23.0;3.0;8.0;2.0;-6.0;17.0;5.0;3.0;26.0;1.0;76.0;58.0;34.0;23.0;15.0;67.0;42.0;33.0;52.0;59.0;1.0;58.0;45.0;31.0;22.0;11.0;9.0;9.0;29.0;21.0;17.0;1.0;9.0;70.0;3;18:00:00;0;ARS;LIV
TOT X LEI 2016-01-13;180 (61%);358 (79%);18;28;39%;61%;5;11;8;16;;;63;56;0;0;5;1;0;1;2;2;293;454;;;7;10;3;5;2;5;3;11;10;21;0;1;1;2016-01-13;1.0;14.0;96.0;63.0;100.0;92.0;60.0;30.0;28.0;-40.0;-17.0;3.0;-9.0;-3.0;-2.0;1.0;-33.0;-18.0;-70.0;-42.0;-50.0;-22.0;44.0;-8.0;25.0;20.0;15.0;54.0;37.0;26.0;26.0;14.0;-6.0;53.0;21.0;31.0;18.0;17.0;16.0;14.0;5.0;0.0;0.0;20.0;9.0;49.0;3.0;-43.0;-65.0;-37.0;-18.0;-7.0;4.0;37.0;25.0;18.0;51.0;13.0;11.0;37.0;85.0;53.0;55.0;65.0;40.0;22.0;61.0;36.0;53.0;28.0;20.0;31.0;13.0;-22.0;29.0;5.0;-6.0;-2.0;23.0;-6.0;45.0;28.0;16.0;-98.0;-49.0;-30.0;-16.0;-7.0;-3.0;17.0;-2.0;5.0;0;18:00:00;-1;LEI;TOT
TOT X SUN 2016-01-16;210 (66%);521 (84%);9;17;34%;66%;1;6;3;11;1;1;41;53;0;0;7;1;;;3;1;316;621;;;2;14;2;9;2;11;3;12;5;26;2;0;1;2016-01-16;2.0;46.0;30.0;11.0;11.0;9.0;10.0;13.0;50.0;28.0;15.0;2.0;16.0;11.0;6.0;6.0;11.0;8.0;36.0;-32.0;-4.0;-1.0;9.0;2.0;26.0;27.0;41.0;25.0;-15.0;35.0;28.0;20.0;16.0;23.0;16.0;-71.0;-32.0;82.0;42.0;30.0;5.0;116.0;78.0;71.0;47.0;57.0;33.0;16.0;14.0;6.0;8.0;-25.0;34.0;10.0;29.0;15.0;39.0;100.0;100.0;99.0;64.0;39.0;16.0;4.0;3.0;77.0;45.0;88.0;25.0;14.0;4.0;-2.0;1.0;6.0;3.0;4.0;4.0;4.0;29.0;79.0;44.0;28.0;88.0;84.0;46.0;34.0;62.0;24.0;9.0;35.0;2.0;15.0;4;10:45:00;1;SUN;TOT
BOU X NOR 2016-01-16;330 (79%);261 (74%);15;18;55%;45%;4;1;3;5;;;50;61;0;0;4;3;;;4;1;418;353;;;6;8;3;6;3;8;4;7;10;15;1;1;0;2016-01-16;2.0;91.0;44.0;19.0;24.0;17.0;-6.0;4.0;5.0;5.0;30.0;-1.0;21.0;14.0;20.0;17.0;32.0;23.0;18.0;19.0;9.0;1.0;24.0;-2.0;-2.0;19.0;-41.0;-19.0;30.0;-43.0;-52.0;-35.0;-23.0;18.0;-23.0;-12.0;-12.0;-8.0;-2.0;-3.0;25.0;4.0;6.0;7.0;36.0;20.0;19.0;3.0;-2.0;34.0;16.0;49.0;98.0;57.0;60.0;30.0;47.0;9.0;-2.0;-2.0;23.0;9.0;-12.0;-25.0;-16.0;14.0;64.0;27.0;57.0;33.0;-27.0;-6.0;-55.0;-42.0;-17.0;31.0;3.0;1.0;18.0;-5.0;-6.0;-10.0;-9.0;-9.0;-14.0;-92.0;-59.0;-39.0;-27.0;14.0;-20.0;0.0;3;13:00:00;1;NOR;BOU
CHE X EVE 2016-01-16;391 (82%);494 (87%);15;15;46%;54%;2;4;4;6;;;59;58;0;0;4;2;1;0;1;3;477;569;;;7;8;3;3;4;7;3;6;9;14;1;1;3;2016-01-16;-3.0;7.0;-2.0;-1.0;-1.0;1.0;1.0;40.0;38.0;30.0;21.0;-4.0;-32.0;-15.0;-25.0;-22.0;-15.0;-3.0;7.0;15.0;9.0;5.0;-5.0;2.0;-6.0;-8.0;-6.0;-4.0;-3.0;-22.0;-16.0;-12.0;-9.0;-6.0;18.0;-18.0;-46.0;-29.0;-19.0;-14.0;0.0;2.0;2.0;2.0;3.0;-6.0;3.0;-29.0;-14.0;-15.0;-11.0;-8.0;-50.0;-91.0;-55.0;-27.0;11.0;-10.0;3.0;77.0;74.0;46.0;69.0;100.0;100.0;100.0;67.0;11.0;40.0;21.0;12.0;38.0;19.0;8.0;11.0;28.0;-38.0;-10.0;14.0;-8.0;-2.0;3.0;5.0;5.0;31.0;17.0;3.0;-7.0;-8.0;-22.0;-12.0;15.0;3;13:00:00;0;EVE;CHE
MCI X CRY 2016-01-16;330 (77%);405 (83%);16;16;48%;52%;1;7;6;5;0;2;60;60;0;0;0;3;;;1;0;426;490;;;5;9;5;6;3;4;4;8;9;17;2;0;0;2016-01-16;-5.0;8.0;32.0;18.0;5.0;-5.0;-30.0;-56.0;-39.0;-59.0;-37.0;-7.0;-17.0;8.0;3.0;87.0;81.0;27.0;-26.0;-8.0;-3.0;5.0;-41.0;5.0;9.0;4.0;-41.0;-24.0;-40.0;-25.0;-16.0;25.0;9.0;-65.0;26.0;14.0;8.0;9.0;51.0;70.0;50.0;-4.0;32.0;13.0;4.0;-39.0;-4.0;-3.0;-8.0;5.0;5.0;-16.0;-2.0;5.0;-6.0;-2.0;-27.0;4.0;-2.0;-2.0;-6.0;-29.0;-24.0;-15.0;-15.0;-14.0;8.0;-20.0;48.0;64.0;45.0;53.0;32.0;21.0;11.0;7.0;-29.0;-14.0;-13.0;22.0;13.0;8.0;8.0;6.0;43.0;56.0;34.0;21.0;13.0;5.0;5.0;5.0;4;13:00:00;1;CRY;MCI
NEW X WES 2016-01-16;351 (81%);371 (81%);12;14;50%;50%;2;5;3;3;0;1;52;49;0;0;8;2;;;1;2;436;457;;;6;13;5;8;3;10;4;10;10;23;0;1;1;2016-01-16;-3.0;37.0;25.0;13.0;2.0;-4.0;-55.0;52.0;17.0;52.0;37.0;-4.0;33.0;9.0;46.0;25.0;15.0;9.0;7.0;2.0;2.0;2.0;-2.0;-29.0;-15.0;18.0;12.0;9.0;12.0;-7.0;-3.0;-10.0;-7.0;1.0;-31.0;-19.0;-7.0;-4.0;-7.0;-71.0;-20.0;3.0;4.0;5.0;95.0;6.0;25.0;-32.0;-5.0;-5.0;-11.0;-6.0;-3.0;-23.0;-14.0;40.0;83.0;32.0;17.0;40.0;21.0;8.0;1.0;19.0;12.0;45.0;30.0;46.0;21.0;-12.0;-7.0;-19.0;-18.0;-18.0;-17.0;38.0;49.0;27.0;91.0;14.0;6.0;-3.0;-5.0;-5.0;-5.0;4.0;3.0;5.0;37.0;57.0;-7.0;85.0;2;13:00:00;1;WES;NEW
SOU X WBA 2016-01-16;260 (73%);375 (81%);24;17;45%;55%;3;2;3;1;0;1;52;50;0;0;1;0;;;4;2;355;465;;;3;6;7;2;0;5;7;3;10;9;;;0;2016-01-16;6.0;20.0;-28.0;-17.0;-15.0;-13.0;-12.0;7.0;3.0;5.0;6.0;4.0;16.0;12.0;-26.0;-5.0;16.0;9.0;4.0;4.0;6.0;27.0;8.0;10.0;5.0;42.0;24.0;17.0;55.0;77.0;47.0;33.0;38.0;10.0;22.0;6.0;1.0;38.0;19.0;11.0;-5.0;-1.0;-30.0;-23.0;-36.0;11.0;-54.0;-33.0;34.0;14.0;14.0;14.0;9.0;8.0;-30.0;-15.0;86.0;26.0;14.0;8.0;12.0;12.0;10.0;1.0;-25.0;-19.0;-26.0;56.0;-17.0;-10.0;-5.0;75.0;42.0;29.0;17.0;9.0;-1.0;-1.0;38.0;-1.0;-1.0;-1.0;-1.0;-41.0;-30.0;-39.0;-29.0;-18.0;-8.0;23.0;-1.0;5.0;3;13:00:00;1;WBA;SOU
ASV X LEI 2016-01-16;285 (72%);388 (78%);15;44;44%;56%;2;4;4;3;;;51;85;0;0;4;4;;;4;1;398;500;;;7;9;5;5;5;5;5;5;12;14;2;3;1;2016-01-16;4.0;2.0;7.0;-4.0;-6.0;-34.0;-32.0;-69.0;-43.0;-17.0;-10.0;5.0;-27.0;50.0;17.0;5.0;-10.0;3.0;3.0;3.0;34.0;23.0;-10.0;-108.0;-53.0;-43.0;-30.0;-40.0;-18.0;-3.0;-3.0;6.0;8.0;-12.0;10.0;49.0;32.0;22.0;38.0;36.0;0.0;23.0;-28.0;-6.0;-1.0;-3.0;-1.0;3.0;5.0;95.0;58.0;32.0;21.0;15.0;-5.0;-85.0;5.0;-55.0;-37.0;-16.0;-2.0;11.0;13.0;19.0;19.0;13.0;10.0;-1.0;33.0;22.0;20.0;15.0;31.0;19.0;14.0;51.0;65.0;47.0;1.0;-55.0;-16.0;-12.0;-10.0;-6.0;-10.0;-5.0;-3.0;30.0;8.0;-5.0;-8.0;-35.0;1;15:30:00;0;LEI;ASV
LIV X MUN 2016-01-17;315 (73%);366 (75%);18;16;47%;53%;1;5;4;5;;;62;76;0;0;4;0;1;0;0;3;431;491;;;4;7;5;10;1;4;3;12;7;19;2;0;1;2016-01-17;10.0;3.0;3.0;42.0;77.0;42.0;27.0;19.0;11.0;33.0;20.0;1.0;18.0;11.0;7.0;12.0;4.0;-4.0;-4.0;4.0;4.0;16.0;-5.0;-31.0;28.0;36.0;24.0;14.0;6.0;2.0;-19.0;-11.0;-6.0;-1.0;-2.0;1.0;-20.0;-10.0;-8.0;-7.0;0.0;-3.0;-8.0;23.0;12.0;-10.0;14.0;10.0;39.0;59.0;73.0;31.0;15.0;9.0;-28.0;-15.0;-4.0;33.0;21.0;-43.0;-18.0;-8.0;43.0;28.0;23.0;17.0;78.0;3.0;36.0;34.0;22.0;15.0;41.0;27.0;22.0;20.0;14.0;-123.0;2.0;-66.0;-37.0;-20.0;23.0;17.0;18.0;-21.0;-12.0;-5.0;14.0;3.0;34.0;-20.0;0;12:05:00;-1;MUN;LIV
STO X ARS 2016-01-17;386 (78%);309 (76%);14;21;55%;45%;4;5;6;6;;;55;45;0;0;5;3;;;0;9;495;406;;;4;7;1;3;3;6;4;7;8;14;;;0;2016-01-17;-3.0;-7.0;25.0;17.0;15.0;13.0;3.0;2.0;-5.0;3.0;-3.0;-3.0;37.0;-37.0;-8.0;-4.0;-1.0;6.0;5.0;4.0;4.0;-4.0;-8.0;-69.0;-69.0;-40.0;-28.0;-20.0;33.0;14.0;35.0;17.0;7.0;6.0;-4.0;-9.0;-10.0;-9.0;-7.0;4.0;0.0;-6.0;-98.0;-51.0;-29.0;10.0;22.0;4.0;11.0;6.0;8.0;1.0;13.0;70.0;79.0;44.0;-7.0;24.0;9.0;-5.0;-9.0;-7.0;19.0;7.0;63.0;41.0;48.0;-7.0;25.0;13.0;2.0;-2.0;-3.0;-18.0;-37.0;-24.0;-17.0;-12.0;-15.0;-8.0;-5.0;-5.0;-5.0;-5.0;-25.0;-22.0;-15.0;-15.0;-16.0;-10.0;-6.0;135.0;0;14:15:00;0;ARS;STO
SWA X WAT 2016-01-18;271 (72%);400 (80%);23;13;44%;56%;3;4;3;6;;;66;53;0;0;1;2;0;1;0;5;378;501;;;2;4;7;4;2;2;10;6;12;10;2;2;0;2016-01-18;-10.0;21.0;17.0;16.0;9.0;5.0;33.0;46.0;29.0;19.0;13.0;-1.0;7.0;-3.0;-3.0;10.0;8.0;9.0;14.0;14.0;100.0;100.0;4.0;71.0;68.0;42.0;19.0;15.0;10.0;6.0;11.0;53.0;35.0;14.0;-26.0;-26.0;-14.0;-15.0;-7.0;-41.0;-5.0;-6.0;-34.0;-22.0;-14.0;13.0;-9.0;-6.0;-28.0;-26.0;-45.0;-27.0;-16.0;-7.0;-3.0;-1.0;38.0;-1.0;-1.0;5.0;-5.0;-30.0;-12.0;-7.0;-34.0;26.0;5.0;23.0;3.0;5.0;4.0;18.0;9.0;10.0;6.0;3.0;-1.0;5.0;20.0;2.0;1.0;5.0;8.0;5.0;-65.0;-40.0;-27.0;-44.0;-34.0;17.0;-39.0;10.0;1;18:00:00;1;WAT;SWA
NOR X LIV 2016-01-23;332 (75%);282 (70%);31;28;53%;47%;4;1;3;3;;;73;72;0;0;1;2;;;4;1;445;401;;;8;5;2;0;7;5;5;1;13;6;1;0;5;2016-01-23;4.0;6.0;7.0;7.0;12.0;5.0;-3.0;-3.0;-3.0;-2.0;-34.0;5.0;-69.0;-35.0;-21.0;-33.0;-21.0;-1.0;-28.0;-14.0;-4.0;32.0;1.0;52.0;68.0;34.0;24.0;21.0;13.0;8.0;28.0;20.0;4.0;3.0;7.0;28.0;47.0;55.0;30.0;14.0;-5.0;-4.0;2.0;2.0;3.0;4.0;8.0;-6.0;-5.0;-6.0;37.0;16.0;-13.0;4.0;-27.0;-14.0;-6.0;-13.0;-12.0;-12.0;-11.0;-57.0;-78.0;-51.0;-39.0;-22.0;-8.0;4.0;2.0;46.0;29.0;-39.0;-51.0;-29.0;-60.0;-75.0;-46.0;-28.0;4.0;-21.0;-7.0;-3.0;3.0;3.0;5.0;-45.0;-28.0;-21.0;-17.0;5.0;-14.0;-5.0;4;10:45:00;-1;LIV;NOR
CRY X TOT 2016-01-23;436 (82%);193 (67%);19;15;64%;36%;7;5;10;3;1;0;61;56;0;0;3;8;1;2;2;0;533;290;;;8;8;6;3;11;3;16;4;24;11;2;2;3;2016-01-23;-7.0;-27.0;-23.0;-45.0;-27.0;-15.0;-4.0;-71.0;-44.0;-86.0;-55.0;-10.0;-38.0;-21.0;-12.0;-18.0;-14.0;-12.0;-10.0;-5.0;-5.0;-6.0;-12.0;43.0;-42.0;-11.0;-33.0;-66.0;-44.0;-25.0;23.0;-18.0;28.0;-13.0;-17.0;-7.0;-62.0;-38.0;-27.0;-18.0;-25.0;-3.0;-4.0;-5.0;-55.0;26.0;-36.0;-51.0;-30.0;-13.0;-10.0;-12.0;-51.0;-37.0;-20.0;-29.0;1.0;-23.0;-12.0;-13.0;-94.0;-91.0;-55.0;-33.0;-15.0;-3.0;-1.0;-8.0;4.0;38.0;77.0;41.0;20.0;12.0;-5.0;-8.0;-9.0;-9.0;-8.0;-5.0;-7.0;26.0;13.0;3.0;-60.0;-26.0;-15.0;-31.0;-12.0;-30.0;56.0;-195.0;1;13:00:00;-1;TOT;CRY
LEI X STO 2016-01-23;334 (76%);260 (72%);27;22;55%;45%;1;3;4;8;;;61;70;0;0;2;2;;;0;1;441;359;;;1;11;0;7;2;5;2;4;3;15;1;0;0;2016-01-23;-6.0;6.0;38.0;21.0;11.0;5.0;4.0;4.0;10.0;8.0;77.0;-9.0;76.0;45.0;46.0;28.0;11.0;2.0;29.0;18.0;4.0;-27.0;21.0;-20.0;-11.0;-3.0;4.0;5.0;6.0;6.0;36.0;23.0;15.0;7.0;-19.0;19.0;3.0;60.0;34.0;55.0;-10.0;-2.0;-2.0;-2.0;-3.0;2.0;-3.0;4.0;-4.0;-4.0;-5.0;-6.0;-26.0;-22.0;23.0;3.0;-2.0;10.0;5.0;-48.0;-29.0;-19.0;-14.0;28.0;57.0;27.0;24.0;1.0;-17.0;4.0;-8.0;-9.0;-11.0;-5.0;-3.0;-1.0;1.0;1.0;1.0;1.0;1.0;25.0;50.0;30.0;12.0;32.0;25.0;81.0;86.0;1.0;55.0;5.0;3;13:00:00;1;STO;LEI
