game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Blocked shots_away;Blocked shots_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
WBA X LEI 2015-10-31;258 (70%);236 (72%);23;28;53%;47%;5;3;4;6;2;0;53;67;0;0;4;2;1;0;1;2;370;330;;;10;8;3;5;5;6;3;6;13;14;2;0;3;2015-10-31;-3.0;-28.0;-17.0;-10.0;-5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-4.0;-16.0;-45.0;-27.0;-26.0;-21.0;-13.0;-6.0;14.0;4.0;-7.0;2.0;106.0;57.0;29.0;13.0;4.0;-32.0;-22.0;-16.0;-7.0;32.0;-3.0;13.0;2.0;-33.0;23.0;-6.0;-8.0;20.0;2.0;2.0;8.0;5.0;-28.0;-20.0;-8.0;6.0;23.0;15.0;17.0;5.0;-6.0;-53.0;-32.0;-18.0;-19.0;-11.0;-6.0;-1.0;-25.0;-15.0;-89.0;-28.0;-15.0;-5.0;-12.0;-1.0;6.0;8.0;23.0;7.0;-7.0;1.0;1.0;-100.0;-24.0;-14.0;-13.0;46.0;23.0;22.0;13.0;51.0;70.0;70.0;51.0;35.0;-51.0;28.0;25.0;2;13:00:00;-1;LEI;WBA
EVE X SUN 2015-11-01;253 (78%);619 (90%);13;12;33%;67%;5;2;1;6;1;2;50;32;0;0;3;7;2;0;2;3;326;687;;;11;9;3;5;9;8;6;7;17;15;2;3;2;2015-11-01;7.0;28.0;14.0;25.0;16.0;14.0;11.0;-61.0;-53.0;-30.0;112.0;16.0;57.0;45.0;34.0;46.0;21.0;49.0;31.0;19.0;15.0;-25.0;16.0;-10.0;-4.0;77.0;45.0;35.0;28.0;23.0;5.0;-3.0;-3.0;12.0;7.0;7.0;10.0;52.0;37.0;28.0;-125.0;1.0;1.0;12.0;10.0;10.0;9.0;-78.0;-39.0;-21.0;;-63.0;40.0;;7.0;-8.0;3.0;3.0;76.0;43.0;100.0;75.0;45.0;27.0;26.0;14.0;13.0;6.0;13.0;13.0;32.0;24.0;19.0;12.0;63.0;100.0;71.0;38.0;45.0;24.0;15.0;9.0;6.0;4.0;-25.0;-13.0;-12.0;-7.0;36.0;28.0;1.0;-105.0;6;11:30:00;1;SUN;EVE
SOU X BOU 2015-11-01;425 (83%);400 (84%);14;19;52%;48%;5;5;6;4;;;44;49;0;0;0;2;;;1;1;514;479;0;1;7;7;9;4;2;2;9;4;16;11;2;2;0;2015-11-01;4.0;37.0;18.0;9.0;10.0;37.0;18.0;43.0;24.0;13.0;4.0;5.0;1.0;-2.0;-8.0;8.0;8.0;12.0;34.0;28.0;23.0;14.0;6.0;9.0;5.0;89.0;53.0;33.0;21.0;94.0;54.0;36.0;26.0;6.0;75.0;43.0;29.0;22.0;17.0;5.0;-35.0;1.0;-1.0;-7.0;-44.0;7.0;-22.0;-13.0;-8.0;-27.0;-18.0;-17.0;-15.0;-20.0;-6.0;-4.0;7.0;-2.0;-7.0;24.0;4.0;-7.0;4.0;-2.0;-3.0;-32.0;-40.0;7.0;-31.0;-21.0;-45.0;-32.0;-24.0;24.0;4.0;3.0;-2.0;-17.0;7.0;-7.0;-6.0;-80.0;-76.0;-48.0;-57.0;-38.0;-22.0;-57.0;-79.0;45.0;-45.0;-115.0;2;14:00:00;1;BOU;SOU
TOT X ASV 2015-11-02;220 (68%);432 (82%);20;19;39%;61%;6;7;3;4;;;60;62;0;0;3;1;1;0;1;3;325;530;;;5;10;5;4;2;6;8;7;13;17;3;0;1;2015-11-02;10.0;3.0;-3.0;6.0;-65.0;-34.0;-18.0;-8.0;-2.0;10.0;9.0;7.0;13.0;11.0;9.0;8.0;8.0;17.0;98.0;67.0;73.0;47.0;80.0;36.0;24.0;19.0;35.0;25.0;18.0;14.0;12.0;4.0;6.0;49.0;8.0;3.0;6.0;4.0;2.0;11.0;80.0;1.0;1.0;5.0;-12.0;30.0;7.0;6.0;4.0;8.0;4.0;30.0;12.0;11.0;11.0;12.0;18.0;6.0;5.0;-5.0;1.0;1.0;5.0;4.0;-25.0;-36.0;-21.0;12.0;-14.0;-10.0;29.0;14.0;1.0;-22.0;-22.0;-25.0;38.0;11.0;3.0;-103.0;-60.0;-60.0;-42.0;-63.0;-63.0;-34.0;-16.0;-7.0;23.0;3.0;26.0;140.0;3;18:00:00;1;ASV;TOT
BOU X NEW 2015-11-07;210 (70%);501 (86%);14;13;33%;67%;0;7;0;16;;;55;55;0;0;5;0;0;1;3;4;300;582;;;2;10;1;8;1;5;0;10;2;20;2;2;1;2015-11-07;-10.0;39.0;16.0;15.0;7.0;10.0;12.0;14.0;7.0;8.0;3.0;-9.0;1.0;1.0;52.0;33.0;23.0;11.0;18.0;-28.0;-49.0;-22.0;-3.0;-2.0;31.0;23.0;46.0;32.0;48.0;31.0;82.0;76.0;100.0;-1.0;63.0;88.0;100.0;60.0;30.0;13.0;5.0;15.0;78.0;65.0;43.0;3.0;54.0;41.0;53.0;34.0;24.0;16.0;8.0;7.0;9.0;10.0;94.0;11.0;31.0;28.0;46.0;27.0;16.0;13.0;7.0;2.0;1.0;61.0;1.0;-5.0;2.0;22.0;14.0;30.0;20.0;34.0;20.0;14.0;66.0;8.0;17.0;6.0;1.0;-18.0;-36.0;-14.0;-4.0;-4.0;9.0;46.0;34.0;30.0;0;10:45:00;-1;NEW;BOU
LEI X WAT 2015-11-07;410 (74%);264 (70%);13;11;59%;41%;0;2;2;4;;;42;45;0;0;4;3;1;0;1;4;556;376;;;3;7;4;4;4;6;5;5;8;12;1;0;1;2015-11-07;-5.0;-39.0;-22.0;-12.0;12.0;-3.0;-8.0;-2.0;26.0;10.0;8.0;-7.0;-68.0;-61.0;-47.0;-25.0;-17.0;-11.0;-36.0;44.0;11.0;10.0;-9.0;3.0;1.0;-5.0;-6.0;-7.0;-7.0;-7.0;-7.0;37.0;25.0;-10.0;11.0;2.0;-5.0;5.0;-25.0;-26.0;0.0;-15.0;-9.0;-1.0;42.0;23.0;27.0;12.0;9.0;82.0;47.0;22.0;7.0;-7.0;-12.0;-33.0;17.0;-23.0;-21.0;-15.0;72.0;40.0;21.0;89.0;50.0;21.0;32.0;15.0;19.0;10.0;6.0;3.0;-1.0;-1.0;-75.0;-45.0;96.0;41.0;14.0;25.0;-45.0;-13.0;-14.0;-15.0;-11.0;-5.0;-5.0;-5.0;-4.0;-8.0;-2.0;0.0;2;13:00:00;1;WAT;LEI
MUN X WBA 2015-11-07;189 (62%);540 (83%);22;21;33%;67%;1;5;1;5;;;64;53;0;0;1;0;;;0;1;304;648;1;0;3;7;3;5;0;3;1;6;4;13;3;1;0;2015-11-07;10.0;12.0;12.0;12.0;37.0;32.0;26.0;22.0;45.0;29.0;15.0;11.0;9.0;-20.0;-5.0;6.0;7.0;15.0;18.0;18.0;12.0;9.0;12.0;57.0;45.0;29.0;26.0;18.0;10.0;-28.0;-6.0;7.0;7.0;13.0;10.0;14.0;40.0;30.0;30.0;24.0;45.0;3.0;4.0;4.0;10.0;13.0;10.0;9.0;9.0;84.0;53.0;35.0;19.0;15.0;7.0;7.0;12.0;13.0;11.0;10.0;1.0;-5.0;-6.0;-3.0;6.0;3.0;-5.0;13.0;4.0;4.0;5.0;6.0;2.0;-32.0;-15.0;-6.0;4.0;4.0;14.0;52.0;33.0;27.0;19.0;14.0;4.0;2.0;45.0;31.0;13.0;13.0;3.0;90.0;2;13:00:00;1;WBA;MUN
NOR X SWA 2015-11-07;627 (89%);277 (82%);14;11;68%;32%;1;0;2;5;;;43;35;0;0;4;0;1;0;2;3;706;338;;;4;4;7;4;0;5;4;5;8;9;0;1;0;2015-11-07;32.0;30.0;10.0;6.0;44.0;19.0;2.0;-8.0;-10.0;-16.0;-21.0;17.0;-13.0;-9.0;-6.0;6.0;16.0;3.0;1.0;-8.0;-6.0;-7.0;-35.0;-6.0;-11.0;-8.0;-37.0;-25.0;-18.0;-13.0;-16.0;-10.0;-8.0;-24.0;18.0;9.0;5.0;3.0;1.0;-1.0;5.0;-1.0;-2.0;44.0;23.0;-19.0;11.0;5.0;-7.0;-4.0;6.0;3.0;4.0;4.0;4.0;2.0;-19.0;1.0;6.0;-11.0;-10.0;-11.0;-12.0;-13.0;-43.0;-55.0;-29.0;-16.0;-19.0;133.0;76.0;90.0;55.0;35.0;94.0;54.0;57.0;32.0;-13.0;17.0;-27.0;-14.0;-52.0;-57.0;-41.0;-30.0;-25.0;-24.0;-20.0;-20.0;-15.0;-20.0;1;13:00:00;1;SWA;NOR
SUN X SOU 2015-11-07;431 (78%);206 (66%);29;24;65%;35%;4;1;7;3;;;55;53;0;0;3;3;;;5;2;551;314;;;9;5;5;5;5;3;5;4;14;9;3;1;1;2015-11-07;-1.0;-31.0;-30.0;-12.0;-12.0;-15.0;-12.0;-10.0;-72.0;-47.0;-58.0;25.0;-42.0;-32.0;-27.0;-17.0;-54.0;-25.0;-15.0;-19.0;-14.0;-3.0;55.0;-1.0;2.0;22.0;13.0;2.0;-6.0;-1.0;6.0;-7.0;-8.0;34.0;-11.0;-13.0;-19.0;-5.0;-15.0;-8.0;0.0;-1.0;3.0;8.0;39.0;24.0;18.0;10.0;5.0;-11.0;-40.0;-35.0;-23.0;-96.0;-58.0;-35.0;24.0;-17.0;-27.0;-27.0;-78.0;-49.0;-56.0;-40.0;-30.0;-21.0;-11.0;2.0;-78.0;-45.0;61.0;21.0;42.0;36.0;19.0;4.0;-3.0;-8.0;-6.0;-7.0;-6.0;-10.0;-8.0;-31.0;-25.0;28.0;5.0;1.0;25.0;-34.0;17.0;10.0;0;13:00:00;-1;SOU;SUN
WES X EVE 2015-11-07;361 (85%);379 (87%);6;12;50%;50%;3;3;5;3;;;39;54;0;0;4;3;;;1;2;427;435;;;7;8;6;8;4;5;6;8;13;16;2;1;1;2015-11-07;10.0;4.0;5.0;1.0;-22.0;-10.0;-24.0;-12.0;-40.0;60.0;24.0;14.0;-23.0;8.0;7.0;3.0;33.0;30.0;-37.0;-19.0;-19.0;-15.0;18.0;-11.0;14.0;44.0;34.0;58.0;36.0;27.0;15.0;10.0;-29.0;45.0;-13.0;-41.0;-23.0;-17.0;-91.0;2.0;30.0;-7.0;-9.0;-17.0;-33.0;21.0;-18.0;-9.0;-3.0;2.0;7.0;9.0;21.0;9.0;26.0;19.0;16.0;14.0;16.0;8.0;-7.0;-3.0;64.0;34.0;19.0;10.0;4.0;7.0;-3.0;-3.0;-14.0;-6.0;-8.0;46.0;-25.0;-10.0;-3.0;-19.0;7.0;-13.0;-4.0;2.0;2.0;3.0;48.0;74.0;44.0;-30.0;-1.0;-2.0;40.0;-20.0;1;13:00:00;0;EVE;WES
STO X CHE 2015-11-07;399 (82%);195 (69%);7;15;64%;36%;7;1;9;1;1;0;51;47;0;0;1;4;1;0;1;3;488;282;;;10;6;8;5;4;2;9;2;19;8;1;3;0;2015-11-07;2.0;-5.0;-3.0;-3.0;-3.0;29.0;-39.0;-17.0;-14.0;-9.0;44.0;37.0;25.0;17.0;5.0;-66.0;-38.0;-26.0;-20.0;-16.0;-4.0;-3.0;28.0;30.0;15.0;4.0;-26.0;15.0;-7.0;-54.0;-42.0;-23.0;-9.0;10.0;-37.0;-20.0;-17.0;-57.0;-40.0;6.0;-5.0;2.0;-2.0;-2.0;-1.0;-31.0;-2.0;-7.0;-3.0;-1.0;76.0;39.0;18.0;-41.0;-28.0;-42.0;-40.0;-25.0;-19.0;-34.0;-14.0;-3.0;34.0;47.0;23.0;-32.0;-20.0;-29.0;-19.0;-18.0;-15.0;-11.0;-16.0;-39.0;-29.0;-47.0;-38.0;-23.0;-15.0;-11.0;-6.0;6.0;-25.0;-18.0;26.0;-37.0;-23.0;-18.0;-16.0;-10.0;-7.0;-70.0;1;15:30:00;1;CHE;STO
ASV X MCI 2015-11-08;492 (85%);323 (79%);19;12;60%;40%;5;0;8;3;;;47;42;0;0;0;3;2;0;1;1;578;410;;;10;1;5;3;3;0;3;2;13;3;1;1;0;2015-11-08;5.0;-4.0;-4.0;-4.0;-4.0;-4.0;23.0;14.0;12.0;10.0;-87.0;7.0;-45.0;-53.0;-34.0;-22.0;-2.0;25.0;5.0;-3.0;-3.0;-4.0;9.0;-12.0;-9.0;-8.0;-7.0;-7.0;-11.0;-16.0;-3.0;6.0;7.0;2.0;7.0;2.0;23.0;10.0;2.0;-4.0;0.0;-6.0;-8.0;-7.0;-7.0;-8.0;-6.0;-1.0;-2.0;-4.0;-58.0;-100.0;-59.0;-30.0;-23.0;-14.0;-6.0;-8.0;-55.0;-33.0;-23.0;-17.0;-39.0;-23.0;-28.0;-44.0;-24.0;-6.0;-15.0;22.0;5.0;1.0;-4.0;-4.0;17.0;8.0;1.0;-4.0;-6.0;2.0;-4.0;-1.0;2.0;7.0;-6.0;-5.0;-8.0;-10.0;50.0;-5.0;24.0;-115.0;0;11:30:00;0;MCI;ASV
ARS X TOT 2015-11-08;289 (75%);344 (75%);16;12;46%;54%;3;1;6;7;;;63;68;0;0;3;3;0;1;3;1;383;458;;;10;9;7;5;4;4;4;1;14;10;1;0;1;2015-11-08;3.0;23.0;19.0;11.0;7.0;4.0;3.0;3.0;6.0;27.0;20.0;3.0;-61.0;-22.0;-16.0;-13.0;-14.0;-4.0;-4.0;-33.0;-53.0;-31.0;4.0;-18.0;-11.0;-4.0;-40.0;-58.0;-34.0;-19.0;-11.0;-3.0;1.0;5.0;41.0;24.0;15.0;4.0;-5.0;-9.0;-40.0;6.0;9.0;16.0;10.0;5.0;44.0;23.0;-23.0;-3.0;-25.0;38.0;19.0;10.0;38.0;26.0;5.0;15.0;85.0;63.0;32.0;-99.0;-80.0;-55.0;-40.0;-45.0;-21.0;5.0;-37.0;-30.0;-20.0;-43.0;-73.0;-39.0;-20.0;98.0;55.0;38.0;10.0;95.0;63.0;32.0;21.0;100.0;56.0;37.0;26.0;24.0;12.0;32.0;8.0;-30.0;1;14:00:00;0;TOT;ARS
LIV X CRY 2015-11-08;191 (67%);408 (82%);10;18;37%;63%;1;9;6;14;1;0;57;69;0;0;3;2;;;2;1;287;499;;;5;16;4;9;4;4;4;6;9;22;2;1;2;2015-11-08;-6.0;2.0;5.0;5.0;-13.0;23.0;13.0;37.0;15.0;4.0;-2.0;-9.0;-22.0;-92.0;-50.0;-26.0;-11.0;-2.0;16.0;51.0;43.0;30.0;-5.0;68.0;35.0;18.0;45.0;31.0;88.0;57.0;38.0;19.0;31.0;-3.0;43.0;25.0;22.0;95.0;62.0;73.0;25.0;41.0;13.0;15.0;42.0;-2.0;19.0;11.0;7.0;-8.0;-37.0;-23.0;-20.0;-3.0;4.0;6.0;-31.0;6.0;27.0;8.0;37.0;25.0;17.0;31.0;27.0;31.0;21.0;-12.0;40.0;30.0;20.0;-22.0;-3.0;24.0;18.0;13.0;12.0;-27.0;-1.0;-10.0;-3.0;-24.0;-86.0;-46.0;-24.0;43.0;20.0;-18.0;3.0;3.0;8.0;70.0;1;14:00:00;-1;CRY;LIV
WAT X MUN 2015-11-21;381 (76%);246 (64%);13;12;57%;43%;2;3;10;4;0;1;41;60;0;0;4;5;;;5;1;499;385;;;9;8;5;2;6;5;5;2;13;10;2;1;2;2015-11-21;-3.0;-7.0;-7.0;-87.0;-53.0;-37.0;-21.0;-15.0;-5.0;-6.0;-6.0;-4.0;6.0;3.0;4.0;-3.0;-3.0;-4.0;-6.0;-8.0;-8.0;-31.0;-5.0;-18.0;-10.0;-5.0;-26.0;-22.0;-22.0;22.0;1.0;3.0;-7.0;-15.0;-68.0;-36.0;-21.0;-13.0;-7.0;-6.0;20.0;-8.0;-10.0;-71.0;-60.0;-27.0;-62.0;-38.0;-28.0;-37.0;-27.0;-15.0;-39.0;25.0;51.0;59.0;-19.0;39.0;9.0;-6.0;-4.0;-5.0;-3.0;-1.0;-1.0;-25.0;-25.0;-15.0;-15.0;-9.0;29.0;18.0;50.0;10.0;11.0;4.0;42.0;22.0;-3.0;15.0;9.0;-5.0;-2.0;-1.0;-44.0;-30.0;-22.0;71.0;30.0;-9.0;-5.0;-125.0;1;10:45:00;-1;MUN;WAT
CHE X NOR 2015-11-21;225 (68%);517 (85%);13;25;36%;64%;1;5;5;6;0;1;53;77;0;0;6;2;0;1;3;6;331;606;;;3;12;1;9;2;7;1;9;4;21;4;1;0;2015-11-21;2.0;9.0;12.0;13.0;19.0;70.0;45.0;25.0;10.0;2.0;-6.0;2.0;-7.0;-27.0;20.0;10.0;16.0;14.0;40.0;26.0;24.0;33.0;1.0;;;17.0;5.0;40.0;27.0;19.0;15.0;43.0;27.0;5.0;25.0;17.0;13.0;28.0;59.0;67.0;10.0;-2.0;3.0;44.0;34.0;11.0;73.0;54.0;37.0;24.0;19.0;12.0;12.0;52.0;36.0;27.0;-24.0;52.0;32.0;-19.0;4.0;79.0;48.0;32.0;24.0;48.0;-52.0;-16.0;-8.0;-1.0;4.0;4.0;12.0;13.0;14.0;15.0;15.0;65.0;-6.0;45.0;33.0;26.0;10.0;-5.0;6.0;1.0;-5.0;36.0;20.0;-1.0;11.0;-5.0;1;13:00:00;1;NOR;CHE
EVE X ASV 2015-11-21;337 (84%);535 (88%);5;6;41%;59%;4;3;3;2;;;37;51;0;0;5;3;;;4;1;403;608;;;3;11;3;4;3;9;7;5;10;16;;;0;2015-11-21;7.0;14.0;19.0;15.0;32.0;22.0;16.0;12.0;9.0;80.0;45.0;10.0;28.0;18.0;13.0;4.0;4.0;4.0;4.0;-8.0;54.0;67.0;12.0;42.0;27.0;19.0;10.0;10.0;8.0;7.0;6.0;1.0;-10.0;13.0;-15.0;-3.0;7.0;83.0;85.0;-7.0;-55.0;-9.0;-12.0;-1.0;1.0;14.0;1.0;1.0;-5.0;8.0;6.0;4.0;3.0;3.0;2.0;1.0;14.0;76.0;46.0;23.0;-49.0;-47.0;-76.0;-12.0;-9.0;-4.0;-3.0;14.0;22.0;17.0;-34.0;-7.0;6.0;11.0;15.0;18.0;17.0;12.0;14.0;3.0;-4.0;42.0;24.0;16.0;11.0;49.0;27.0;48.0;30.0;14.0;19.0;40.0;4;13:00:00;1;ASV;EVE
NEW X LEI 2015-11-21;281 (75%);349 (77%);20;19;46%;54%;6;4;9;4;1;1;69;58;0;0;0;4;1;0;1;1;375;454;;;15;6;5;4;7;1;3;3;18;9;1;4;3;2015-11-21;-1.0;5.0;-1.0;-3.0;-4.0;-4.0;-10.0;-8.0;-6.0;-5.0;-7.0;-1.0;-7.0;-8.0;28.0;11.0;5.0;1.0;-2.0;-4.0;2.0;2.0;-1.0;42.0;23.0;11.0;-23.0;-7.0;-15.0;-7.0;-7.0;-6.0;-8.0;-1.0;4.0;4.0;-31.0;-67.0;-35.0;5.0;-65.0;5.0;6.0;7.0;2.0;5.0;-2.0;3.0;4.0;3.0;4.0;4.0;-24.0;-11.0;-5.0;-1.0;;-39.0;-19.0;-80.0;-86.0;-24.0;-8.0;-2.0;31.0;29.0;18.0;3.0;-17.0;35.0;21.0;41.0;49.0;-86.0;-41.0;-25.0;-23.0;-16.0;14.0;-4.0;-32.0;-15.0;-74.0;-86.0;-88.0;-52.0;-33.0;-17.0;-9.0;-11.0;-1.0;0.0;0;13:00:00;-1;LEI;NEW
SOU X STO 2015-11-21;289 (74%);403 (78%);20;19;42%;58%;1;1;3;7;;;48;53;0;0;1;2;;;2;0;389;517;;;8;9;11;13;4;1;8;6;16;15;0;2;1;2015-11-21;;-23.0;-63.0;-65.0;-38.0;26.0;4.0;6.0;11.0;-89.0;-43.0;;30.0;1.0;5.0;39.0;-25.0;-4.0;-3.0;-3.0;-5.0;50.0;0.0;23.0;;;;14.0;-35.0;-19.0;-10.0;-1.0;34.0;-5.0;28.0;73.0;54.0;40.0;25.0;4.0;0.0;-4.0;-34.0;-24.0;-18.0;-4.0;-15.0;-43.0;-12.0;7.0;7.0;39.0;49.0;51.0;53.0;34.0;32.0;21.0;39.0;26.0;19.0;21.0;18.0;14.0;13.0;13.0;12.0;17.0;12.0;1.0;34.0;25.0;-25.0;-1.0;6.0;-13.0;-14.0;-9.0;10.0;28.0;15.0;-57.0;29.0;4.0;3.0;-2.0;-27.0;-22.0;24.0;-40.0;4.0;-30.0;0;13:00:00;-1;STO;SOU
SWA X BOU 2015-11-21;438 (82%);301 (75%);18;14;58%;42%;6;5;5;4;;;54;45;0;0;2;2;;;5;0;535;401;;;9;7;6;2;4;4;7;4;16;11;2;3;2;2015-11-21;-2.0;11.0;-79.0;-46.0;62.0;81.0;50.0;38.0;25.0;13.0;-13.0;-2.0;-52.0;-42.0;-31.0;-24.0;-12.0;-3.0;-5.0;-46.0;-22.0;35.0;-9.0;12.0;7.0;7.0;39.0;31.0;11.0;4.0;-3.0;-4.0;38.0;-38.0;53.0;32.0;15.0;-25.0;-17.0;-12.0;-30.0;-13.0;-19.0;-15.0;-13.0;-15.0;-11.0;-10.0;-4.0;-5.0;-5.0;-50.0;-32.0;-22.0;-15.0;-12.0;-8.0;-11.0;-9.0;-58.0;-67.0;-42.0;-27.0;-19.0;-35.0;-21.0;-15.0;-4.0;-11.0;-14.0;-9.0;-13.0;-40.0;-26.0;-33.0;-39.0;-2.0;2.0;1.0;3.0;5.0;-9.0;32.0;23.0;20.0;28.0;46.0;19.0;-17.0;2.0;-52.0;-5.0;2;13:00:00;0;BOU;SWA
WBA X ARS 2015-11-21;590 (86%);161 (65%);14;13;73%;27%;1;1;5;3;;;58;44;0;0;0;2;1;1;1;5;684;247;;;7;4;7;2;3;1;4;1;11;4;2;3;1;2015-11-21;-5.0;6.0;-5.0;-6.0;-8.0;-8.0;-50.0;-33.0;-24.0;-18.0;-40.0;-7.0;-25.0;-16.0;-6.0;-8.0;-8.0;-19.0;-14.0;-31.0;-25.0;-57.0;-9.0;-35.0;-23.0;-14.0;-70.0;-30.0;-19.0;40.0;15.0;13.0;12.0;-10.0;12.0;32.0;12.0;6.0;-11.0;-10.0;-20.0;2.0;7.0;-8.0;-3.0;6.0;-29.0;-19.0;-14.0;-5.0;18.0;10.0;6.0;4.0;34.0;11.0;-7.0;-28.0;-44.0;-34.0;-30.0;-23.0;-17.0;-13.0;-13.0;-58.0;-44.0;-10.0;-32.0;-29.0;-13.0;34.0;36.0;16.0;4.0;-11.0;-13.0;-20.0;-1.0;-17.0;-15.0;-14.0;-19.0;-17.0;-16.0;-51.0;-37.0;-28.0;-43.0;-8.0;-32.0;-55.0;2;13:00:00;1;ARS;WBA
MCI X LIV 2015-11-21;265 (68%);406 (77%);19;24;42%;58%;3;3;5;11;;;67;67;0;0;2;6;;;5;1;390;530;;;11;5;2;5;9;3;4;6;14;11;3;0;4;2015-11-21;0.0;-13.0;28.0;18.0;19.0;17.0;11.0;4.0;1.0;-11.0;-14.0;0.0;-40.0;-20.0;-8.0;4.0;-36.0;-11.0;-34.0;-14.0;-2.0;-14.0;4.0;28.0;20.0;19.0;-39.0;-48.0;-69.0;-40.0;-58.0;-71.0;-34.0;4.0;-17.0;21.0;8.0;12.0;5.0;36.0;80.0;6.0;13.0;13.0;13.0;25.0;7.0;4.0;-25.0;-9.0;-5.0;-8.0;31.0;41.0;24.0;14.0;11.0;-11.0;-100.0;-66.0;-44.0;-25.0;-14.0;46.0;77.0;46.0;28.0;1.0;17.0;12.0;-21.0;-50.0;-30.0;-18.0;20.0;11.0;39.0;27.0;-36.0;12.0;22.0;-69.0;-71.0;-74.0;-39.0;-1.0;53.0;43.0;31.0;-17.0;4.0;55.0;1;15:30:00;-1;LIV;MCI
TOT X WES 2015-11-22;285 (77%);392 (81%);10;12;45%;55%;3;5;6;7;;;64;51;0;0;8;3;1;2;3;3;372;484;;;4;14;3;5;4;12;6;8;10;22;2;2;1;2015-11-22;6.0;-45.0;-24.0;-37.0;-14.0;8.0;-8.0;6.0;8.0;9.0;15.0;8.0;20.0;16.0;74.0;50.0;100.0;66.0;-87.0;-35.0;-14.0;-12.0;10.0;28.0;-19.0;2.0;2.0;68.0;75.0;87.0;53.0;57.0;30.0;11.0;-34.0;-16.0;-12.0;63.0;2.0;11.0;;-7.0;-7.0;-15.0;-7.0;6.0;-10.0;115.0;65.0;86.0;93.0;59.0;25.0;13.0;25.0;8.0;3.0;33.0;18.0;10.0;-7.0;3.0;-23.0;-11.0;-13.0;-4.0;-4.0;1.0;34.0;18.0;10.0;10.0;-61.0;-15.0;-9.0;-6.0;-4.0;-4.0;0.0;-6.0;-7.0;-3.0;82.0;88.0;89.0;54.0;33.0;-74.0;-37.0;-33.0;27.0;25.0;4;14:00:00;1;WES;TOT
CRY X SUN 2015-11-23;147 (60%);371 (82%);20;18;34%;66%;2;4;2;11;;;74;54;0;0;7;2;;;3;1;244;452;;;9;6;6;8;4;7;3;13;12;19;3;1;1;2015-11-23;-10.0;11.0;-36.0;-15.0;-37.0;-22.0;44.0;24.0;18.0;16.0;13.0;-12.0;8.0;8.0;8.0;3.0;-3.0;1.0;1.0;1.0;-9.0;4.0;-44.0;9.0;48.0;32.0;19.0;16.0;24.0;10.0;4.0;8.0;9.0;-21.0;9.0;6.0;30.0;13.0;8.0;31.0;-25.0;25.0;21.0;55.0;45.0;45.0;-33.0;-59.0;-29.0;51.0;26.0;22.0;22.0;22.0;19.0;15.0;76.0;12.0;41.0;27.0;14.0;-17.0;69.0;39.0;27.0;20.0;22.0;57.0;51.0;34.0;-32.0;38.0;15.0;-42.0;-56.0;-5.0;-30.0;-12.0;42.0;36.0;-75.0;-27.0;71.0;43.0;29.0;23.0;59.0;35.0;46.0;26.0;72.0;40.0;0;18:00:00;-1;SUN;CRY
